Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,10,14,5,8,5,3,3,-1,4,4,6,6,6,5,8,4,7,8,6,7,6,10,6,5
2,11,10,5,4,5,4,5,2,2,-1,3,7,8,4,8,13,8,8,7,5,8,9,11,8
3,11,8,11,5,11,4,3,7,-1,4,2,8,5,10,10,9,8,7,8,11,12,14,15,7
4,25,21,28,37,35,45,31,19,4,3,6,4,10,13,11,14,23,27,37,32,32,58,65,23
5,9,9,6,4,6,6,3,2,3,3,1,4,6,6,6,8,13,19,12,14,10,21,13,9
6,9,8,2,6,5,2,6,1,1,4,2,6,10,9,6,9,7,6,14,10,9,10,5,10
7,11,5,1,7,8,3,3,1,2,3,9,7,8,10,8,10,8,11,8,8,9,9,17,10
8,5,4,3,1,5,-1,1,3,2,1,4,2,5,6,9,7,11,8,8,9,6,14,13,9
9,4,4,4,4,4,1,6,2,1,2,2,6,6,5,8,5,7,7,12,6,10,6,9,7
10,5,4,7,2,6,7,1,3,2,7,5,5,4,5,5,4,7,9,7,5,10,12,11,5
11,10,4,5,5,2,-1,-1,2,1,2,3,8,1,4,5,4,4,4,4,9,5,9,5,7
12,8,6,2,10,3,4,2,2,3,4,4,4,4,15,9,7,5,7,6,6,5,9,15,6
13,6,9,8,10,4,6,3,2,-1,5,2,5,37,7,4,9,1,4,6,8,5,9,7,8
14,7,9,2,7,5,5,5,4,1,1,1,2,3,9,3,3,8,5,7,10,3,9,12,12
15,12,5,9,7,3,7,5,2,1,3,3,3,10,7,3,7,7,4,8,6,13,10,8,10
16,4,10,4,5,4,-1,-1,1,1,3,3,6,7,5,6,6,10,5,10,4,11,9,7,9
17,8,10,7,6,6,5,-1,3,3,3,5,4,7,6,8,7,6,5,12,9,4,11,4,13
18,7,8,3,6,5,1,3,4,3,3,2,5,3,6,3,2,10,4,7,7,4,4,10,8
19,7,8,14,9,8,3,1,1,3,4,7,4,4,4,6,1,7,6,4,8,8,6,7,8
20,20,8,11,3,4,8,6,-1,-1,3,4,5,6,6,9,6,4,9,10,10,7,10,10,12
21,8,8,6,8,2,3,4,3,2,-1,1,2,1,4,6,4,6,5,6,8,9,8,12,8
22,7,13,5,3,6,5,4,2,-1,-1,8,6,4,5,5,4,6,4,5,11,9,11,7,7
23,16,7,2,4,6,2,3,3,1,2,6,2,9,6,5,4,7,2,3,11,3,8,9,7
24,6,4,6,6,5,1,4,2,3,-1,2,7,6,8,1,2,8,5,9,10,7,5,2,11
25,8,7,3,10,1,2,4,1,1,1,2,4,3,6,8,4,4,4,5,4,6,7,10,7
26,5,5,4,5,9,6,2,1,1,4,7,4,3,7,7,4,6,7,8,6,7,-1,10,6
27,5,6,3,7,4,1,1,1,-1,2,-1,2,1,8,2,2,4,7,4,3,3,7,5,10
28,8,5,3,5,2,2,3,3,1,-1,3,1,5,11,5,4,2,2,5,7,6,5,10,3
29,10,6,4,4,1,3,2,5,-1,1,4,2,5,6,7,5,4,3,9,9,8,6,9,5
30,9,2,3,8,1,-1,3,3,2,1,2,5,5,9,6,8,3,5,8,6,3,8,6,10
31,4,8,4,5,2,3,2,1,3,3,5,1,5,4,6,7,4,4,2,6,13,3,3,3
