Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,68,43,38,31,22,16,15,17,15,13,19,31,35,34,28,37,47,43,65,63,56,59,50,33
2,39,41,-1,28,40,33,16,17,14,23,12,-1,-1,-1,-1,24,33,44,40,46,54,54,47,61
3,43,57,35,50,47,30,21,19,11,17,25,39,30,32,47,-1,-1,-1,72,-1,-1,-1,54,35
4,96,106,115,130,112,96,94,42,39,24,28,37,33,40,53,68,81,86,117,120,99,87,77,85
5,50,54,48,40,-1,26,20,12,10,13,22,36,26,29,43,44,56,50,77,62,49,47,59,53
6,55,66,33,35,28,21,17,23,11,15,19,32,39,33,38,37,49,52,48,64,46,51,49,60
7,58,47,45,50,38,14,19,14,20,25,25,23,34,30,36,52,42,50,58,53,47,54,46,54
8,55,40,45,30,32,23,-1,-1,17,9,22,24,31,42,47,35,40,38,45,35,42,36,54,49
9,37,41,49,36,26,12,8,10,6,10,17,22,24,25,26,32,39,49,51,53,51,30,33,34
10,43,34,27,18,16,18,9,12,-1,-1,-1,28,11,14,22,29,31,45,43,36,41,24,28,28
11,-1,-1,49,-1,32,25,17,-1,-1,-1,12,24,23,42,31,20,19,24,28,27,25,23,34,42
12,37,41,-1,24,-1,-1,18,13,12,7,17,16,26,23,32,30,32,-1,-1,-1,-1,-1,-1,36
13,49,42,41,32,20,22,21,9,5,11,8,14,17,20,30,26,42,61,52,46,54,51,33,37
14,32,49,33,37,23,19,5,8,-1,9,14,25,23,23,33,30,34,36,39,45,34,27,42,50
15,35,35,41,34,14,18,19,6,8,8,22,23,29,33,40,28,33,45,42,52,35,43,37,41
16,45,50,39,43,32,22,16,14,9,14,12,23,28,35,41,30,42,45,41,48,56,40,32,48
17,30,47,-1,42,-1,18,11,7,5,-1,14,28,35,37,31,44,40,51,52,54,50,54,50,38
18,29,45,37,25,9,12,5,2,1,5,11,11,13,15,20,-1,-1,-1,-1,62,-1,-1,-1,62
19,65,61,50,45,35,24,15,12,7,12,14,40,47,43,60,50,57,50,76,74,69,60,45,61
20,87,100,91,76,50,25,29,21,20,20,38,40,47,72,64,73,91,81,93,86,91,78,96,100
21,101,79,92,70,50,43,27,28,19,23,40,61,66,74,57,71,85,108,88,87,80,59,-1,-1,-1
22,91,73,70,59,44,30,21,29,13,23,23,43,56,55,65,58,93,87,107,98,86,65,72,85
23,96,84,68,38,36,-1,20,-1,-1,21,33,37,62,49,79,74,65,74,84,60,62,77,66,73
24,83,76,76,52,50,36,18,18,17,20,34,36,51,54,54,67,65,89,89,-1,-1,-1,78,58
25,82,59,65,32,27,26,22,12,17,16,24,36,48,56,48,61,54,54,65,71,57,67,63,78
26,48,57,38,26,23,15,18,9,16,12,28,36,40,39,44,41,57,49,54,52,45,47,40,61
27,49,54,35,22,28,22,18,15,13,23,19,26,49,-1,-1,54,73,68,68,70,51,48,57,60
28,41,-1,-1,39,16,14,9,8,14,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,50,46
29,52,45,46,30,27,9,18,8,-1,17,17,21,35,50,-1,-1,45,36,59,46,-1,-1,-1,-1,-1
30,51,43,41,25,19,19,13,9,11,15,24,25,39,44,38,-1,60,53,57,49,54,47,60,62
31,51,45,49,26,28,12,18,8,9,13,10,22,46,34,46,51,40,45,55,51,35,51,48,48
