Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,23,21,-1,-1,-1,-1,-1,5,5,8,16,19,10,18,12,17,16,18,17,16,26,24,28,28
2,23,24,23,19,15,13,15,7,8,7,17,11,17,22,18,19,11,15,20,22,29,21,23,27
3,37,21,-1,28,-1,-1,-1,-1,13,9,14,14,20,27,24,14,18,21,24,25,24,42,33,18
4,108,122,124,100,104,86,62,-1,20,17,14,13,18,14,19,37,38,58,63,73,100,102,139,58
5,30,20,24,21,20,20,12,14,10,10,-1,-1,26,23,13,19,24,27,30,50,47,39,35,24
6,20,18,24,18,20,14,7,14,7,7,15,14,16,11,16,22,25,37,36,35,33,35,32,27
7,26,27,22,24,16,16,14,10,8,-1,-1,19,15,11,10,19,20,18,39,35,25,36,39,21
8,-1,-1,7,-1,-1,12,12,9,6,6,9,11,6,10,8,12,15,17,26,17,13,17,25,17
9,12,22,10,11,-1,10,9,6,6,6,10,7,11,14,6,8,18,18,18,21,18,26,18,10
10,15,17,13,12,12,8,5,8,6,6,7,13,12,4,14,13,17,19,27,25,18,20,29,24
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,15,15,22,24,14,30,21,29
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,20,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,-1,-1,-1,-1,-1,-1,-1,-1,8,4,5,6,15,9,10,14,22,17,16,17,18,15,15,9
15,19,12,12,12,12,7,6,5,7,4,10,10,12,14,15,10,13,17,16,22,17,14,16,22
16,27,13,16,15,10,11,12,5,7,9,16,13,-1,10,15,7,12,17,14,20,26,24,23,15
17,13,20,8,17,-1,-1,-1,-1,-1,1,7,10,11,11,10,17,20,15,19,13,23,20,14,17
18,12,14,19,14,6,12,9,4,5,8,8,7,13,11,8,18,13,19,15,20,27,31,25,15
19,19,21,21,17,19,12,6,6,7,7,13,13,14,11,14,9,15,23,16,20,22,15,15,23
20,20,14,24,-1,-1,-1,-1,11,4,5,9,14,12,9,10,21,12,12,16,22,21,21,18,22
21,19,19,20,16,10,9,4,3,6,7,6,12,10,9,6,13,24,26,19,21,13,15,13,12
22,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,13,4,10,11,9,9,13,21,-1,-1,-1,24,-1,-1
23,16,-1,-1,-1,-1,-1,-1,-1,8,10,9,12,15,13,15,11,8,10,14,16,13,16,15,17
24,19,15,12,12,-1,-1,-1,-1,6,11,9,14,12,13,4,14,10,10,13,15,17,20,15,20
25,18,-1,-1,-1,-1,-1,-1,-1,9,3,5,11,11,15,9,9,11,21,13,13,13,15,22,10
26,20,17,-1,-1,-1,-1,-1,-1,2,9,5,7,1,2,91,9,11,10,13,16,22,11,16,15
27,20,19,16,15,11,7,3,2,9,6,11,13,16,13,14,6,8,8,14,18,14,15,15,23
28,23,18,10,11,9,6,4,3,5,3,9,14,14,10,12,15,7,11,12,12,19,14,15,14
29,13,18,13,-1,-1,10,-1,2,5,3,11,6,8,12,16,11,11,10,16,21,17,18,16,19
30,10,15,16,8,15,11,6,7,4,12,7,5,9,12,11,13,11,20,12,12,15,20,12,26
31,24,16,12,12,17,12,6,8,5,5,11,7,10,14,11,9,15,8,11,10,14,10,19,17
