Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,14,3,1,3,1,-1,3,1,1,3,5,2,7,-1,-1,6,4,1,10,9,21,20,10,15
2,-1,-1,-1,-1,7,3,2,8,5,-1,1,4,8,22,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,12,2,5,15,6,6,3,-1,-1,-1,2,2,16,15,23,21,21,15,17,25,35,37,48,28
4,107,102,58,30,19,7,5,6,8,4,-1,6,10,13,20,20,30,60,62,82,90,123,196,113
5,13,8,18,6,9,9,13,5,7,6,1,1,8,20,11,21,20,25,20,17,28,35,42,20
6,29,8,13,3,4,5,6,7,5,3,1,1,6,13,6,18,19,14,22,22,18,19,36,12
7,26,11,10,20,7,1,7,-1,-1,4,3,3,3,10,10,11,15,8,20,21,29,19,17,17
8,11,6,7,4,5,4,6,7,4,1,4,4,10,11,8,10,20,7,18,10,15,18,18,12
9,6,11,9,5,1,4,6,7,3,11,7,2,12,13,6,14,9,14,15,16,16,24,26,27
10,12,8,2,5,4,2,-1,2,2,1,3,4,6,4,3,7,14,12,17,31,24,18,29,21
11,5,2,2,1,1,-1,-1,-1,1,2,1,4,12,12,12,2,15,11,10,14,12,18,28,18
12,11,7,5,2,-1,4,1,1,1,2,-1,4,8,12,8,4,11,21,15,20,24,12,15,16
13,3,-1,-1,-1,-1,-1,-1,-1,6,2,-1,1,3,7,3,4,3,11,3,4,1,3,3,3
14,6,5,1,-1,4,1,1,2,1,4,-1,2,3,8,7,1,1,1,4,10,12,11,21,11
15,7,7,20,6,-1,2,2,1,-1,2,-1,4,11,7,8,8,15,11,15,19,23,21,23,14
16,18,18,7,9,11,10,8,4,4,1,1,3,4,4,7,9,9,17,13,14,15,25,14,22
17,18,6,5,1,4,7,3,1,5,6,5,4,7,16,5,1,3,4,3,15,11,24,20,28
18,14,11,9,4,5,5,6,3,2,2,1,1,12,12,11,14,15,15,24,17,19,21,25,7
19,13,7,3,-1,1,1,2,1,3,4,2,6,6,13,10,9,13,10,20,13,18,19,7,20
20,17,8,3,6,3,-1,2,2,4,2,1,7,9,15,9,10,12,19,21,18,21,21,18,20
21,16,18,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,12,13,19,18,21,15,15,26,13
22,4,5,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,9,-1,-1,-1,-1,4,10,8,6,10
23,11,1,-1,-1,-1,-1,-1,-1,-1,3,1,2,6,3,8,2,-1,-1,5,3,4,15,10,15
24,11,6,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,6,8,9,13,15,15,15,16,26,24,21
25,8,8,6,4,4,2,3,1,1,1,4,4,8,11,12,7,10,8,10,14,20,10,8,5
26,10,7,3,6,3,4,4,1,4,3,5,6,7,9,13,12,12,8,18,15,22,19,9,9
27,15,15,10,3,2,7,-1,-1,2,2,3,1,4,6,13,10,10,9,10,10,24,14,21,18
28,15,9,6,6,3,2,-1,-1,3,4,-1,6,7,10,5,8,9,13,18,8,16,19,18,13
29,8,15,7,3,5,6,-1,2,7,2,1,3,8,12,8,6,5,11,12,20,15,17,22,20
30,19,16,11,3,2,-1,-1,-1,-1,4,3,-1,6,8,12,13,13,10,15,16,8,18,20,22
31,4,9,5,4,6,5,1,-1,3,2,4,3,4,9,13,9,13,9,10,10,11,17,12,19
