oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,6,6,4,9,16,16,13,19,12,20,18,24,17,15,17,19,16,16,15,17,3,2,3,""
02,5,4,5,12,8,11,11,16,15,19,22,20,17,25,12,18,17,17,21,18,13,8,9,3,""
03,7,7,8,10,11,9,6,10,11,5,7,13,11,12,7,13,10,16,17,14,12,9,6,4,""
04,1,1,2,1,5,9,9,10,12,6,13,12,10,13,13,6,14,9,8,9,4,4,4,2,""
05,1,6,5,3,5,3,10,6,9,12,14,13,11,16,13,9,12,2,6,6,5,5,2,5,""
06,3,3,6,4,8,8,6,11,8,6,8,7,10,11,9,6,9,7,10,8,3,7,3,0,""
07,2,5,3,5,7,7,12,12,14,12,11,17,14,18,12,8,10,7,7,9,4,4,4,0,""
08,3,5,3,7,9,9,9,11,14,11,21,10,8,15,12,6,9,8,8,11,4,7,12,4,""
09,2,3,0,6,7,6,15,9,19,16,16,10,11,10,5,6,6,9,10,12,10,9,4,1,""
10,7,3,4,6,5,11,10,9,16,10,11,17,9,13,9,8,10,4,11,7,7,4,7,5,""
11,3,7,8,8,5,9,11,5,20,10,16,17,8,10,6,10,10,6,5,1,3,7,2,5,""
12,4,3,3,7,5,6,9,16,18,15,13,16,15,8,11,8,12,12,6,12,9,4,5,3,""
13,1,6,4,7,6,12,14,15,19,17,22,12,17,11,11,6,10,5,7,10,3,7,4,5,""
14,3,2,4,9,8,7,9,9,14,16,14,10,13,13,7,11,10,10,4,10,6,6,8,2,""
15,4,3,2,5,10,12,13,12,17,13,18,12,13,10,5,9,10,6,5,4,7,5,3,1,""
16,3,2,3,1,7,5,7,7,6,10,11,15,10,8,14,5,2,3,6,5,4,4,3,2,""
17,0,1,2,1,4,3,5,7,8,6,5,3,6,8,4,4,6,1,8,4,4,2,1,0,""
18,3,0,2,4,2,5,6,5,5,7,5,5,5,6,5,5,5,3,4,5,2,3,2,3,""
19,0,1,2,5,5,7,5,4,6,9,6,9,5,5,3,10,2,6,6,4,4,1,3,3,""
20,3,1,2,4,4,5,3,14,13,11,9,8,5,10,3,1,2,1,1,0,2,0,6,0,""
21,-1,-1,2,1,1,1,2,6,1,3,9,2,4,4,6,4,1,5,3,1,3,1,2,0,""
22,3,0,2,2,2,2,3,1,1,1,4,6,6,5,2,4,3,4,1,3,0,0,3,1,""
23,1,2,0,1,3,2,2,5,4,4,7,4,5,2,1,3,5,1,4,1,0,1,1,0,""
24,1,1,0,0,3,3,1,4,4,4,3,5,7,3,2,4,1,12,1,2,1,1,0,1,""
25,2,2,1,0,2,1,1,1,2,1,5,2,0,2,2,2,2,2,0,6,2,3,5,1,""
26,1,1,1,1,4,1,6,0,3,4,4,5,9,10,8,8,3,5,3,7,4,5,4,2,""
27,0,2,1,5,5,6,7,6,5,7,7,3,7,7,6,3,3,4,2,3,3,0,0,3,""
28,1,3,0,2,1,8,5,2,4,2,11,6,3,5,3,2,5,3,5,3,2,0,3,2,""
29,0,3,2,1,1,1,3,1,0,1,3,6,3,13,3,3,0,2,3,2,3,3,3,3,""
30,5,5,6,3,3,5,4,8,9,10,8,10,4,7,9,7,3,7,2,4,5,5,2,3,""
31,2,1,3,2,5,3,3,5,3,6,6,9,10,5,7,3,6,8,2,6,1,0,1,4,""
