oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,7,11,9,15,42,43,69,53,23,114,158,10,17,15,8,5,15,31,107,78,2,3,3,""
02,7,9,8,7,16,17,22,14,16,7,7,7,10,3,19,14,13,15,8,9,9,15,10,10,""
03,11,16,13,13,15,19,19,18,11,14,7,14,13,10,9,9,6,16,10,13,6,6,8,7,""
04,7,3,10,14,6,14,10,8,12,10,8,11,17,10,13,9,5,12,10,11,18,18,8,6,""
05,13,10,10,12,12,19,12,10,14,9,10,10,12,17,16,17,16,9,9,7,11,15,12,11,""
06,13,13,9,12,14,13,9,6,0,0,0,12,9,11,9,11,11,10,12,8,33,17,10,8,""
07,4,15,9,11,5,15,8,13,13,20,14,15,7,11,10,13,9,16,12,15,13,12,12,8,""
08,13,11,9,18,14,12,16,9,9,12,19,8,11,4,9,8,10,11,5,13,16,14,12,7,""
09,11,11,13,7,10,8,8,11,15,28,102,8,8,8,7,26,547,331,10,13,11,12,10,14,""
10,13,5,18,12,14,18,17,17,17,12,8,9,10,10,2,9,9,10,13,12,36,21,15,17,""
11,15,23,17,10,18,17,23,14,9,10,17,11,17,13,14,11,11,7,13,13,20,9,6,5,""
12,6,7,14,12,10,6,7,18,12,19,12,15,9,10,10,13,12,7,15,13,11,14,6,6,""
13,10,22,8,13,8,17,18,22,11,10,13,8,16,18,20,36,7,25,13,7,9,12,12,10,""
14,11,12,12,16,11,62,65,16,17,21,14,12,19,9,11,5,16,16,7,9,19,20,13,6,""
15,7,5,8,19,11,10,12,15,142,41,22,12,14,137,125,79,30,7,2,17,44,24,27,11,""
16,12,13,9,15,21,9,16,19,111,41,103,11,8,20,10,113,90,34,21,12,31,19,14,10,""
17,11,9,10,5,11,92,48,11,8,10,10,26,25,24,13,21,9,7,6,12,16,11,8,7,""
18,11,14,14,7,12,5,24,8,5,13,13,11,6,9,5,14,23,7,14,7,7,19,12,18,""
19,16,10,19,10,10,13,35,22,11,9,11,13,8,10,8,6,7,11,27,37,8,11,15,14,""
20,7,10,12,11,19,37,51,18,11,10,6,8,11,6,10,14,7,5,3,9,10,9,8,9,""
21,9,16,11,18,6,18,18,18,20,16,14,6,11,11,8,9,3,6,5,7,35,19,12,17,""
22,13,14,18,23,12,23,22,13,13,8,2,10,14,31,19,20,8,11,11,11,19,14,12,11,""
23,14,17,17,11,7,15,138,377,296,12,11,16,17,14,13,11,12,6,17,16,20,11,10,7,""
24,14,19,16,9,10,20,14,11,16,12,12,10,7,5,11,14,8,20,19,18,16,28,14,13,""
25,11,13,23,26,17,14,24,17,17,16,15,14,10,9,11,12,9,9,10,11,14,21,10,15,""
26,9,14,13,12,12,20,17,20,13,9,11,11,15,13,9,8,11,8,6,10,19,11,13,10,""
27,4,7,12,7,11,11,30,22,24,11,10,16,4,7,11,5,10,8,17,14,18,21,11,7,""
28,11,12,13,9,13,13,11,8,7,7,9,5,4,7,6,7,30,8,10,12,14,7,6,15,""
29,15,6,7,11,14,7,10,6,6,5,12,6,7,4,5,4,7,9,3,9,11,11,8,12,""
30,11,10,11,7,8,6,11,13,11,10,8,16,15,3,16,11,9,9,17,14,15,18,14,8,""
31,14,9,7,14,17,13,14,8,9,13,14,18,7,5,12,7,2,13,12,6,7,15,13,6,""
[E]hza,"}}el~f{}aIphaff'jfd"
