oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,100,102,101,096,102,118,094,105,093,086,000,083,069,065,061,084,043,069,069,088,087,103,078,098
02,091,092,114,107,123,084,102,109,098,068,064,073,065,074,079,049,062,077,088,079,101,074,093,092
03,048,097,000,128,109,110,000,082,000,082,098,066,064,060,055,048,046,079,071,065,088,073,085,098
04,108,113,111,119,137,117,119,121,101,120,107,097,084,072,084,075,046,086,060,070,082,082,092,109
05,095,104,089,112,096,107,096,086,083,089,088,080,088,079,076,069,075,079,091,083,105,107,101,104
06,111,113,112,136,135,132,084,025,000,000,008,067,071,060,065,075,071,086,066,083,087,103,095,120
07,000,125,117,104,118,085,106,086,093,092,000,075,066,080,069,063,063,085,082,065,062,089,083,091
08,083,090,080,084,078,095,082,079,077,072,075,059,068,056,054,066,052,057,057,059,064,059,065,093
09,079,112,099,101,096,079,091,060,078,074,069,050,055,047,063,053,058,066,069,054,078,068,064,069
10,054,076,102,121,096,082,081,075,073,080,071,064,069,078,057,052,055,062,060,066,000,070,083,101
11,094,083,082,093,106,098,071,060,073,072,056,067,071,000,062,057,061,075,070,081,073,070,095,094
12,079,095,097,094,111,081,085,074,073,074,060,052,055,060,052,056,058,050,052,063,064,079,076,000
13,079,096,099,092,087,083,054,067,085,055,085,064,058,064,075,061,048,061,067,065,072,060,085,096
14,081,100,080,086,089,085,077,063,077,064,077,078,072,063,064,064,067,053,059,071,070,086,083,082
15,089,103,099,094,094,083,083,091,064,083,072,077,075,071,057,050,070,059,066,054,074,053,081,075
16,100,101,101,105,087,106,068,077,064,067,076,069,082,068,060,056,047,072,062,079,065,082,072,077
17,085,075,071,077,082,085,071,073,073,076,062,049,058,051,053,050,049,066,057,060,050,062,066,080
18,071,062,078,084,075,083,064,067,065,056,060,061,062,057,048,064,053,064,070,058,089,050,050,068
19,077,104,108,101,101,084,085,069,068,090,069,045,050,053,054,047,055,055,068,084,072,067,067,084
20,074,078,094,111,088,091,084,066,074,053,050,047,055,043,057,043,000,059,071,074,076,060,066,068
21,068,081,077,099,112,079,064,073,075,052,063,056,064,041,044,051,041,058,045,061,051,061,066,068
22,068,062,095,079,077,084,074,075,071,062,054,070,047,059,047,042,057,065,057,068,073,075,075,061
23,074,081,088,090,097,096,076,065,074,070,061,060,056,069,052,063,061,075,060,063,080,070,084,096
24,102,102,087,108,132,098,077,082,088,072,074,072,076,081,077,070,071,081,081,086,073,084,093,093
25,095,081,092,086,116,111,089,098,093,081,071,061,079,061,055,066,068,065,067,076,072,081,098,093
26,081,087,094,095,109,103,067,064,066,079,073,066,087,082,075,046,071,079,077,071,085,074,110,088
27,090,089,104,107,114,096,085,085,083,085,090,092,079,063,063,071,069,060,079,083,071,081,068,079
28,077,067,099,087,091,086,072,071,061,068,059,073,058,053,039,047,048,063,058,072,060,069,076,082
29,079,086,095,092,093,068,064,063,050,054,069,066,055,064,051,075,056,052,066,080,074,079,085,086
30,090,095,092,103,115,111,117,097,108,101,099,096,081,072,085,075,064,080,060,079,067,078,083,080
31,091,093,082,086,105,121,113,091,112,113,097,087,076,079,077,065,074,049,056,062,061,057,088,057
