oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,48,58,45,54,42,71,50,56,52,74,90,46,75,47,72,68,58,70,93,100,81,78,54,36,""
02,52,45,53,49,48,39,65,70,103,122,123,104,105,113,101,85,95,89,101,87,84,86,52,34,""
03,43,37,54,55,54,61,53,49,86,107,98,79,74,99,95,101,86,93,115,113,104,78,62,64,""
04,56,46,47,59,66,61,66,78,110,130,99,87,74,95,85,77,92,107,103,100,95,64,63,63,""
05,51,50,62,90,80,78,58,72,67,46,27,78,29,35,3,61,93,92,113,94,87,56,22,13,""
06,11,3,2,2,1,20,32,59,28,22,18,9,30,67,47,74,98,99,112,85,85,88,76,42,""
07,57,56,60,57,62,73,60,44,99,84,59,92,67,45,72,116,92,102,112,105,82,73,72,46,""
08,40,41,33,34,18,14,1,6,2,0,0,0,0,7,9,19,40,58,79,45,83,66,70,54,""
09,60,47,51,56,41,57,66,82,102,117,124,107,91,114,109,84,85,89,78,78,73,69,54,52,""
10,57,61,57,60,82,72,63,77,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,43,88,117,130,118,78,95,68,63,92,97,111,87,96,77,79,57,45,""
12,34,25,36,16,78,45,115,-1,-1,3,49,41,58,38,26,32,124,91,21,34,10,26,34,15,""
13,39,-1,-1,-1,-1,-1,-1,-1,39,50,48,32,57,101,103,112,85,93,97,111,79,77,63,44,""
14,43,56,59,73,65,70,65,82,95,135,127,103,93,104,-1,-1,-1,93,108,74,89,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,104,95,89,-1,117,-1,77,95,68,68,54,44,""
16,16,16,9,33,-1,47,28,23,46,93,119,101,82,91,111,133,86,95,120,96,97,66,36,53,""
17,56,49,63,74,86,81,103,92,126,157,130,121,109,99,66,76,74,76,86,86,78,79,64,55,""
18,56,55,67,78,82,57,81,49,110,93,119,109,104,71,75,85,94,89,95,82,84,54,50,59,""
19,57,58,59,68,56,77,69,89,100,115,130,108,115,100,117,93,110,99,110,101,91,69,56,73,""
20,47,72,66,77,69,62,62,79,96,109,107,111,104,120,104,104,90,77,68,95,93,79,57,63,""
21,46,55,64,64,52,77,76,85,99,112,97,83,102,115,115,110,89,100,96,98,91,62,88,73,""
22,93,74,80,70,64,70,82,78,90,130,116,121,102,131,110,120,83,97,84,81,89,72,44,38,""
23,53,62,75,58,76,54,61,74,80,88,101,83,82,87,77,55,58,46,41,45,36,37,34,38,""
24,36,36,49,48,70,57,70,82,126,138,119,132,121,117,74,59,67,57,49,56,56,54,39,33,""
25,29,35,38,51,34,38,42,81,92,124,117,111,113,125,82,52,57,69,66,66,66,64,56,52,""
26,46,38,51,51,58,63,61,75,118,125,119,116,99,110,104,89,85,67,64,74,47,65,42,52,""
27,47,53,62,66,43,69,81,86,116,114,101,98,91,127,86,91,87,79,90,81,75,40,24,39,""
28,60,106,77,80,53,62,58,89,89,111,114,107,96,102,97,90,93,73,74,81,71,69,44,43,""
29,55,34,48,50,54,44,46,55,99,103,110,88,54,7,22,60,65,81,84,82,76,47,47,49,""
30,39,58,59,62,87,56,56,81,108,119,113,95,105,101,86,72,70,53,65,66,84,76,59,61,""
31,43,53,47,46,53,49,88,86,111,121,110,111,71,64,57,53,71,73,55,62,57,56,43,53,""
