oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,94,85,79,80,79,50,27,34,35,30,30,28,36,28,22,27,17,18,13,24,28,44,71,50,""
02,72,58,77,67,64,58,42,53,27,30,36,23,33,27,27,23,22,25,19,21,36,41,48,59,""
03,83,86,61,71,79,56,33,38,32,35,27,32,24,35,25,13,17,13,19,33,37,46,49,48,""
04,64,68,60,59,69,78,56,54,40,33,18,27,25,17,23,16,12,10,20,33,34,50,47,61,""
05,54,50,74,67,62,48,38,38,35,32,22,22,29,32,24,20,21,17,31,35,36,55,47,58,""
06,74,76,75,58,56,62,36,32,38,39,40,28,23,47,40,43,30,19,31,34,33,38,38,56,""
07,77,64,71,71,61,63,34,25,25,34,21,21,18,18,17,14,16,18,19,15,20,27,53,50,""
08,66,64,61,68,68,55,51,38,31,33,26,25,20,17,20,18,13,17,18,18,29,32,48,60,""
09,66,72,70,83,74,64,31,34,33,31,26,21,19,23,27,24,27,16,20,18,28,39,55,52,""
10,70,75,80,64,70,36,22,25,24,28,26,26,23,20,23,21,20,20,19,20,25,47,39,58,""
11,66,69,57,62,60,54,51,42,23,29,29,22,23,16,22,17,16,14,18,17,38,42,45,57,""
12,77,74,70,64,66,63,59,26,21,32,23,19,25,32,19,23,17,27,25,24,33,39,51,45,""
13,64,74,67,65,56,44,21,23,24,29,20,29,37,53,26,37,21,19,25,13,38,46,45,51,""
14,64,57,71,67,61,61,39,25,33,20,33,27,20,27,22,17,17,14,14,19,32,41,48,56,""
15,55,77,69,69,63,43,22,13,19,23,18,17,11,17,16,17,20,11,14,25,36,47,54,53,""
16,76,77,67,57,75,50,27,23,27,19,25,21,14,23,19,24,12,11,18,25,26,34,59,53,""
17,71,67,81,83,76,59,35,24,38,27,23,25,17,19,15,22,21,17,7,15,51,57,59,55,""
18,53,66,60,60,57,61,51,26,27,21,23,20,21,19,21,21,12,18,16,19,25,45,56,50,""
19,61,78,74,72,82,22,36,31,26,20,28,30,16,19,42,41,11,20,16,15,21,41,61,63,""
20,73,71,72,95,68,55,22,32,32,23,21,33,41,30,25,25,25,25,32,40,36,37,61,45,""
21,58,80,73,99,70,72,51,14,32,24,19,28,17,34,21,21,24,12,14,28,21,43,43,53,""
22,61,71,81,71,72,62,66,36,34,30,40,24,39,36,15,12,20,21,14,20,19,30,33,28,""
23,25,24,32,39,71,48,61,39,33,39,37,36,30,22,16,35,25,24,26,17,24,43,49,67,""
24,79,72,80,74,66,60,34,23,21,24,24,31,18,22,17,19,17,15,21,37,31,61,39,58,""
25,71,68,82,71,82,66,36,26,27,24,19,17,25,23,36,17,15,20,22,23,34,53,50,44,""
26,50,61,71,59,68,61,35,19,30,36,31,29,29,21,16,22,16,15,18,21,19,30,30,39,""
27,34,75,75,95,74,61,45,31,43,28,30,47,46,37,45,30,32,25,25,27,45,37,43,36,""
28,55,58,76,74,71,62,43,25,22,23,16,17,20,20,12,20,14,11,18,29,40,36,47,58,""
29,50,62,65,68,64,43,30,27,26,23,24,19,16,13,13,14,9,17,12,17,29,40,48,65,""
30,63,67,87,64,70,47,31,31,31,23,19,14,20,19,18,14,21,13,11,20,17,37,55,56,""
31,65,69,65,77,63,67,69,41,22,33,16,16,24,29,19,13,13,15,18,23,22,39,60,43,""
