oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2,1,""
04,1,0,1,2,1,2,2,1,1,1,1,0,5,1,1,1,1,2,1,3,3,2,2,1,""
05,2,2,2,1,2,0,2,4,3,0,1,1,5,2,1,4,3,1,2,2,1,3,3,3,""
06,1,2,0,1,2,1,2,4,1,2,2,1,2,3,2,0,1,0,0,0,0,0,0,1,""
07,0,0,3,0,0,0,1,5,1,0,2,0,1,2,0,0,1,0,2,0,0,2,0,1,""
08,1,2,0,2,2,1,0,1,2,0,3,1,0,1,0,5,2,0,2,1,0,1,1,1,""
09,1,1,0,1,1,4,5,3,2,2,8,4,2,3,2,5,4,2,3,2,2,2,1,3,""
10,3,2,2,0,6,2,4,1,0,2,0,8,5,2,3,5,7,2,1,1,2,4,1,2,""
11,2,3,1,2,1,3,4,1,2,0,1,2,6,1,2,3,2,1,0,2,4,5,2,3,""
12,5,2,2,4,2,5,3,5,4,7,2,3,1,4,2,7,5,2,4,4,3,3,1,3,""
13,0,1,5,2,3,2,0,1,1,1,1,1,5,1,0,0,2,1,1,1,2,0,0,0,""
14,2,0,0,1,0,1,3,2,1,0,1,1,2,0,2,2,0,0,0,0,0,0,0,1,""
15,1,0,0,1,2,3,3,1,1,2,3,1,2,2,5,2,2,1,2,1,2,2,0,1,""
16,4,1,0,0,3,1,2,3,2,2,3,0,1,6,2,0,0,0,1,1,1,2,0,0,""
17,0,0,0,0,0,1,1,3,1,2,0,0,2,2,4,2,0,4,2,1,1,2,1,2,""
18,1,0,2,1,3,3,1,3,0,1,2,1,3,1,2,2,0,9,0,1,7,5,8,3,""
19,7,12,10,12,13,7,13,5,3,0,2,2,1,2,4,2,8,7,6,10,6,8,9,12,""
20,13,9,9,9,4,8,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
21,0,0,0,0,0,0,1,4,5,0,0,0,1,2,1,0,3,0,1,1,8,1,2,2,""
22,2,6,3,7,8,4,2,6,3,3,3,0,3,2,2,3,7,8,2,2,6,2,1,8,""
23,5,6,3,4,10,5,7,6,6,8,0,2,3,4,0,0,0,1,0,0,1,1,3,2,""
24,4,5,1,9,15,6,4,0,0,0,0,3,0,1,0,0,0,0,1,1,3,2,2,3,""
25,4,6,5,3,4,7,9,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,""
26,0,0,0,0,0,0,0,10,11,7,2,2,5,0,1,4,2,5,4,2,8,7,6,10,""
27,9,8,14,5,2,10,3,3,4,2,2,3,0,1,0,0,0,0,3,0,0,0,3,1,""
28,0,1,5,21,5,4,13,0,0,0,0,0,0,4,3,5,2,4,1,4,13,12,13,30,""
29,20,6,5,14,20,3,12,8,2,2,10,1,4,5,4,5,7,17,10,13,23,31,27,22,""
30,23,19,30,0,24,19,24,19,20,16,4,6,16,1,9,9,12,6,13,9,13,32,15,36,""
31,37,32,31,36,25,26,26,21,21,5,1,1,2,1,1,1,0,2,2,5,8,11,8,12,""
