oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,26,18,21,21,19,16,27,27,23,39,32,26,18,16,24,12,11,11,18,19,17,20,18,""
02,18,23,28,26,15,22,21,30,30,21,32,29,30,19,20,18,24,11,21,15,16,14,23,8,""
03,10,6,4,0,1,1,0,2,0,24,33,29,19,19,2,0,0,1,14,12,15,17,16,22,""
04,24,19,21,13,23,20,33,32,25,35,38,26,22,1,0,0,0,0,5,10,15,9,19,15,""
05,19,24,18,20,22,29,26,23,22,26,36,24,24,16,20,18,20,12,14,11,12,9,9,28,""
06,26,16,24,20,19,21,15,21,18,8,0,0,3,13,15,16,14,12,14,12,8,11,12,0,""
07,1,0,0,0,0,1,0,0,0,0,10,24,20,22,17,21,14,20,10,10,13,12,0,0,""
08,0,0,0,0,0,0,0,0,0,0,4,26,22,14,18,7,12,15,10,11,9,2,0,1,""
09,0,0,0,0,0,0,0,0,0,0,6,16,23,14,21,13,13,10,8,13,15,1,1,3,""
10,1,0,0,0,0,1,0,1,0,0,2,7,12,12,8,14,19,11,12,10,7,14,11,2,""
11,3,3,3,5,4,3,5,2,0,4,8,13,19,18,12,15,19,15,13,10,12,9,11,3,""
12,0,1,0,3,3,3,7,7,10,18,25,23,19,9,7,18,10,13,10,13,10,19,12,19,""
13,23,21,16,12,19,8,16,9,19,17,16,24,20,15,15,11,12,9,18,8,10,15,21,15,""
14,18,23,20,14,11,20,23,12,16,13,16,24,19,16,9,12,19,10,16,4,12,11,22,20,""
15,14,24,13,17,23,27,32,28,7,15,13,20,17,14,13,10,7,5,8,5,14,13,9,10,""
16,2,0,1,0,1,1,0,0,7,15,15,19,15,13,16,4,-1,-1,-1,-1,4,7,11,15,""
17,21,16,14,11,15,14,7,14,13,23,16,21,22,14,11,12,10,12,9,6,9,9,10,19,""
18,15,17,17,15,15,27,16,19,18,20,13,17,19,18,14,12,10,15,15,6,24,16,6,0,""
19,0,0,1,0,0,0,0,1,0,2,5,17,13,16,15,9,13,8,7,7,7,6,14,17,""
20,17,25,13,14,9,8,0,0,0,6,10,11,-1,-1,-1,-1,2,35,10,11,3,0,0,0,""
21,0,1,0,0,1,1,0,0,0,0,0,5,12,21,20,12,12,12,10,27,2,2,0,0,""
22,0,0,2,1,1,1,1,0,0,0,5,20,20,16,7,12,10,7,7,14,10,9,14,5,""
23,2,4,5,4,2,10,18,13,12,15,18,16,6,11,11,11,7,12,16,21,7,12,19,11,""
24,9,15,10,15,12,12,14,13,8,19,15,15,10,10,13,8,8,10,7,3,12,12,6,10,""
25,231,15,16,19,15,18,13,13,23,22,23,20,57,27,39,8,3,10,9,9,27,11,15,13,""
26,28,80,84,9,21,15,9,10,20,11,24,23,11,12,5,1,15,7,12,6,12,18,10,21,""
27,33,15,4,1,1,3,0,1,0,1,1,18,14,13,13,13,9,3,12,7,7,2,1,2,""
28,0,0,0,1,2,1,0,0,0,0,0,12,20,12,16,17,6,134,7,18,7,2,1,1,""
29,1,1,0,0,0,1,0,0,0,0,1,15,15,17,12,1,0,4,17,19,14,9,1,2,""
30,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,0,5,1,127,10,14,11,16,23,59,102,""
31,6,2,5,1,0,0,0,0,0,46,41,13,7,10,0,0,0,16,24,8,81,134,40,1,""
[E]fjf,"pkhIndh`e'jfd"
