dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,68,82,100,93,94,77,62,57,58,49,43,28,33,31,40,35,24,24,40,33,38,42,55,61,""
02,77,103,116,112,99,95,80,72,57,53,43,50,35,37,46,16,22,22,27,31,67,56,61,66,""
03,83,107,97,93,92,93,73,46,-1,50,36,47,41,38,33,27,29,25,24,-1,-1,43,58,62,""
04,110,107,109,109,124,97,72,62,66,54,50,40,62,35,41,30,32,22,32,38,39,43,66,93,""
05,74,120,114,115,93,111,62,64,54,49,42,53,38,41,30,40,21,24,-1,25,38,51,69,73,""
06,85,114,106,102,105,104,76,60,55,57,52,40,38,44,36,34,27,24,24,32,-1,63,68,73,""
07,80,108,87,106,99,98,70,56,64,57,36,63,50,37,42,26,22,22,17,-1,36,65,65,79,""
08,113,98,93,91,118,101,78,70,45,51,36,30,38,28,30,23,25,15,30,24,33,59,70,77,""
09,108,117,104,130,139,97,82,75,66,48,40,37,49,26,29,22,-1,23,31,26,51,64,88,110,""
10,143,156,136,123,146,131,88,66,77,57,50,39,42,33,36,28,23,25,23,28,48,88,78,99,""
11,172,152,157,141,158,104,88,90,78,62,36,47,46,27,33,22,14,14,35,54,-1,122,123,165,""
12,224,198,174,158,152,130,138,113,86,64,72,34,40,46,35,26,31,33,39,61,78,99,176,227,""
13,281,284,269,237,209,178,144,117,110,91,60,52,49,37,27,26,29,37,65,69,80,151,164,207,""
14,263,262,214,199,168,137,114,75,83,68,48,37,38,37,34,26,24,21,18,30,64,63,81,90,""
15,140,113,123,106,94,77,63,62,48,47,43,37,29,45,24,26,24,23,21,21,42,37,49,61,""
16,87,85,95,90,108,85,69,52,55,40,32,38,35,43,36,31,24,17,14,24,31,56,-1,-1,""
17,75,71,81,87,75,76,60,54,39,44,46,28,45,39,32,26,23,26,31,27,38,26,38,43,""
18,70,80,80,78,107,79,64,48,65,66,55,48,47,32,36,25,23,23,16,23,16,24,35,48,""
19,61,64,72,75,63,81,80,66,42,44,40,43,37,30,34,23,24,23,22,25,24,37,58,62,""
20,82,73,60,71,87,63,64,63,28,46,37,47,31,19,33,35,22,24,24,15,24,33,40,57,""
21,72,86,94,82,98,57,75,53,48,47,-1,-1,-1,-1,-1,-1,-1,27,19,29,30,39,57,68,""
22,65,78,81,82,98,71,75,82,79,59,44,31,44,35,31,22,21,22,24,27,28,42,53,52,""
23,87,77,71,93,98,75,54,60,63,49,44,33,36,35,26,20,20,16,22,20,34,34,45,64,""
24,61,77,73,74,81,63,61,53,35,32,25,30,30,34,29,14,18,16,19,27,27,37,47,40,""
25,63,84,83,78,86,75,68,73,64,47,31,36,33,36,28,-1,-1,23,21,14,40,42,50,52,""
26,69,75,76,98,100,97,82,71,55,34,36,39,-1,33,17,14,26,21,17,20,-1,32,44,51,""
27,62,60,89,90,81,65,53,44,35,38,36,34,32,-1,-1,19,23,16,16,16,33,-1,37,46,""
28,69,84,61,73,78,63,64,61,59,46,33,41,44,-1,16,-1,26,24,-1,26,31,34,45,56,""
29,51,-1,77,55,-1,55,62,52,40,44,40,29,36,26,18,16,14,19,10,23,-1,36,50,70,""
30,79,84,85,93,89,66,68,64,56,44,42,34,33,36,-1,-1,19,24,17,20,29,26,44,60,""
31,53,67,88,68,68,72,80,68,55,36,45,41,35,35,28,26,26,18,22,36,24,-1,-1,-1,""
