dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,-1,1,2,2,2,1,7,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,""
03,40,39,51,54,49,35,57,44,79,40,40,37,28,17,29,17,23,28,30,41,46,27,29,10,""
04,10,10,14,15,17,8,17,13,10,15,9,5,6,9,7,3,3,5,18,35,27,107,88,0,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,""
07,-1,15,59,84,74,92,101,140,332,617,150,31,90,29,23,72,42,30,35,43,36,46,45,45,""
08,32,37,61,48,46,56,57,59,37,106,18,46,28,17,21,15,24,25,50,34,45,47,31,24,""
09,42,32,35,40,39,43,43,35,45,38,30,37,31,26,32,24,20,26,36,42,40,56,103,40,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,""
11,44,52,63,79,70,71,59,67,49,48,49,51,18,36,68,28,28,30,37,104,30,-1,-1,0,""
12,51,55,133,129,126,125,108,127,118,122,97,56,64,89,65,47,31,48,65,108,198,109,162,156,""
13,111,135,177,195,208,200,173,126,130,115,78,52,34,27,22,16,26,34,54,85,130,139,161,186,""
14,151,153,174,161,176,118,109,94,54,19,33,27,12,20,11,18,10,17,31,64,38,57,53,35,""
15,25,24,31,28,32,33,26,23,64,145,11,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,""
18,5,4,10,10,8,7,8,5,15,14,5,9,4,8,3,7,15,3,1,16,6,17,15,3,""
19,9,4,6,8,6,6,8,4,5,8,7,22,39,36,31,20,47,24,31,39,47,54,39,35,""
20,43,53,44,55,49,54,46,55,86,114,49,103,44,35,44,36,38,49,44,32,42,38,31,9,""
21,-1,-1,17,37,45,39,59,50,66,31,63,46,49,42,37,30,37,30,35,69,45,35,31,38,""
22,49,49,62,52,52,53,57,42,46,38,38,47,37,31,29,22,30,33,23,28,39,31,27,32,""
23,30,30,32,33,38,32,32,54,103,131,48,40,34,29,21,21,37,40,35,28,36,36,37,29,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,""
25,45,44,50,44,51,55,62,59,62,63,54,57,65,35,30,29,22,31,6,19,17,33,77,564,""
26,64,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,""
28,5,6,10,19,4,10,16,9,129,158,6,12,11,32,4,8,11,-1,-1,-1,-1,-1,-1,0,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,36,31,29,29,17,25,32,46,30,38,""
30,324,41,47,52,147,63,41,48,64,49,173,182,36,309,61,23,44,29,31,27,35,36,34,31,""
31,36,31,48,45,37,28,38,41,43,52,37,45,34,28,29,20,17,23,27,26,24,30,4,0,""
