dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,2,-1,-1,1,-1,1,3,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
02,-1,-1,-1,-1,-1,-1,1,-1,37,93,-1,-1,-1,5,2,-1,-1,-1,-1,-1,75,101,-1,0,""
03,-1,-1,-1,-1,-1,-1,-1,517,280,173,96,105,114,112,107,114,98,62,17,11,29,53,43,37,""
04,41,44,36,18,19,18,27,24,45,46,91,113,132,44,2,-1,8,2,4,21,95,1,2,19,""
05,40,-1,-1,1,1,-1,-1,619,648,839,675,171,36,32,43,31,33,25,37,23,30,27,36,38,""
06,63,47,52,45,54,55,53,47,39,26,50,68,70,73,64,72,84,296,60,20,17,18,12,15,""
07,15,21,20,18,22,29,22,60,64,71,48,16,15,23,18,16,16,10,8,2,6,3,3,7,""
08,9,11,25,20,4,10,11,10,6,6,5,6,2,4,1,5,3,6,41,13,3,7,6,5,""
09,32,9,17,22,30,21,30,19,18,9,16,14,12,41,30,7,6,4,4,5,12,4,9,8,""
10,8,12,18,24,29,27,38,18,17,14,10,29,21,11,10,16,18,14,-1,6,15,15,13,9,""
11,18,10,12,36,26,38,38,42,17,17,20,5,15,19,19,6,9,12,7,4,13,8,12,12,""
12,4,8,10,1,-1,-1,-1,-1,-1,-1,2,13,13,16,10,12,20,20,8,15,20,11,17,20,""
13,10,21,11,15,30,30,46,32,14,5,2,3,4,3,6,4,8,8,3,9,6,11,14,28,""
14,13,12,17,5,24,15,27,37,26,26,19,6,6,7,5,5,5,2,4,9,8,6,7,25,""
15,9,7,7,7,10,11,18,16,13,1,17,5,6,13,4,4,4,5,2,1,4,1,2,6,""
16,5,7,10,12,5,18,11,7,10,14,18,11,11,1,6,1,1,5,4,2,4,1,4,3,""
17,1,8,2,5,11,4,17,19,18,19,16,7,9,5,6,4,6,105,57,1,3,2,4,12,""
18,8,9,11,8,7,8,3,9,26,7,8,14,15,10,16,18,16,9,3,1,3,2,6,10,""
19,10,16,16,7,19,25,13,11,6,2,15,10,8,6,8,15,11,4,3,3,4,1,3,6,""
20,4,4,7,6,10,13,24,11,30,15,21,16,12,12,11,5,10,5,6,4,4,3,5,4,""
21,3,1,6,4,6,8,7,5,4,4,4,9,27,3,5,1,2,1,1,2,2,5,3,2,""
22,-1,2,2,2,6,8,7,6,1,4,10,3,5,-1,2,3,7,-1,4,1,2,6,3,5,""
23,3,2,5,6,11,9,10,6,7,7,1,4,5,15,3,58,257,32,6,28,245,54,53,2,""
24,2,5,6,38,8,11,12,6,11,13,5,7,2,-1,3,3,3,-1,-1,-1,-1,-1,-1,0,""
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,4,3,4,5,4,""
27,3,5,1,9,3,2,4,3,-1,2,6,1,2,4,2,3,1,6,1,1,6,8,8,10,""
28,12,18,19,20,16,25,14,19,16,3,-1,4,1,3,2,4,1,4,8,-1,2,4,3,2,""
29,1,3,4,1,3,6,5,6,6,4,24,1,5,6,8,13,11,5,3,7,7,9,7,9,""
30,14,15,11,17,16,24,16,21,14,11,9,11,13,21,12,8,12,16,6,34,15,18,8,16,""
31,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
[E]cal}{`jbIyhj`o`j'lm,""
