dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,29,20,27,23,31,24,25,32,21,20,29,17,19,20,10,8,10,12,23,19,29,22,19,24,""
02,23,29,23,34,32,33,26,26,25,26,28,25,22,25,22,47,35,31,22,14,31,21,10,19,""
03,20,23,25,19,27,20,35,18,22,17,20,4,5,24,176,110,83,115,161,278,416,62,82,39,""
04,82,122,46,107,167,51,128,294,116,524,240,336,494,416,522,260,143,311,350,186,60,66,46,28,""
05,33,37,33,40,82,37,36,71,36,44,32,37,23,26,17,33,126,247,32,40,43,55,62,32,""
06,31,36,40,37,49,45,48,36,91,50,78,30,70,95,108,55,54,41,45,47,126,160,253,343,""
07,53,64,62,30,32,41,46,27,71,59,45,38,96,71,29,170,69,64,46,61,198,135,49,38,""
08,41,57,56,42,57,42,44,67,53,46,39,34,54,52,51,24,13,53,16,22,29,29,28,14,""
09,26,23,28,30,25,25,17,17,20,19,22,13,21,17,24,8,11,12,11,21,23,23,25,21,""
10,21,37,38,19,34,29,20,22,23,25,22,19,16,14,22,18,10,13,22,19,34,30,41,28,""
11,35,35,37,36,36,29,32,15,23,23,34,17,19,20,18,13,22,21,29,40,48,63,44,51,""
12,51,57,49,53,45,50,48,46,28,36,23,17,17,16,8,8,11,19,20,43,82,89,90,118,""
13,117,106,172,150,106,90,80,76,64,47,31,28,21,161,11,17,16,47,53,83,115,112,130,143,""
14,137,141,110,116,106,75,67,70,65,57,28,14,13,20,17,37,13,18,21,26,43,59,36,40,""
15,39,41,41,29,33,24,30,19,23,26,13,27,19,14,46,290,28,9,18,22,19,17,29,23,""
16,21,22,19,22,20,23,26,24,25,23,21,24,20,22,12,15,12,14,16,16,17,19,19,20,""
17,19,16,29,33,15,21,39,27,19,13,18,10,16,23,14,10,19,17,14,136,113,47,17,15,""
18,17,20,27,26,21,27,19,19,26,19,15,26,12,12,18,10,7,12,20,12,16,15,17,23,""
19,342,368,253,117,40,298,245,125,18,20,14,10,15,14,8,12,14,8,14,14,13,18,14,12,""
20,19,15,21,16,15,14,24,28,17,18,13,23,10,18,11,25,161,21,16,12,13,10,33,25,""
21,16,20,17,19,22,26,19,27,15,15,18,19,17,21,12,9,13,23,16,20,19,26,28,20,""
22,20,22,24,21,21,20,24,17,21,23,22,23,17,17,17,8,10,12,15,12,28,23,18,20,""
23,20,19,22,18,19,15,16,15,23,18,19,20,14,27,14,16,11,12,10,15,13,19,14,17,""
24,17,24,24,17,23,21,20,20,19,30,22,29,26,13,14,19,8,13,21,14,17,20,15,15,""
25,22,29,20,14,14,23,20,19,28,24,12,21,19,24,11,15,17,14,22,14,19,15,13,13,""
26,13,19,17,13,17,26,16,16,12,31,17,20,18,20,15,8,10,13,11,17,19,21,14,12,""
27,17,17,25,21,28,18,19,18,19,18,20,17,18,12,11,7,13,14,12,13,14,18,20,16,""
28,16,25,26,18,20,16,21,26,14,17,19,8,13,14,11,12,8,8,7,9,13,11,6,7,""
29,11,12,20,14,8,9,2,-1,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,-1,-1,1,-1,1,""
30,1,-1,3,1,2,1,2,-1,-1,1,2,-1,1,1,-1,1,9,50,10,12,15,18,17,12,""
31,17,9,18,16,18,15,15,12,18,19,18,20,13,12,5,10,13,8,11,17,19,7,11,1,""
[E]hza,"}}el~f{}aIphaff'jfd"
