dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,9,18,10,16,15,17,20,15,10,3,17,5,9,1,2,1,2,1,2,2,10,14,19,""
02,6,5,4,4,8,11,10,5,5,5,1,9,6,2,6,8,1,4,1,2,4,6,3,11,""
03,6,6,5,9,7,9,7,8,5,9,12,5,8,2,2,4,4,4,1,2,3,6,-1,0,""
04,2,6,4,1,7,4,6,5,4,4,6,1,8,1,2,5,4,2,1,3,1,4,3,4,""
05,2,5,5,11,5,6,8,4,7,3,4,1,3,7,7,4,3,2,2,2,3,2,7,2,""
06,7,4,6,3,8,9,15,19,19,8,11,3,10,3,3,4,3,4,3,1,1,4,8,13,""
07,5,8,8,12,6,6,-1,-1,-1,-1,-1,-1,3,7,9,3,6,6,4,7,2,4,6,6,""
08,9,6,4,6,15,8,12,9,6,2,1,3,4,5,5,7,3,3,3,3,3,3,3,8,""
09,12,9,8,6,7,11,12,8,5,2,5,6,5,8,6,5,6,-1,2,3,3,4,8,5,""
10,12,15,15,10,11,10,5,4,2,6,1,6,9,3,1,3,-1,1,3,3,8,8,4,8,""
11,9,6,10,13,23,14,21,21,14,8,6,3,3,5,4,-1,4,3,2,2,6,12,21,24,""
12,24,46,52,58,47,43,36,14,21,1,-1,-1,-1,4,2,4,4,2,2,7,17,18,21,38,""
13,52,69,65,87,87,76,35,30,12,5,9,7,3,3,5,3,-1,4,8,13,14,30,36,39,""
14,43,73,46,85,85,66,38,28,19,9,4,8,4,4,5,2,7,5,7,2,5,8,12,15,""
15,22,10,11,8,15,9,9,10,2,3,1,31,57,1,4,4,8,3,3,5,3,3,8,11,""
16,6,8,9,7,7,3,14,3,11,3,6,8,3,5,7,8,1,5,17,5,2,4,7,8,""
17,11,4,5,1,8,12,18,36,6,5,3,5,1,3,1,2,4,2,2,1,6,4,3,4,""
18,5,4,1,7,3,6,2,5,3,3,4,5,10,4,3,1,1,4,7,5,5,12,2,6,""
19,6,1,4,3,3,9,10,10,9,10,11,6,2,5,11,11,5,8,2,4,7,4,6,6,""
20,7,5,12,8,12,12,11,14,19,10,7,10,40,6,7,1,9,3,4,4,3,5,4,6,""
21,7,6,9,2,10,7,17,13,18,-1,-1,198,15,14,7,1,2,3,-1,4,2,4,4,7,""
22,7,11,8,4,4,10,12,9,3,9,4,12,8,5,7,6,-1,-1,4,5,3,3,6,9,""
23,6,5,10,5,13,10,7,4,10,8,9,9,7,6,6,2,3,6,18,8,5,8,5,9,""
24,12,8,5,10,8,14,13,26,13,14,9,42,107,25,3,10,5,4,5,6,9,11,7,13,""
25,12,15,8,9,13,14,15,4,17,8,11,8,8,7,5,5,4,7,9,6,4,6,6,9,""
26,10,6,19,13,11,13,20,21,37,20,21,11,11,14,9,18,13,13,2,2,10,7,8,15,""
27,11,10,12,10,14,7,18,2,35,26,25,12,12,10,3,6,11,5,5,12,63,16,30,32,""
28,24,18,27,35,23,21,21,28,39,40,40,21,20,14,16,10,19,28,22,14,7,13,23,14,""
29,10,13,14,13,7,6,14,12,16,16,10,13,21,3,5,3,1,5,3,2,4,2,10,4,""
30,8,3,2,8,10,5,16,12,19,9,7,12,4,10,4,3,4,5,3,-1,3,6,9,8,""
31,5,6,4,6,8,12,9,4,4,9,9,9,6,5,5,4,1,1,4,1,6,7,5,1,""
[E]chjx,"lzVdfeglIf{hgnl'o{"
