dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,55,73,69,78,87,92,77,78,70,74,62,85,72,68,83,68,45,61,58,64,59,60,60,59,""
02,59,80,76,66,88,79,76,74,78,77,71,67,82,66,60,68,55,40,40,38,30,46,41,54,""
03,56,41,57,63,61,72,55,70,59,52,50,54,55,43,47,36,40,37,36,36,49,43,36,30,""
04,33,54,52,54,61,64,68,64,54,54,54,62,52,43,36,38,34,32,33,37,40,33,33,31,""
05,44,53,45,52,41,61,59,45,31,47,57,43,37,44,35,33,39,32,27,28,30,30,38,31,""
06,38,45,56,55,53,78,61,67,59,47,62,39,53,35,38,38,38,25,10,34,42,36,39,41,""
07,41,59,44,51,70,51,70,72,57,47,53,39,48,50,58,43,37,36,43,45,48,40,42,39,""
08,46,39,45,46,55,64,59,64,53,55,5,6,30,43,33,43,28,39,26,40,51,33,43,44,""
09,33,52,46,55,68,67,64,75,51,38,52,33,42,37,49,54,45,30,40,53,48,56,58,45,""
10,37,43,46,70,67,90,85,85,66,55,54,38,53,49,46,44,37,35,47,70,56,50,48,58,""
11,38,46,50,56,78,78,90,102,71,43,47,40,50,54,48,41,48,49,63,62,78,49,55,65,""
12,52,63,65,66,87,101,110,108,91,46,53,56,40,51,39,38,34,64,84,90,96,83,91,85,""
13,82,81,74,70,96,150,139,172,101,57,23,52,47,36,39,47,38,48,67,106,125,146,167,130,""
14,121,107,94,108,118,142,121,124,91,63,42,50,44,50,38,40,38,37,38,42,45,78,52,51,""
15,42,47,55,48,63,67,66,58,54,50,45,36,44,32,29,34,26,38,40,33,38,36,24,30,""
16,52,57,46,51,51,58,59,60,47,42,49,46,43,37,39,36,40,28,16,37,36,25,33,38,""
17,36,39,49,46,49,52,57,40,38,33,32,41,40,31,46,37,37,35,14,16,26,33,29,38,""
18,31,35,37,37,49,54,58,59,45,37,29,34,40,39,34,31,35,29,27,31,30,27,30,44,""
19,35,42,50,47,51,56,55,42,42,44,44,32,40,42,47,43,26,25,33,30,27,25,26,45,""
20,32,44,46,47,40,49,49,51,42,38,28,39,29,35,30,28,22,11,11,11,21,20,30,19,""
21,28,29,46,38,39,43,43,46,49,34,36,47,37,34,32,30,34,-1,6,23,41,39,34,34,""
22,39,41,47,61,37,71,48,43,47,58,42,57,39,51,41,35,28,29,32,23,23,27,22,30,""
23,23,35,27,40,43,37,38,32,38,47,44,32,34,26,36,28,32,23,25,30,22,21,25,21,""
24,29,30,46,34,35,50,45,42,33,40,39,27,42,47,33,37,33,30,30,28,29,31,30,45,""
25,33,28,31,35,50,45,43,39,38,30,30,25,38,35,28,30,33,23,29,36,23,17,37,42,""
26,33,31,36,40,30,61,47,40,40,47,44,41,32,53,53,36,28,29,24,32,29,37,58,33,""
27,42,39,43,40,52,36,55,53,59,41,42,38,53,40,37,36,39,45,35,37,39,37,89,53,""
28,39,52,39,52,61,58,46,44,55,48,62,52,58,49,43,36,39,40,42,39,29,36,72,118,""
29,37,59,41,47,55,65,57,67,55,42,34,59,48,61,41,36,36,32,34,33,37,131,127,35,""
30,37,56,48,53,56,51,53,44,52,51,51,58,53,46,50,42,45,31,31,36,29,67,134,53,""
31,36,42,43,38,62,54,51,50,53,53,50,52,45,50,39,41,46,41,38,32,46,38,28,-1,""
