dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,160,192,201,216,209,191,220,205,226,188,166,154,165,188,176,151,126,112,123,143,166,155,142,160,""
02,156,181,173,225,194,215,210,213,224,183,213,155,205,185,179,171,149,144,136,131,118,104,93,114,""
03,118,170,196,178,205,171,162,173,171,211,187,183,171,156,136,136,112,138,130,147,120,117,96,99,""
04,126,144,145,189,186,198,213,197,195,204,192,172,147,144,145,134,125,104,119,129,123,103,114,102,""
05,132,125,159,200,201,211,187,211,198,225,185,190,163,171,114,143,117,137,122,154,122,116,99,84,""
06,124,129,174,204,198,202,218,201,227,224,211,196,181,248,179,175,173,140,176,127,133,118,85,92,""
07,123,146,159,208,199,211,184,188,202,235,168,135,146,150,159,135,150,130,135,137,165,131,128,124,""
08,138,144,188,221,223,258,188,240,188,182,179,164,129,151,138,117,104,122,114,148,175,137,112,121,""
09,123,164,172,197,225,237,214,261,194,216,201,203,211,155,145,125,83,97,105,124,120,127,111,109,""
10,106,125,159,209,184,197,184,215,256,203,165,131,155,126,113,124,111,118,149,146,166,168,128,111,""
11,103,165,205,256,234,251,249,269,250,262,168,155,151,169,136,120,113,144,165,171,191,217,234,198,""
12,101,160,214,256,234,254,255,266,245,255,178,163,157,199,149,89,69,84,92,180,218,244,180,216,""
13,190,241,326,368,363,309,306,314,308,253,202,157,145,123,115,119,108,137,179,214,278,339,290,256,""
14,259,292,379,394,349,307,290,255,268,322,313,182,173,157,131,182,120,140,140,168,219,210,145,165,""
15,148,151,191,216,205,207,199,199,218,180,201,258,189,199,131,114,93,96,94,89,103,104,91,115,""
16,110,127,143,157,198,176,177,170,169,153,142,138,173,131,149,112,110,88,82,99,98,105,89,100,""
17,112,143,173,189,172,153,187,184,164,191,146,137,134,135,132,115,108,106,105,120,107,95,82,93,""
18,116,109,170,166,166,163,184,171,184,174,173,159,180,143,136,94,101,85,97,93,108,100,70,93,""
19,100,109,125,150,176,170,171,164,173,189,195,163,133,185,163,92,80,84,83,103,113,106,75,98,""
20,126,127,129,174,168,180,166,145,194,275,173,154,141,137,154,129,93,81,102,89,102,90,69,89,""
21,118,114,124,139,158,171,156,174,157,176,131,124,125,118,122,116,101,83,95,141,110,99,73,101,""
22,138,159,170,183,194,179,180,173,199,197,179,147,141,141,150,105,111,101,92,107,124,96,85,112,""
23,114,140,153,182,173,135,133,150,159,196,153,156,149,161,142,114,91,81,90,119,126,108,119,103,""
24,113,133,144,172,166,173,164,179,155,236,200,207,181,122,102,106,84,73,93,81,107,79,62,97,""
25,106,115,136,148,155,157,171,166,173,167,153,136,132,140,111,96,103,91,91,103,100,83,66,113,""
26,123,151,132,185,182,158,160,144,157,168,181,169,191,180,152,114,114,107,119,121,104,131,83,82,""
27,110,116,158,160,184,214,173,162,158,180,187,151,127,146,151,81,83,103,96,98,114,103,76,94,""
28,106,150,193,198,180,185,162,182,174,173,174,198,161,163,140,126,94,99,115,101,126,139,97,108,""
29,129,151,162,176,160,158,185,187,188,201,184,191,194,174,132,131,98,114,115,104,120,119,91,141,""
30,151,159,162,143,171,187,171,171,172,198,181,188,186,158,139,132,118,90,120,139,213,136,111,163,""
31,143,167,179,210,212,200,190,202,212,223,216,320,222,190,142,158,129,132,134,187,202,183,132,25,""
