dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,37,31,37,42,37,44,32,42,29,36,35,22,30,18,13,15,15,20,32,40,32,31,40,33,""
02,6,-1,21,36,51,43,41,34,31,45,31,29,35,32,24,27,20,27,18,28,34,49,44,30,""
03,46,27,31,42,37,33,46,44,27,43,22,28,19,19,22,8,15,24,16,33,38,47,36,35,""
04,35,31,42,38,33,33,37,37,33,25,25,37,27,20,19,12,16,17,15,28,36,47,34,42,""
05,25,30,37,6,-1,15,35,44,39,33,33,31,22,15,30,15,21,18,24,28,32,40,40,37,""
06,30,41,35,36,52,50,32,35,33,42,45,21,25,24,20,29,17,22,24,29,40,33,41,43,""
07,27,28,38,32,34,41,39,38,24,23,34,29,24,25,22,18,18,25,16,20,33,41,23,46,""
08,36,39,33,34,33,32,7,-1,18,32,36,21,21,32,22,24,19,18,33,20,43,46,34,44,""
09,31,33,34,31,44,35,38,37,37,34,30,28,16,25,28,21,23,21,25,39,29,57,54,57,""
10,44,33,34,38,42,39,48,49,44,43,36,23,19,15,20,18,16,19,25,40,58,52,68,65,""
11,45,43,46,37,50,38,43,44,46,7,-1,12,24,21,15,18,23,21,18,39,60,86,86,74,""
12,83,46,37,49,51,63,48,63,44,51,41,41,24,15,26,35,33,21,21,47,66,105,117,100,""
13,115,85,67,64,95,89,79,64,79,65,54,31,27,25,23,15,19,17,24,61,77,112,125,162,""
14,167,124,77,101,100,89,66,79,57,46,34,35,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,39,31,""
19,26,30,27,47,37,36,49,35,32,34,24,21,18,18,17,16,15,22,18,25,31,26,32,39,""
20,36,41,45,31,43,35,31,36,41,21,24,32,22,27,14,17,17,23,15,18,36,19,24,33,""
21,24,38,33,40,29,28,29,44,27,31,37,28,31,25,22,14,14,11,20,23,26,23,10,0,""
22,16,38,30,47,42,39,44,40,39,29,36,37,21,22,23,21,22,10,20,29,28,43,34,28,""
23,24,32,35,29,44,35,35,35,30,37,32,29,21,26,26,8,17,12,14,30,25,25,18,20,""
24,29,24,32,33,34,38,28,31,23,27,41,26,17,25,25,12,22,9,15,24,19,28,29,29,""
25,40,3,-1,17,36,29,35,24,39,35,38,41,40,27,23,22,15,20,13,24,25,29,27,33,""
26,22,25,35,37,33,35,52,37,36,27,28,30,29,30,21,16,17,15,20,27,27,33,33,33,""
27,29,23,36,38,37,38,24,31,31,28,24,32,32,30,16,20,12,13,21,20,16,31,25,25,""
28,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
