apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,114,116,60,171,88,561,327,606,296,336,641,607,620,653,757,487,339,284,267,394,456,577,850,""
02,916,868,813,864,752,729,282,413,199,397,216,322,465,622,286,63,481,83,6,9,6,7,45,24,""
03,11,8,6,7,15,29,91,142,259,294,86,240,130,155,43,50,63,430,708,550,322,51,249,390,""
04,494,552,498,109,258,476,571,727,494,640,613,564,531,265,99,94,111,142,148,231,292,762,733,826,""
05,812,835,767,649,639,636,244,759,662,589,626,595,644,651,544,371,81,42,59,47,50,66,72,54,""
06,106,26,40,41,44,30,54,5,8,22,28,18,41,212,174,21,9,12,7,9,4,19,17,12,""
07,2,1,20,110,56,100,159,202,56,46,22,6,25,22,22,12,24,17,29,16,7,9,20,12,""
08,6,6,5,2,-1,17,45,26,25,23,41,30,29,53,6,24,28,26,54,25,38,35,20,15,""
09,6,5,1,10,13,36,66,34,14,26,35,61,74,56,53,58,65,54,76,63,89,39,6,13,""
10,1,5,3,9,11,29,66,47,88,62,27,87,78,90,31,60,80,63,54,48,27,52,21,21,""
11,5,5,1,5,1,34,64,57,58,69,72,86,59,62,55,56,63,66,48,54,45,57,21,19,""
12,1,2,2,5,9,14,67,8,6,48,154,222,395,280,7,13,60,14,27,35,23,24,76,9,""
13,6,7,-1,7,12,37,57,18,14,5,-1,10,6,3,2,13,26,12,9,12,7,17,14,1,""
14,4,-1,1,1,5,16,30,11,2,1,7,2,-1,20,7,34,51,43,23,16,41,37,19,15,""
15,5,3,6,4,1,14,60,18,8,47,54,33,44,8,18,-1,-1,1,1,-1,1,1,-1,1,""
16,2,1,1,2,3,3,2,1,3,-1,-1,-1,2,-1,-1,-1,-1,1,-1,1,1,-1,1,3,""
17,3,3,2,1,2,-1,-1,1,3,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,2,-1,0,""
18,1,-1,2,-1,-1,-1,1,-1,2,-1,-1,1,2,-1,5,-1,2,-1,2,1,2,1,1,1,""
19,1,3,-1,1,1,-1,1,2,2,2,1,3,2,1,2,1,8,1,8,1,1,1,9,0,""
20,3,5,2,2,2,5,15,5,12,12,25,24,34,22,8,6,30,13,17,8,9,8,20,12,""
21,4,6,19,7,21,25,19,8,45,14,33,7,19,15,11,29,31,50,23,36,36,28,30,46,""
22,25,38,15,22,22,28,67,32,33,47,46,10,1,15,6,25,15,26,19,9,1,17,7,16,""
23,-1,10,1,-1,3,19,41,5,17,9,2,14,12,37,23,31,46,45,35,16,24,35,27,12,""
24,3,10,3,13,5,24,37,19,28,55,30,35,36,46,31,41,31,23,49,44,29,32,34,15,""
25,7,13,16,6,17,20,26,20,53,39,27,20,44,40,20,26,32,18,10,20,21,21,9,17,""
26,2,3,5,1,5,13,23,1,10,13,7,9,6,9,5,15,13,23,16,14,8,24,31,8,""
27,22,7,4,10,5,42,67,32,63,37,53,74,106,360,272,310,247,-1,-1,-1,-1,-1,-1,0,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
30,-1,-1,-1,-1,-1,-1,-1,-1,34,23,16,15,7,22,33,25,38,28,13,37,10,23,59,5,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
