feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,22,26,17,31,17,17,11,7,7,1,6,11,19,11,26,26,27,35,52,30,40,20,31,24
02,4,15,8,5,9,7,5,7,6,4,4,7,14,20,22,26,27,32,30,36,28,19,22,18
03,19,11,4,4,1,3,3,-1,2,6,11,6,22,26,26,32,36,36,31,33,32,37,36,34
04,23,14,6,6,5,7,2,2,4,9,4,9,12,31,23,38,32,42,52,36,41,35,37,12
05,39,15,23,18,16,13,7,-1,-1,-1,10,9,16,21,14,31,26,40,39,35,38,51,49,24
06,24,18,23,22,17,16,15,7,3,8,7,16,17,22,17,39,33,36,52,39,42,34,32,34
07,24,25,24,20,19,19,16,2,7,8,6,13,21,23,25,33,35,38,46,53,37,22,45,39
08,25,19,10,-1,-1,-1,2,4,3,9,9,9,17,9,12,25,36,39,36,32,32,31,32,34
09,20,32,24,23,11,11,2,6,4,5,6,7,16,28,32,23,34,51,35,25,47,25,34,43
10,15,12,7,12,11,5,14,-1,5,5,7,10,14,16,20,27,32,47,47,40,32,30,26,8
11,2,6,5,5,3,5,5,3,6,4,10,18,21,25,19,22,30,41,44,41,35,26,26,21
12,18,7,6,5,4,-1,4,2,5,5,2,10,13,19,30,23,32,31,49,43,27,22,27,31
13,21,12,8,14,3,6,2,10,-1,-1,5,11,27,25,32,9,30,23,20,18,27,30,35,18
14,35,26,17,11,6,13,5,-1,3,5,5,17,25,27,27,28,41,38,45,44,28,37,32,43
15,19,8,1,-1,-1,-1,-1,4,5,4,15,-1,13,28,28,19,19,30,31,27,24,23,29,16
16,21,24,14,8,-1,-1,-1,1,2,4,3,4,10,7,9,33,27,44,37,20,30,40,28,33
17,14,5,6,3,-1,-1,4,1,-1,-1,-1,-1,-1,26,23,17,18,31,20,40,30,34,28,25
18,16,15,21,10,8,8,6,3,7,3,4,9,15,26,22,25,32,39,29,30,40,36,24,4
19,4,12,10,5,4,-1,-1,4,1,3,2,11,13,31,31,26,34,44,31,36,39,22,20,14
20,13,26,16,16,12,9,-1,-1,1,4,3,8,16,26,28,36,24,25,29,46,37,38,19,14
21,27,24,19,22,-1,15,-1,6,3,7,7,8,14,13,27,24,37,52,39,56,37,32,49,39
22,35,16,7,8,-1,-1,9,9,1,6,5,18,17,23,41,31,28,36,41,52,26,36,42,27
23,36,4,-1,-1,1,4,7,-1,4,5,11,10,13,18,24,15,24,24,26,38,41,46,25,26
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,12,21,27,24,29,41,30,-1,-1,-1,-1,-1,-1,-1
25,9,7,11,4,-1,-1,-1,-1,3,5,1,5,18,16,33,35,33,41,24,22,29,16,14,15
26,11,11,11,7,-1,3,3,-1,1,5,8,12,17,42,22,30,25,22,32,28,24,16,12,12
27,26,21,15,14,18,7,6,-1,4,5,6,6,18,36,46,17,42,20,32,42,34,40,23,25
28,28,27,25,-1,-1,-1,-1,-1,-1,4,-1,6,16,31,39,27,31,61,56,35,44,36,50,39
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
