Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,2,1,3,3,3,3,5,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,3,7,4,1,1,-1,3,2,2,6,9,4,7,14,11,8,9,6,15,6,8,8,9
3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,5,5,6,14,15,8,13,10,11,15,14,11,9,14
4,1,-1,2,-1,3,1,-1,1,9,2,-1,1,6,10,10,14,7,6,9,13,12,2,2,1
5,5,3,2,-1,2,-1,-1,-1,-1,-1,-1,1,3,1,9,15,8,13,14,15,12,12,7,5
6,-1,-1,6,2,-1,2,3,2,-1,3,-1,7,6,9,12,8,15,10,10,8,5,8,11,9
7,5,1,2,2,1,-1,-1,1,-1,1,1,3,3,3,7,11,12,14,9,9,12,9,16,8
8,6,1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,9,8,6,9,16,11,9,11
9,-1,1,-1,-1,-1,-1,1,1,2,-1,-1,2,5,9,10,-1,-1,6,1,8,13,9,-1,2
10,1,1,-1,2,-1,-1,2,-1,-1,-1,1,-1,3,2,3,10,8,5,6,11,15,-1,6,-1,-1
11,-1,6,5,-1,-1,-1,1,-1,-1,-1,1,1,8,2,1,-1,-1,2,3,1,-1,4,3,2
12,6,5,7,8,1,-1,1,-1,-1,-1,-1,5,2,9,7,1,2,3,4,-1,11,20,5,3
13,4,8,3,1,-1,-1,-1,-1,3,3,-1,1,5,15,10,14,7,21,25,15,24,15,9,5
14,1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,3,1,9,7,10,10,16,17,21,14,12,8,13
15,4,2,-1,-1,-1,-1,-1,-1,2,2,6,5,5,10,6,10,5,3,14,14,7,9,8,10
16,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,3,-1,7,9,9,7,11,9,5,14,9
17,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,4,1,4,-1,-1,4,12,12,2,-1,5,4
18,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,3,3,5,6,6,5,10,6
19,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,-1,8,3,5,-1,-1,1,1,2,1,-1,-1,-1,-1
20,3,9,1,2,-1,1,5,2,6,6,1,1,2,1,2,9,3,5,8,7,7,7,9,7
21,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,-1,8,8,14,4,7,5,8,2,-1,-1
22,4,9,6,2,7,3,6,3,8,4,4,5,5,7,8,-1,2,-1,5,3,6,2,9,6
23,9,8,3,4,2,2,3,2,3,10,6,13,5,5,4,9,11,12,16,8,7,8,7,11
24,1,10,-1,-1,-1,5,4,2,1,1,4,2,6,3,9,-1,1,2,5,8,9,8,10,5
25,-1,4,-1,5,-1,-1,-1,-1,9,2,-1,2,-1,-1,-1,6,8,9,5,5,16,6,5,11
26,-1,2,1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,7,-1,8,-1,5,11,4,8,-1,-1,-1
27,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,-1,-1,3,4,-1,-1,8,5,10,-1,-1,-1
28,-1,-1,-1,-1,-1,-1,1,3,1,1,6,2,2,5,-1,-1,7,-1,-1,10,5,6,2,4
29,2,2,-1,-1,-1,-1,1,-1,3,-1,6,-1,4,2,4,4,2,4,5,2,3,3,5,4
30,-1,2,-1,-1,-1,7,2,2,4,2,-1,6,4,2,7,-1,-1,-1,-1,7,-1,-1,-1,-1,-1
31,2,1,4,2,6,-1,7,5,3,2,3,3,1,4,1,7,6,3,3,6,6,2,-1,1
