Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,17,13,9,6,10,6,5,7,4,8,5,11,21,45,48,66,62,69,64,53,44,26,19,29
2,15,-1,-1,3,2,-1,3,2,3,2,2,7,6,27,30,59,73,59,48,42,34,27,29,28
3,9,-1,-1,6,1,4,2,3,2,-1,6,5,15,22,16,27,38,39,25,13,20,14,17,6
4,7,-1,3,4,1,3,4,2,-1,-1,5,5,9,9,26,23,21,26,9,20,16,17,13,12
5,11,8,3,2,2,4,2,2,3,1,2,7,10,16,23,27,22,27,12,13,15,12,23,16
6,1,2,7,16,10,4,2,2,2,3,3,5,14,19,14,28,31,9,2,-1,1,-1,4,2
7,17,6,8,5,5,6,3,3,3,-1,1,2,5,-1,18,20,16,29,15,27,15,10,16,16
8,7,6,8,2,2,2,3,-1,2,7,2,9,10,17,19,27,24,15,17,26,9,8,9,18
9,12,6,7,-1,-1,2,2,2,1,3,5,12,10,11,21,23,25,14,12,11,13,16,7,19
10,17,8,3,5,2,6,2,2,2,3,4,8,16,19,31,31,15,27,14,25,14,10,23,15
11,20,13,8,3,6,6,5,2,3,5,4,14,26,33,38,30,25,22,21,8,9,20,18,16
12,37,33,25,26,16,21,12,8,4,8,10,18,19,42,52,54,57,50,43,56,56,55,52,51
13,29,25,19,13,15,5,4,1,3,3,3,14,18,27,39,62,73,43,32,38,34,36,49,37
14,14,17,11,9,8,6,2,1,8,4,12,8,15,27,35,44,44,47,23,27,17,18,20,27
15,15,12,6,2,2,-1,-1,-1,2,1,2,2,5,6,8,27,30,14,20,16,14,19,15,14
16,8,1,6,8,9,4,4,4,2,3,-1,5,4,12,20,4,9,8,8,9,7,7,15,14
17,5,2,12,11,6,10,4,3,4,8,3,10,14,18,19,20,20,16,20,20,18,16,17,16
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,19,15,15,17,14,-1,-1,-1,-1
19,-1,13,6,4,9,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,9,10,17,6,5,3,1,4,3,7,3,8,17,22,16,-1,-1,-1,-1,-1,-1,-1,-1,16
21,12,11,10,9,5,10,5,5,3,6,10,9,13,21,15,23,22,40,17,18,16,16,15,18
22,21,9,11,7,14,6,6,5,5,5,2,7,23,19,24,26,30,30,26,29,26,18,21,17
23,-1,17,12,6,9,7,4,6,10,5,8,14,9,25,32,36,23,20,18,28,28,20,28,18
24,16,13,1,6,5,5,5,5,5,4,3,14,17,21,15,53,40,10,1,4,2,5,5,11
25,23,13,12,6,9,6,11,-1,6,4,4,15,12,18,14,22,25,16,13,28,20,32,25,19
26,12,9,7,4,10,9,6,4,1,2,5,9,19,14,24,33,21,29,26,24,21,32,21,23
27,16,11,11,4,7,2,5,5,5,-1,-1,7,21,22,20,18,23,30,30,32,32,30,35,25
28,22,19,13,19,5,5,7,6,2,5,11,20,23,24,24,25,24,28,21,26,23,24,31,21
29,16,25,17,10,9,12,5,11,5,8,8,11,20,30,34,52,33,39,32,42,33,29,31,21
30,21,15,15,8,7,5,13,9,4,-1,16,14,14,26,27,45,34,40,33,43,31,31,4,7
31,6,1,1,7,6,10,3,7,3,10,16,22,24,28,48,33,28,20,29,13,22,17,25,1
