Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,3,13,48,3,11,2,5,1,2,-1,-1,3,2,2,1,7,8,-1,1,-1,6,-1,-1
2,1,1,1,4,-1,13,15,4,-1,-1,12,6,9,57,30,14,6,21,2,-1,1,1,-1,-1,-1
3,-1,8,16,18,7,5,1,2,2,4,3,1,2,6,2,3,2,2,-1,-1,2,-1,-1,7
4,16,220,63,21,2,10,7,14,7,9,10,4,4,1,4,6,-1,3,1,1,-1,1,2,3
5,1,2,1,9,1,15,6,9,22,43,63,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,3,-1,6,1,13,5,2,1,5,11,10,4,20,8,6,1,1,1,-1,-1,-1,-1,6
7,1,-1,1,3,4,8,14,2,1,1,9,24,23,37,16,1,1,1,4,-1,-1,1,-1,-1,-1
8,1,-1,1,1,1,2,3,-1,6,4,3,2,8,12,11,-1,1,1,3,1,-1,1,-1,-1,-1
9,-1,1,-1,1,3,2,4,1,5,1,2,1,7,6,15,29,-1,1,-1,1,-1,4,2,-1,-1
10,2,-1,1,4,1,2,2,3,-1,1,5,4,1,3,3,3,-1,2,-1,-1,1,6,1,7
11,18,19,3,1,2,8,-1,3,-1,5,11,10,5,5,2,8,3,3,2,1,-1,9,2,10
12,13,3,4,7,3,6,2,2,13,1,4,7,-1,3,2,3,1,5,1,2,1,6,3,13
13,3,3,2,8,17,18,10,22,16,31,34,49,21,22,12,6,2,-1,-1,-1,-1,1,3,3
14,-1,2,3,3,12,5,20,8,12,17,7,33,18,53,17,2,3,3,4,11,2,2,2,5
15,2,2,2,2,2,10,6,4,17,29,9,7,13,15,27,3,3,-1,2,1,-1,2,3,2
16,2,1,2,3,1,5,7,5,11,12,15,12,5,16,6,5,-1,2,2,1,-1,2,1,13
17,6,3,1,14,12,28,18,7,5,-1,2,-1,-1,2,2,1,1,2,-1,-1,1,2,1,-1,-1
18,1,1,-1,18,43,48,11,13,20,11,7,7,7,9,13,16,9,9,4,3,3,7,5,37
19,11,17,4,8,60,11,4,2,-1,7,34,47,9,8,4,7,-1,3,-1,-1,3,-1,2,10
20,1,10,7,22,64,62,15,11,3,11,12,9,19,14,22,28,-1,1,2,-1,2,2,-1,2
21,4,2,6,14,19,31,18,29,54,64,18,29,35,62,27,5,2,3,2,1,3,1,1,-1,-1
22,2,3,12,11,-1,1,1,-1,-1,-1,-1,1,-1,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1
23,-1,-1,-1,2,6,13,2,5,1,6,12,19,11,15,7,8,1,1,1,1,1,4,1,7
24,2,2,1,4,5,2,-1,6,7,1,14,5,3,4,11,32,3,12,3,2,2,2,1,6
25,3,1,3,1,6,11,2,7,4,1,14,14,29,53,19,16,10,14,4,-1,-1,10,4,57
26,3,15,6,8,4,12,2,12,3,2,-1,2,2,2,2,1,1,2,-1,-1,-1,1,1,8
27,-1,1,-1,2,39,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,6,1,3,4,20,48,14,6,-1,2,5,7,2,7,5,-1,2,2,1,4,3,2,3,3
29,3,4,5,10,7,16,14,10,6,16,4,1,3,2,3,1,1,2,2,1,2,3,1,3
30,-1,7,4,8,12,1,13,12,6,12,31,25,4,10,9,8,1,2,1,2,-1,7,1,7
31,-1,4,11,5,5,13,6,9,6,7,12,18,6,11,14,14,2,2,-1,3,-1,4,-1,-1,-1
