Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,17,25,17,16,7,14,6,6,9,8,3,9,15,25,36,46,65,55,37,45,45,39,29,14
2,26,21,17,16,16,14,12,13,2,11,8,13,23,60,51,46,60,46,42,50,48,39,47,38
3,23,11,14,19,22,15,15,19,5,2,8,9,25,24,34,46,61,54,37,62,58,52,34,35
4,38,21,35,15,17,14,10,15,8,12,9,11,18,30,30,52,52,63,46,65,47,29,42,27
5,16,13,25,15,17,19,6,7,9,8,8,4,10,20,25,43,38,45,40,40,50,47,59,42
6,13,18,16,12,18,7,13,9,10,9,5,8,20,15,22,38,34,51,39,29,35,27,16,24
7,25,15,12,11,13,11,8,27,11,13,32,-1,17,23,32,22,22,52,46,40,30,28,31,35
8,16,7,10,9,7,6,6,2,5,6,5,9,15,13,16,34,27,41,22,31,29,30,18,20
9,13,8,11,12,16,12,6,8,5,8,6,30,17,12,23,19,27,40,32,27,33,27,26,22
10,21,21,13,11,11,12,8,5,8,7,9,11,8,10,17,18,18,36,28,44,36,30,29,23
11,25,27,13,7,5,8,13,10,12,2,4,11,11,13,19,26,42,45,32,29,32,30,23,21
12,-1,-1,-1,-1,-1,11,3,10,7,7,6,14,22,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,33,23,19,21,8,16,5,-1,-1,-1,-1,14,7,22,27,33,60,69,73,67,77,60,50,48
14,23,21,17,13,17,10,11,7,8,10,17,8,16,19,23,29,28,30,37,45,36,33,21,37
15,26,19,15,18,12,14,7,5,5,10,9,18,16,19,27,26,40,38,51,50,58,41,37,17
16,27,16,22,13,11,8,8,9,10,7,10,11,17,24,22,33,39,41,24,33,30,34,37,26
17,18,9,12,15,16,9,11,8,4,9,8,10,19,26,30,22,39,54,42,37,30,18,21,24
18,22,19,25,23,17,18,9,14,9,9,7,5,16,22,18,33,27,28,28,26,31,36,22,33
19,18,15,19,20,18,12,6,8,9,8,9,6,19,23,21,19,21,32,35,40,30,26,17,26
20,14,16,9,12,13,15,10,10,6,7,7,7,13,8,17,47,29,33,27,32,18,27,23,22
21,20,9,12,4,12,6,4,9,12,4,4,18,9,19,16,17,31,22,25,27,20,16,17,16
22,21,12,22,24,18,15,13,9,6,10,5,15,15,20,29,25,26,20,29,28,33,32,33,19
23,12,8,7,10,19,17,13,13,7,8,6,10,15,21,32,23,27,29,27,19,28,21,16,10
24,22,13,9,11,15,15,15,7,14,18,11,8,11,23,26,42,48,38,41,38,38,27,35,12
25,21,9,16,17,11,11,5,9,10,11,6,13,14,14,17,25,36,40,27,25,21,17,19,16
26,28,16,20,16,16,19,19,23,6,6,8,14,17,22,14,26,29,43,32,30,34,35,30,25
27,25,27,14,15,22,14,16,12,10,11,3,8,15,22,25,20,26,31,22,29,21,27,34,21
28,18,16,6,19,13,19,13,6,9,8,8,12,14,18,13,33,27,39,33,26,41,28,22,27
29,23,23,19,5,19,15,7,9,14,5,8,6,9,20,21,16,29,30,44,36,45,33,28,18
30,18,22,13,21,22,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,36,32,27,14,24,35,31,20
31,19,13,15,17,15,11,10,9,8,10,11,9,14,23,16,-1,-1,-1,-1,-1,-1,-1,26,21
