Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,15,43,34,31,45,42,56,29,18,48,13,10,9,15,2,2,1,-1,5,1,1,4,12,23
2,29,43,69,99,19,21,12,46,43,29,27,6,16,26,33,13,1,1,-1,4,2,4,83,68
3,20,25,20,56,10,25,57,10,31,122,83,85,43,7,-1,1,3,-1,2,2,7,6,7,91
4,143,161,48,49,53,69,50,59,39,19,14,45,26,18,11,28,9,7,27,30,25,22,17,42
5,101,26,45,16,130,50,37,22,30,14,10,13,3,-1,-1,-1,-1,3,3,3,-1,5,16,2
6,70,94,105,41,116,172,119,114,36,10,6,10,10,3,4,3,3,5,5,20,46,12,12,22
7,22,13,8,20,10,19,60,100,66,56,51,7,11,6,5,4,11,3,1,1,3,19,40,61
8,61,72,40,54,101,96,88,82,48,25,16,11,12,10,13,6,1,7,3,10,7,18,20,30
9,27,40,25,43,40,27,76,83,74,122,45,78,94,24,37,28,16,11,5,8,30,32,64,39
10,24,15,21,35,45,25,15,33,39,43,22,13,16,18,45,5,3,12,3,7,7,15,22,40
11,66,120,83,105,111,62,97,108,106,43,25,23,27,19,25,25,29,20,13,22,50,54,109,104
12,86,38,36,29,31,34,42,60,53,67,76,85,88,65,25,28,25,18,20,13,15,12,9,18
13,18,17,7,14,9,16,35,33,34,8,14,9,16,13,6,6,1,3,10,11,3,5,6,3
14,7,2,1,5,18,4,11,9,16,23,12,14,8,3,10,4,3,1,5,2,2,5,28,-1,-1
15,33,31,15,20,20,33,17,47,30,24,7,15,5,4,6,7,5,6,3,5,8,54,49,113
16,156,79,49,72,105,148,129,96,90,27,16,14,16,5,1,2,2,-1,4,1,3,3,4,7
17,1,10,15,20,7,11,33,50,25,54,12,2,4,5,2,2,1,2,6,4,1,4,7,17
18,80,32,36,84,15,75,38,18,118,39,19,6,15,17,27,15,7,5,2,5,1,4,1,10
19,4,-1,1,3,12,6,11,11,14,6,4,4,3,4,-1,1,3,2,2,2,7,42,31,20
20,9,12,13,27,16,34,35,43,35,33,8,32,38,18,29,5,2,5,2,12,4,-1,7,2
21,13,10,56,46,19,7,45,55,28,14,3,4,2,2,1,2,1,2,3,4,2,2,36,34
22,88,57,59,24,48,26,52,66,33,35,22,1,3,6,3,2,4,3,2,4,-1,6,7,30
23,44,70,57,73,66,17,122,131,95,14,14,3,4,2,-1,1,3,5,1,2,4,1,3,6
24,4,13,20,13,26,21,34,32,15,16,3,7,6,2,3,3,2,2,3,2,4,7,5,27
25,36,14,22,6,9,61,48,58,56,20,4,4,6,3,3,23,7,1,3,2,8,1,2,2
26,4,10,29,20,9,10,12,21,32,12,6,5,6,3,2,6,-1,1,2,1,2,3,12,5
27,9,13,24,21,5,18,22,30,13,10,3,6,3,5,4,4,3,3,5,5,3,4,4,-1,-1
28,2,11,14,1,7,4,4,6,3,15,11,14,9,4,8,2,1,1,1,-1,2,3,1,2
29,2,7,3,9,18,23,42,71,63,12,10,4,7,3,5,21,2,1,2,-1,-1,3,13,8
30,38,8,7,6,13,10,12,19,27,13,6,6,3,2,3,2,3,1,3,2,2,2,2,2
31,19,15,20,45,6,12,20,9,8,3,5,6,7,5,-1,-1,3,3,4,2,-1,-1,2,9
