Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,9,36,67,67,104,20,11,15,10,16,98,45,44,13,106,71,81,113,59,24,59,14,6,5
2,4,17,12,32,21,35,76,57,138,121,92,59,115,38,51,23,102,72,33,166,222,103,94,138
3,44,180,154,146,163,123,145,126,134,87,140,117,101,45,65,82,88,75,84,31,45,35,19,125
4,27,28,26,49,53,11,9,-1,2,7,21,7,9,7,18,10,16,207,215,220,89,67,56,119
5,15,87,85,78,24,21,23,9,36,58,110,12,10,24,38,152,178,171,56,63,115,30,39,116
6,26,100,34,23,28,11,11,-1,17,9,253,226,123,79,83,137,149,114,68,45,27,22,44,63
7,6,70,57,54,69,74,63,6,102,47,58,6,42,154,366,414,152,199,132,32,80,83,117,140
8,117,136,132,142,156,98,33,87,84,91,67,28,18,32,74,102,54,45,82,118,163,39,53,107
9,49,93,144,127,28,115,144,60,121,122,125,126,115,36,74,59,75,77,70,32,74,50,80,77
10,42,67,60,43,35,23,77,18,38,62,128,22,57,7,25,36,81,127,242,272,143,119,52,157
11,31,144,154,209,137,94,160,74,150,190,253,221,172,57,87,63,50,162,243,189,105,63,170,196
12,71,182,216,224,149,113,101,105,115,134,216,58,51,37,64,82,148,126,143,91,36,36,73,148
13,78,134,108,138,136,92,46,27,27,119,78,17,13,9,80,251,300,219,58,93,205,135,66,79
14,42,100,54,53,45,76,81,-1,42,151,205,54,89,110,178,119,176,155,63,222,234,104,37,42
15,100,32,154,159,46,5,-1,17,2,38,24,31,2,3,103,99,83,93,112,73,79,59,3,16
16,2,68,87,49,17,78,88,87,86,138,110,149,63,103,119,84,69,70,34,7,174,122,108,101
17,23,51,77,73,82,125,48,96,32,41,60,25,7,-1,-1,135,276,173,84,171,159,121,151,154
18,3,95,102,158,63,71,153,54,88,122,118,71,94,72,61,70,44,296,247,53,75,-1,16,52
19,1,88,45,42,39,86,44,52,49,91,88,55,82,74,80,46,30,90,36,5,40,19,3,32
20,2,16,43,29,65,58,21,19,55,42,56,16,24,8,27,63,20,76,33,6,50,7,9,10
21,16,10,19,5,22,11,31,4,17,25,44,-1,11,52,81,13,18,23,15,6,8,11,1,-1,-1
22,-1,13,8,-1,4,2,3,1,4,1,7,15,2,2,22,3,10,12,5,8,21,9,-1,3
23,-1,12,8,10,5,13,6,10,16,41,12,24,15,5,27,8,22,19,10,12,19,42,54,35
24,11,24,24,57,8,29,65,56,36,83,138,24,46,23,81,47,118,58,51,37,24,77,34,37
25,10,55,45,10,26,21,50,29,27,48,74,34,5,5,110,84,136,157,238,184,153,23,81,62
26,57,104,76,49,42,71,107,84,46,76,147,90,100,114,41,64,100,85,91,58,104,54,12,62
27,26,80,100,81,110,66,105,147,56,67,141,44,104,84,39,89,67,130,82,47,25,-1,7,15
28,4,99,120,61,162,54,95,9,53,103,94,21,94,108,66,35,68,109,42,14,63,58,99,74
29,44,19,29,117,97,26,6,17,14,52,71,89,27,19,63,24,87,154,166,107,65,186,50,21
30,104,131,41,97,44,51,113,16,41,81,156,43,118,66,120,49,47,39,49,56,57,87,109,9
31,-1,9,2,14,4,10,4,16,54,94,126,51,44,33,117,128,129,132,19,49,41,82,-1,89
