Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,9,20,19,21,8,15,10,19,25,29,50,53,47,36,17,35,27,22,33,23,29,17,19,15
2,14,13,52,149,200,280,250,97,41,14,27,27,76,61,45,20,32,36,19,15,11,5,13,19
3,5,3,1,3,2,3,2,5,7,12,6,14,25,12,13,11,7,10,3,8,5,5,1,4
4,3,2,4,4,2,4,10,27,19,18,14,23,40,27,26,16,31,126,104,31,13,14,11,23
5,14,37,24,35,29,51,58,80,19,65,26,53,35,14,20,36,50,18,24,15,51,78,113,59
6,49,34,14,-1,3,7,8,5,4,9,12,15,21,22,132,104,132,53,37,10,11,1,-1,-1,-1
7,5,44,13,14,28,59,25,39,34,25,35,42,43,50,59,28,52,48,44,25,24,33,41,23
8,9,11,20,9,15,23,16,34,18,31,52,18,17,20,9,16,10,16,21,39,36,126,235,228
9,122,193,148,33,18,24,13,1,7,11,17,12,34,73,32,72,65,37,11,5,8,8,13,37
10,50,7,2,5,6,7,6,8,3,10,16,18,18,6,17,12,12,12,6,7,9,7,9,8
11,11,2,3,4,5,6,11,4,5,11,18,13,20,17,26,33,24,96,104,24,15,11,9,22
12,26,18,26,26,26,18,18,10,9,24,61,11,59,74,19,20,20,23,25,18,22,41,44,47
13,39,62,84,51,33,28,15,15,5,16,25,21,28,11,9,11,19,15,10,9,17,12,14,4
14,4,10,10,5,6,5,9,7,7,10,12,16,12,17,23,23,17,25,25,20,13,26,51,46
15,43,21,39,19,1,8,7,7,4,8,24,13,23,19,20,33,12,10,12,11,32,20,27,23
16,9,9,9,14,3,8,4,7,7,10,8,13,20,15,5,15,12,15,10,11,18,11,12,3
17,1,13,4,9,4,6,8,7,8,9,16,21,27,12,13,12,8,4,9,7,10,6,10,11
18,15,10,1,9,9,5,53,17,26,59,40,75,44,50,34,30,47,86,69,36,28,45,49,51
19,63,44,19,11,8,5,11,16,6,11,11,18,22,19,17,30,12,14,11,13,15,12,27,22
20,22,24,29,23,18,15,14,3,10,33,34,21,31,14,9,11,9,9,7,17,7,13,20,14
21,14,10,23,32,12,16,23,12,11,21,21,24,41,22,12,11,12,10,13,8,16,14,27,26
22,17,17,38,27,14,26,31,44,41,34,51,46,60,70,85,63,64,29,34,60,50,59,68,46
23,58,54,36,33,51,61,45,76,46,44,51,55,33,41,52,43,42,28,32,20,25,23,31,23
24,22,26,11,8,15,8,7,8,12,14,12,33,46,58,51,46,43,43,29,42,34,58,60,51
25,55,52,38,33,61,47,56,74,46,59,36,79,54,40,90,72,46,35,42,54,61,53,74,31
26,58,61,67,61,90,94,76,83,70,22,34,-1,-1,-1,-1,-1,-1,23,72,55,49,39,50,51
27,52,55,43,53,78,46,56,81,92,39,24,52,19,6,39,29,46,42,3,7,18,6,22,14
28,39,30,43,133,146,134,115,162,122,140,135,165,167,122,154,137,90,131,94,123,125,161,130,89
29,159,109,47,131,120,148,147,184,152,145,146,148,153,130,143,127,167,173,46,22,14,49,8,2
30,2,4,2,1,1,-1,7,4,6,6,1,10,2,6,1,20,6,7,7,4,15,9,47,4
31,-1,2,-1,-1,2,14,15,44,69,29,58,95,35,64,60,26,12,5,16,-1,1,2,-1,3
