Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,50,4,2,6,4,3,2,14,5,18,20,13,17,1,6,9,11,13,10,7,3,13,8,5
2,18,6,10,7,5,10,14,-1,-1,-1,-1,-1,-1,7,6,7,4,6,5,5,2,7,2,6
3,9,8,9,9,6,11,8,11,5,9,14,5,12,6,14,4,16,15,11,9,17,10,28,5
4,25,22,20,18,6,5,16,-1,-1,-1,19,-1,-1,-1,5,9,6,10,18,5,14,23,13,-1,-1
5,21,7,7,11,11,11,5,5,2,9,9,5,9,10,10,15,8,24,14,8,11,17,11,5
6,16,7,7,10,7,14,11,23,26,10,20,24,17,8,14,9,6,6,9,6,7,17,24,16
7,16,12,6,12,16,8,14,10,3,9,13,10,15,6,9,11,11,7,10,3,8,16,17,6
8,-1,19,-1,18,2,4,11,6,20,8,5,18,4,7,5,11,11,7,12,20,4,19,3,12
9,19,21,7,19,10,10,18,12,12,9,16,13,20,8,16,17,15,8,8,5,8,13,12,15
10,19,12,8,7,8,12,10,-1,-1,-1,-1,-1,-1,15,12,14,6,5,5,10,5,10,5,27
11,-1,-1,15,12,-1,-1,-1,-1,-1,3,6,5,12,12,16,20,20,22,10,8,4,11,7,12
12,21,11,17,22,23,17,-1,-1,-1,-1,-1,21,-1,-1,12,17,17,18,-1,-1,-1,-1,-1,-1,-1
13,-1,-1,1,10,2,3,5,-1,5,9,-1,-1,-1,-1,-1,-1,14,15,17,7,1,5,9,8
14,3,8,1,2,7,1,3,1,6,8,4,9,11,14,10,9,10,14,18,11,2,4,17,8
15,10,16,3,6,15,7,7,12,16,12,-1,-1,-1,-1,10,13,7,5,7,10,5,11,4,6
16,20,7,2,5,14,9,10,10,14,17,14,12,8,5,18,11,5,8,7,6,3,13,16,11
17,19,9,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,8,16,8,5,5,13,10,10
18,10,4,8,7,5,7,3,7,3,12,-1,-1,8,7,7,10,10,7,8,-1,4,7,7,13
19,13,6,7,9,6,3,4,5,5,5,10,9,8,8,6,2,6,3,-1,-1,-1,12,14,7
20,9,18,18,6,10,9,14,-1,-1,8,-1,-1,-1,-1,16,13,8,11,12,15,5,25,16,17
21,18,14,12,14,6,7,7,6,9,11,12,16,18,8,-1,-1,-1,-1,-1,12,8,8,9,13
22,10,7,8,8,-1,5,7,6,5,9,7,-1,-1,-1,9,11,11,15,13,10,2,15,7,11
23,-1,-1,8,11,4,-1,-1,-1,-1,-1,-1,-1,10,6,3,8,10,10,11,10,7,14,11,6
24,13,16,15,8,4,12,8,8,4,8,12,13,23,23,16,17,8,13,16,7,-1,-1,-1,-1,-1
25,-1,-1,5,11,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,5,4,7,12,5,1,9,12
26,-1,-1,-1,-1,-1,-1,9,3,6,-1,18,16,23,13,13,10,9,1,12,9,3,7,10,8
27,4,13,1,3,11,5,16,6,6,-1,-1,-1,8,3,9,5,7,9,6,7,3,10,5,3
28,13,2,7,5,-1,4,1,5,5,10,5,9,7,5,6,6,6,-1,5,3,6,7,7,1
29,13,10,-1,-1,-1,-1,13,7,10,13,23,11,17,10,7,1,1,9,-1,-1,-1,-1,-1,-1,-1
30,8,6,3,3,6,3,3,1,2,3,18,11,19,21,11,16,5,14,-1,-1,-1,-1,14,2
31,6,12,2,8,3,4,5,3,5,7,3,3,-1,-1,15,12,5,9,16,7,-1,-1,7,-1,-1
