nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,138,150,205,231,202,233,210,209,211,197,208,168,143,147,129,111,98,75,82,89,93,129,136,155
02,148,148,185,222,183,207,208,205,205,191,183,190,199,149,118,146,108,71,78,92,111,121,150,174
03,167,161,188,234,212,206,201,181,201,180,184,185,155,174,141,94,71,66,65,99,123,142,135,179
04,124,150,171,226,198,200,182,182,206,175,162,174,157,159,108,84,89,63,70,85,122,155,206,183
05,153,145,188,227,245,235,202,223,216,226,181,174,139,166,137,79,65,58,68,85,100,146,162,156
06,135,167,176,197,191,216,189,164,180,157,164,148,134,115,106,91,67,57,78,83,98,106,120,145
07,126,161,219,200,185,202,191,174,149,159,151,133,125,120,120,112,96,50,63,84,93,126,117,120
08,129,128,176,178,209,204,185,172,200,199,208,162,126,143,89,86,65,69,69,90,94,106,134,132
09,115,142,160,204,193,207,214,146,172,176,156,140,139,112,124,119,94,64,80,61,111,127,144,164
10,152,166,160,194,205,173,164,197,150,154,164,152,124,120,99,90,76,84,88,88,101,125,145,140
11,131,162,181,215,217,194,220,174,163,186,195,-1,-1,-1,114,111,98,75,79,111,115,153,150,140
12,150,178,208,233,231,251,227,210,249,-1,-1,-1,154,134,115,101,117,91,124,121,159,178,189,221
13,172,199,232,226,262,235,-1,-1,-1,-1,-1,165,133,127,101,73,69,76,69,81,93,140,162,191
14,151,160,191,168,219,202,202,191,210,210,193,198,217,165,105,73,73,68,73,98,82,124,181,176
15,159,124,169,220,220,224,188,178,201,187,186,168,149,167,133,125,104,76,80,112,100,136,152,156
16,194,184,192,215,233,240,225,213,188,181,200,170,157,147,105,100,89,78,74,80,93,138,147,190
17,191,186,216,253,281,231,234,254,229,210,153,157,128,142,106,92,72,61,63,68,92,104,138,134
18,138,174,187,190,196,196,198,208,205,180,197,185,122,136,108,93,78,88,66,98,102,109,132,161
19,173,138,184,211,216,238,209,216,218,200,165,125,133,138,116,95,100,64,69,80,102,122,115,151
20,159,183,212,210,235,222,228,230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206,171,161,124,122,107,83,88,85,90,120,162,145
22,139,147,196,193,235,229,221,175,162,189,185,154,149,112,98,68,85,69,89,77,102,120,138,130
23,148,197,175,192,226,222,219,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,101,108,139,150,164
24,171,169,170,232,232,264,241,246,211,201,167,137,130,127,95,112,123,95,83,93,93,122,147,153
25,172,196,221,261,245,241,231,223,218,219,180,146,148,130,111,108,104,83,97,93,110,116,144,141
26,131,189,207,224,244,236,234,223,189,177,177,157,148,152,128,113,105,71,85,83,102,157,158,190
27,199,177,180,223,219,227,258,251,231,179,202,152,156,131,106,111,89,64,65,84,102,147,147,199
28,159,170,175,207,226,224,212,210,219,175,145,127,146,145,118,90,104,79,90,84,108,139,126,131
29,156,179,150,196,211,214,220,189,162,201,182,150,140,141,104,90,84,71,79,97,117,128,152,148
30,160,176,207,239,246,263,235,212,193,153,172,177,199,132,141,117,99,86,79,84,115,19,-1,0
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
