nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,73,70,80,97,114,170,196,221,240,239,223,239,233,217,212,193,196,232,182,161,138,131,117,79
02,66,50,81,107,117,147,198,215,217,228,237,237,246,203,237,235,246,205,165,175,146,131,108,84
03,62,62,78,85,140,179,194,238,225,253,248,251,230,220,228,253,235,219,204,180,184,143,103,88
04,72,68,103,109,132,154,186,217,234,224,230,267,244,220,232,223,215,216,189,191,168,140,100,86
05,69,100,83,108,129,162,195,225,258,254,273,241,238,222,210,242,205,204,197,180,137,143,117,95
06,75,85,101,102,129,175,198,217,215,253,216,234,208,183,176,186,202,194,175,184,148,127,94,90
07,73,81,90,108,132,145,190,218,230,245,217,253,222,189,170,189,220,227,185,185,136,119,99,96
08,68,86,88,99,129,148,176,190,209,253,223,215,214,180,153,187,167,195,168,172,126,97,83,80
09,64,73,93,104,112,154,179,221,214,227,242,189,206,162,199,230,198,208,187,158,141,119,92,85
10,69,71,83,109,112,131,180,212,217,220,211,233,212,193,187,197,216,220,218,193,151,122,95,68
11,63,66,102,102,120,154,196,176,209,217,227,200,200,175,201,206,178,201,201,151,126,121,98,78
12,58,62,74,100,112,131,177,173,215,214,204,225,205,196,197,215,216,220,175,173,134,134,92,78
13,67,64,75,83,110,145,184,180,210,250,216,250,227,210,198,211,220,219,194,141,137,130,73,78
14,45,71,89,122,115,149,180,207,189,227,224,249,219,206,205,219,180,200,199,171,140,133,98,78
15,58,65,96,102,98,140,176,198,214,239,217,251,248,189,199,201,182,190,162,183,133,108,89,84
16,67,64,73,70,102,131,156,174,198,239,237,217,217,193,173,191,207,203,188,169,134,134,82,71
17,74,67,86,97,103,108,127,174,186,220,237,230,242,214,232,223,226,215,203,192,154,112,97,58
18,66,67,71,93,105,133,172,176,194,209,212,256,246,211,228,201,194,220,189,181,175,123,95,85
19,59,74,94,98,118,129,166,168,219,201,218,241,222,190,198,236,202,235,185,155,155,143,106,81
20,62,59,83,100,105,117,168,188,225,232,192,243,207,200,208,203,198,222,186,149,139,132,79,71
21,53,78,83,91,112,129,186,168,215,214,240,230,223,181,221,224,198,220,190,164,149,120,109,66
22,65,56,85,85,112,143,161,197,225,206,232,267,259,212,200,187,184,189,165,155,157,131,98,67
23,55,60,79,93,102,127,170,198,204,207,217,213,220,228,215,230,222,217,173,185,154,130,106,67
24,55,73,74,89,114,117,137,182,220,196,245,290,240,211,224,190,215,192,189,188,140,129,102,78
25,60,55,68,85,110,141,182,182,209,194,193,226,226,201,228,245,210,178,177,163,154,111,91,61
26,72,62,89,91,101,126,166,167,202,195,220,202,200,224,217,228,209,217,193,162,143,118,98,81
27,71,77,83,113,82,124,160,192,198,233,232,231,230,227,210,230,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,-1,-1,-1,-1,63,127,161,182,194,231,240,-1,-1,-1,-1,-1,-1,80,213,157,133,123,97,75
29,64,63,80,85,95,114,153,154,205,221,231,242,220,184,183,192,184,167,160,155,128,101,90,73
30,69,55,80,81,96,104,154,208,214,228,192,213,206,212,209,198,211,193,155,155,139,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
