aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,32,135,232,196,146,282,314,320,302,303,281,278,247,190,154,172,153,186,213,120,121,83,73,72
02,98,133,152,202,283,357,324,303,313,313,282,257,213,178,222,164,146,193,189,99,115,89,52,154
03,0,114,143,121,172,331,211,317,295,270,261,211,235,229,206,118,27,56,153,172,119,161,168,149
04,13,25,53,280,286,139,297,281,280,269,231,230,167,151,0,4,110,148,181,191,118,133,109,-1,-1
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,210,219,213,259,232,203,245,235,169,128,107,81,106
06,38,138,151,307,279,137,332,282,302,266,286,265,248,245,222,214,209,147,87,204,162,110,121,134
07,115,140,234,293,315,299,299,307,346,280,237,299,297,269,248,192,204,202,189,174,176,185,187,176
08,189,179,194,241,325,308,306,292,326,311,337,328,296,269,249,205,204,193,211,167,141,137,114,118
09,134,199,217,226,268,289,292,284,301,313,289,315,278,210,221,205,234,168,156,148,139,147,191,183
10,178,218,211,215,248,297,303,263,295,257,274,281,267,264,278,239,252,227,195,148,120,106,79,79
11,96,122,173,230,254,289,279,241,255,250,205,249,298,141,187,204,178,154,134,157,154,125,114,38
12,41,192,188,154,225,175,268,205,218,222,235,231,202,205,187,180,163,179,145,134,106,90,137,120
13,130,157,193,230,256,269,243,258,250,227,246,257,257,227,223,156,128,128,133,98,-1,-1,9,2
14,4,0,58,130,185,221,261,253,255,284,219,237,237,169,135,132,40,1,0,0,0,0,25,74
15,49,0,0,115,211,245,212,227,214,194,188,154,169,109,170,107,83,157,117,64,86,134,93,145
16,179,83,116,140,198,199,207,196,208,221,206,183,149,174,139,97,59,41,29,20,9,4,9,5
17,17,8,26,129,174,187,230,212,243,231,215,205,200,175,156,146,128,122,104,105,83,92,73,58
18,65,80,110,134,165,185,190,196,204,190,204,192,165,108,84,87,85,84,91,59,48,53,38,43
19,32,67,78,103,127,106,147,164,155,150,144,129,114,106,103,79,85,84,82,73,89,76,67,79
20,83,99,78,141,187,175,206,205,199,259,215,237,198,185,159,131,107,128,119,88,99,95,75,69
21,74,82,103,137,169,206,218,234,223,210,221,212,195,155,145,139,129,140,138,109,91,73,76,64
22,67,82,124,168,195,198,223,226,210,221,212,181,174,164,168,149,139,155,140,124,94,92,116,141
23,133,119,117,155,213,213,229,213,266,220,221,224,204,162,101,107,181,159,120,110,93,83,97,120
24,123,137,93,147,138,180,209,181,199,193,216,250,177,169,134,134,105,100,90,80,117,123,108,100
25,104,117,96,158,203,235,217,209,186,224,203,215,175,150,199,148,138,133,116,119,102,76,107,158
26,79,151,71,171,240,271,213,182,216,213,187,161,212,158,146,100,83,75,95,85,93,86,86,88
27,81,96,122,129,154,189,181,225,206,260,231,268,222,218,158,169,153,100,98,77,101,130,129,116
28,77,78,86,115,151,188,165,175,202,167,192,185,162,161,119,127,125,125,142,129,112,112,127,149
29,115,89,100,124,158,6,161,216,194,212,184,169,166,163,139,160,140,130,137,112,95,78,77,64
30,72,93,108,135,181,182,202,206,247,208,211,227,206,192,180,157,149,144,157,134,119,107,85,86
31,82,93,103,117,171,158,210,220,218,191,196,178,195,163,166,168,180,149,121,-1,-1,-1,-1,-1,-1
