aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,0,0,0,0,0,0,0,0,0,1,3,1,1,1,32,26,9,7,3,1,3,0,2,3
02,1,1,0,0,0,0,0,0,0,9,2,0,0,0,13,32,3,8,1,0,2,4,0,0
03,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0
04,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
05,0,0,0,0,0,0,0,0,0,0,2,0,1,4,4,2,1,0,32,14,19,12,10,6
06,2,3,0,1,0,0,0,0,0,0,0,0,1,2,1,3,2,0,0,0,0,0,0,0
07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,22,11
18,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0
23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0
24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,4,1,1,0
25,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,6,0,0,0,3,3,1,1,3
26,4,0,0,0,0,2,3,0,1,0,4,4,1,2,8,4,0,2,0,11,2,0,0,0
27,0,2,0,0,0,0,0,2,0,0,0,0,2,7,2,0,0,0,0,0,3,2,0,9
28,2,2,2,0,1,0,1,0,0,0,2,2,0,3,2,2,0,4,0,11,6,21,0,0
29,1,0,0,0,1,0,0,0,1,13,2,8,4,2,4,5,0,0,3,16,18,2,32,1
30,0,0,1,1,1,9,0,0,0,4,4,1,4,7,3,2,1,0,1,13,27,16,9,0
31,0,0,0,1,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
