aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,283,323,329,300,248,226,212,212,235,194,201,142,121,150,71,86,97,72,92,101,109,152,249,240
02,278,248,296,316,382,271,252,199,212,250,176,120,101,88,81,102,94,81,70,82,98,141,175,200
03,205,232,245,267,234,213,203,161,166,151,134,120,78,88,82,85,145,69,70,71,123,168,193,198
04,231,209,228,258,279,219,210,207,250,194,168,119,97,89,78,92,87,58,365,107,178,187,192,219
05,235,227,97,163,261,245,251,186,226,176,161,137,106,102,78,92,65,49,65,63,115,165,189,232
06,264,280,270,296,253,259,216,228,216,198,186,104,61,95,7,13,75,139,108,63,106,165,213,288
07,240,258,293,275,252,266,230,219,220,220,205,132,155,134,83,94,122,83,83,104,127,169,221,262
08,242,240,239,254,244,259,228,171,34,313,176,138,140,144,135,95,109,90,81,94,165,171,222,222
09,260,254,304,292,266,298,272,282,270,275,197,152,156,129,91,50,109,83,88,171,115,174,212,233
10,265,294,277,244,244,269,258,225,205,211,218,108,133,104,110,256,53,82,106,132,134,119,188,227
11,226,238,254,194,214,230,225,259,223,204,196,152,114,105,88,108,122,91,100,116,168,194,215,195
12,260,273,257,229,294,199,276,145,35,6,195,139,77,126,18,145,88,75,93,91,164,182,224,299
13,308,212,292,303,231,260,254,144,205,166,197,144,6,91,98,123,183,196,102,103,132,79,150,6
14,195,488,373,163,117,204,252,193,205,215,172,135,160,70,28,88,22,55,79,110,170,163,193,252
15,262,281,257,234,222,234,259,246,197,247,257,190,127,65,129,86,74,63,48,62,103,182,239,182
16,215,268,280,239,222,179,221,160,93,119,56,249,189,111,58,107,84,68,70,100,123,145,188,205
17,178,254,259,210,204,172,220,6,218,76,39,90,106,93,108,59,68,57,153,15,11,6,6,130
18,174,81,178,168,191,180,164,153,-1,-1,-1,-1,-1,-1,166,62,49,76,54,51,50,101,120,-1,-1
19,151,141,170,203,186,166,184,186,162,151,176,169,134,123,99,96,68,82,74,56,49,68,84,119
20,152,147,166,192,189,212,169,184,183,113,139,54,6,8,19,113,105,84,99,78,84,77,103,128
21,152,180,186,214,197,156,167,187,175,160,147,71,69,14,9,96,85,81,77,103,121,131,144,191
22,182,179,153,211,226,188,183,171,173,151,164,47,174,98,97,84,60,48,56,52,92,267,159,261
23,156,173,175,198,162,138,132,160,160,152,146,131,112,215,115,-1,-1,-1,-1,-1,-1,-1,-1,172
24,-1,-1,-1,-1,-1,-1,-1,-1,186,165,159,148,101,108,89,94,77,71,75,60,95,138,199,-1,-1
25,156,149,165,159,227,232,160,119,162,186,176,133,99,85,95,76,77,63,58,83,87,115,131,104
26,133,153,136,157,181,152,130,177,187,177,167,112,106,79,80,72,67,54,57,89,133,165,174,155
27,173,153,140,164,190,190,180,158,159,156,140,124,119,107,87,84,55,56,73,95,102,150,181,184
28,184,190,157,186,244,184,187,163,214,217,155,147,109,119,82,82,78,76,63,87,105,152,112,153
29,129,171,179,199,198,226,204,232,111,54,155,165,123,100,100,63,84,66,73,97,129,164,186,188
30,171,184,162,200,202,192,199,167,180,179,183,174,115,102,109,101,66,57,61,83,104,151,166,165
31,152,146,135,179,183,154,157,175,131,184,172,114,113,103,73,85,80,59,70,-1,-1,-1,-1,-1,-1
