aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,0,0,0,0,0,0,0,0,0,0,0,2,12,9,5,6,1,4,6,3,13,7,10,8
04,13,13,18,21,7,7,15,14,11,12,6,16,14,10,10,5,11,7,3,12,2,5,13,13
05,19,13,20,15,16,7,12,17,10,13,12,6,12,15,11,10,12,7,2,5,6,8,9,9
06,19,23,26,17,21,19,12,11,11,8,12,18,16,4,4,5,6,5,3,3,3,2,7,16
07,12,25,21,11,19,21,9,10,7,14,10,17,18,13,9,11,9,6,4,4,4,11,6,11
08,9,24,27,20,11,23,14,14,17,16,11,18,7,9,13,7,8,0,3,1,6,14,8,14
09,15,13,12,10,7,10,12,24,10,13,18,15,11,7,11,5,7,4,7,13,6,11,14,11
10,15,16,17,18,19,21,10,11,12,15,11,15,20,14,7,9,8,6,3,10,6,10,12,3
11,14,15,26,12,22,19,14,13,24,29,27,12,20,26,0,0,3,12,6,12,13,13,32,23
12,40,35,43,36,38,48,20,27,32,32,26,37,26,27,10,12,7,9,11,7,11,18,26,25
13,33,57,69,54,38,16,19,24,21,24,28,24,24,14,5,13,10,9,6,5,10,2,12,7
14,21,11,22,17,23,16,12,17,15,20,14,24,29,11,13,10,5,4,6,6,4,7,12,9
15,11,22,22,21,18,14,10,10,7,19,10,9,15,15,10,12,6,9,4,3,10,10,12,20
16,12,9,9,13,13,8,13,10,8,12,11,15,10,5,9,8,2,2,5,8,7,9,3,12
17,6,14,11,17,18,8,11,12,6,8,15,19,8,16,13,6,9,5,3,2,6,6,9,7
18,17,19,18,9,9,10,16,7,5,8,12,7,5,10,11,7,4,4,5,3,4,7,13,6
19,14,16,15,12,9,11,8,5,6,13,6,19,10,12,9,9,4,6,5,5,4,13,4,15
20,10,13,14,9,9,8,12,3,4,8,9,9,6,7,3,4,7,5,2,6,5,5,5,6
21,5,11,8,7,9,8,8,9,7,13,7,15,10,8,6,12,7,7,4,1,4,4,11,7
22,6,8,12,16,16,9,6,8,11,9,6,11,10,9,7,4,5,2,5,5,6,9,11,9
23,11,14,17,13,13,9,8,6,9,7,10,6,11,7,6,7,6,3,3,4,8,4,7,12
24,7,8,8,9,10,4,9,8,5,8,7,6,13,11,16,3,5,2,4,3,3,4,7,7
25,19,22,13,9,12,6,8,4,11,3,9,10,11,8,8,8,8,1,7,4,5,8,10,4
26,10,11,14,9,8,11,12,8,0,0,0,0,0,0,0,0,0,0,8,6,4,0,0,10
27,3,11,8,16,10,9,6,6,0,0,0,0,0,0,0,3,4,4,3,3,3,1,6,9
28,9,10,11,8,4,10,8,3,0,0,0,0,0,0,0,0,4,6,3,5,1,4,4,2
29,14,12,6,13,9,13,7,8,6,9,12,10,10,13,12,6,5,3,2,0,5,7,11,8
30,14,10,4,9,8,8,8,10,7,9,7,5,11,10,9,6,4,2,7,3,5,2,4,9
31,4,11,13,7,9,3,11,8,5,6,11,11,8,7,8,9,8,4,0,0,0,0,0,0
[E]mh`mI{hm`fdl}lf{'ye,z'jfd
