aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,325,320,336,352,320,279,249,225,175,221,233,210,192,149,125,128,82,116,86,126,130,-1,188,270
02,320,318,322,313,314,297,251,237,216,171,155,203,161,144,106,83,97,88,104,109,104,112,172,-1,-1
03,280,294,284,308,295,287,240,167,147,142,177,139,135,186,212,125,167,115,80,126,108,153,193,291
04,315,306,305,343,331,286,259,233,201,235,163,170,202,171,148,82,118,99,101,151,163,143,189,247
05,281,297,310,310,328,279,272,228,0,227,243,211,207,175,148,115,67,102,96,95,122,112,179,251
06,288,291,305,304,278,294,226,223,229,183,-1,110,216,187,186,134,-1,101,51,112,266,168,177,-1,-1
07,233,274,314,315,310,271,241,227,149,171,-1,-1,-1,-1,-1,-1,44,-1,60,0,28,130,19,178
08,231,267,246,257,241,238,196,-1,-1,-1,-1,-1,-1,24,159,139,65,89,-1,115,91,170,177,261
09,228,255,245,269,268,243,215,203,160,149,216,202,189,234,128,94,119,-1,-1,-1,49,138,189,227
10,262,274,271,284,249,285,169,142,213,200,234,216,-1,53,137,168,118,110,81,122,104,168,164,-1,-1
11,246,257,263,263,257,283,233,220,188,195,214,205,151,160,174,118,123,119,81,99,127,164,211,213
12,257,302,266,-1,-1,-1,-1,83,-1,-1,-1,-1,26,175,176,128,133,115,-1,103,140,143,253,281
13,-1,-1,-1,300,-1,289,249,205,151,218,198,188,200,238,178,97,107,99,59,102,113,169,194,192
14,229,282,278,-1,-1,-1,-1,145,161,181,257,-1,-1,149,150,128,122,64,88,88,89,106,171,37
15,215,270,251,279,278,241,206,180,155,189,180,173,190,178,109,82,105,61,90,105,109,88,179,198
16,236,260,294,278,280,258,206,170,167,185,172,151,-1,-1,147,91,68,67,-1,90,129,165,192,213
17,214,220,242,226,247,223,236,150,147,177,192,228,-1,-1,107,103,60,108,163,101,61,-1,169,-1,-1
18,199,214,226,208,235,216,162,136,146,156,-1,-1,-1,-1,185,124,102,71,66,83,86,78,90,179
19,216,206,211,220,226,221,193,178,114,124,130,142,129,129,81,76,70,53,127,145,157,165,220,249
20,238,223,244,207,221,200,179,170,120,110,-1,-1,-1,-1,-1,64,92,50,70,91,84,93,146,177
21,177,166,180,204,231,192,202,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,105,77,84,66,95,157
22,196,192,179,199,184,161,157,130,134,141,164,236,-1,150,98,61,113,79,97,62,112,76,102,163
23,149,169,157,165,172,236,229,149,144,83,123,116,131,162,132,100,51,68,-1,28,96,93,111,154
24,204,202,229,226,192,198,195,181,6,124,106,80,98,98,143,113,114,140,78,65,81,127,157,125
25,179,208,217,217,208,180,166,141,151,159,184,127,99,146,128,114,96,80,61,87,96,106,90,165
26,169,174,181,206,185,170,168,149,45,191,164,180,159,135,117,109,96,54,81,84,107,76,95,5
27,115,127,161,138,158,153,104,88,74,71,118,102,68,124,111,101,89,49,54,57,71,54,46,105
28,147,166,180,191,166,177,153,154,139,121,94,131,123,144,142,108,63,43,57,90,72,78,105,148
29,165,171,176,178,160,153,161,134,118,-1,147,162,83,161,142,77,83,69,64,79,99,16,110,150
30,167,168,177,188,173,196,155,98,123,144,78,106,130,137,137,91,104,55,52,60,91,79,86,111
31,149,155,163,142,155,161,141,105,116,113,136,118,108,130,144,82,87,51,76,-1,-1,-1,-1,-1,-1
[E]hgmpI}lel`z`fg'o0'jf',b
