dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,74,85,106,131,126,104,144,191,230,246,243,248,243,228,184,227,214,166,187,132,126,99,82,65
02,-1,124,117,126,123,135,163,181,217,217,231,237,224,237,229,233,208,225,-1,387,300,243,242,186
03,204,225,226,301,362,311,360,432,443,491,479,527,569,555,600,555,-1,-1,388,301,293,241,197,308
04,247,171,226,275,304,300,339,325,280,380,411,497,507,552,559,550,433,405,347,251,244,215,203,168
05,196,200,209,249,277,309,326,404,426,492,449,467,477,492,491,511,487,404,319,290,272,265,248,190
06,174,211,188,235,257,253,310,303,372,359,399,436,467,525,519,574,510,398,291,214,177,195,205,184
07,172,165,184,249,294,274,268,345,396,433,441,527,508,498,479,475,457,460,321,277,237,188,183,164
08,183,182,184,261,280,325,318,333,414,384,373,405,417,401,331,312,390,406,335,210,187,126,152,133
09,114,128,178,246,232,264,267,265,366,410,394,439,442,430,428,435,453,360,339,281,284,248,201,174
10,180,200,222,301,295,269,362,323,381,396,422,450,517,455,454,466,410,409,344,254,200,197,167,166
11,163,201,266,336,404,356,368,397,509,528,446,502,494,548,507,500,469,438,378,306,265,225,185,152
12,137,178,254,355,431,363,439,484,486,505,453,504,533,526,518,503,455,420,379,195,202,177,193,226
13,210,272,348,481,485,490,518,516,555,562,534,567,576,571,479,514,474,449,363,281,209,184,154,134
14,198,270,385,445,472,511,486,443,412,381,416,446,422,513,496,452,374,373,344,290,249,194,202,180
15,158,240,279,362,371,323,423,453,475,454,437,482,477,462,426,432,457,357,320,248,165,175,146,150
16,111,138,188,197,217,216,210,255,305,304,340,348,334,349,377,386,302,250,247,202,198,180,163,134
17,133,118,146,146,190,208,189,253,266,284,278,328,376,342,340,395,316,298,270,221,186,157,110,102
18,109,118,141,180,157,150,189,212,276,268,303,395,425,374,426,427,379,361,301,265,296,206,161,180
19,174,154,216,204,193,225,258,320,322,316,333,401,433,391,417,423,390,258,324,243,192,149,163,122
20,125,120,125,169,181,199,212,230,303,311,345,367,396,373,229,272,319,280,273,212,156,107,112,122
21,79,93,108,108,90,69,110,148,217,294,293,375,350,223,365,356,337,330,202,139,90,96,94,79
22,70,86,102,115,130,115,134,192,181,233,281,286,258,335,326,293,303,299,265,282,290,261,214,162
23,118,135,103,134,163,157,182,223,225,270,297,331,348,333,314,382,355,372,316,308,254,170,142,190
24,140,163,181,191,222,222,263,297,322,356,353,389,406,409,416,429,343,322,233,262,233,229,138,106
25,145,108,136,172,177,186,259,267,269,302,-1,-1,-1,-1,-1,-1,371,401,346,259,257,215,201,149
26,206,198,159,229,187,210,238,325,316,340,379,456,473,461,500,457,440,396,367,347,255,188,189,126
27,149,145,139,181,200,195,245,264,259,305,360,374,373,418,428,476,425,429,352,296,233,218,155,95
28,86,120,197,224,239,243,228,312,328,377,371,451,423,429,406,448,416,418,371,282,227,173,134,127
29,116,153,150,195,201,231,262,307,334,366,387,396,453,443,424,455,377,370,326,232,208,182,148,141
30,68,98,118,173,200,196,226,247,289,324,316,349,337,347,345,410,395,404,310,292,237,205,157,158
31,165,114,162,156,181,163,219,255,301,314,376,406,391,394,415,447,341,364,349,292,227,181,-1,-1,-1
