dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,81,67,71,110,144,176,233,278,297,290,330,313,310,297,245,249,215,192,213,176,164,166,124,102
02,90,76,94,99,143,174,200,248,280,289,274,297,303,265,246,222,232,222,189,190,167,137,102,108
03,82,88,84,83,113,156,238,271,212,293,303,296,319,302,271,264,264,216,194,162,144,164,129,107
04,90,88,117,123,180,228,291,317,320,334,329,314,327,296,277,245,226,243,238,182,162,159,103,110
05,102,70,87,133,164,241,248,296,305,325,341,285,261,293,294,242,228,240,227,200,196,161,115,106
06,73,79,92,107,152,165,236,274,306,317,337,309,327,314,269,242,212,212,226,213,176,176,101,87
07,89,68,81,88,153,208,234,260,296,331,350,326,330,299,276,270,237,212,211,173,169,139,99,86
08,68,71,81,99,121,196,270,289,319,336,337,324,343,290,285,271,254,230,216,195,177,129,117,110
09,83,93,103,122,158,232,281,276,304,337,373,343,328,298,270,256,295,255,248,205,157,150,155,103
10,76,74,83,124,163,220,244,322,313,389,399,350,341,357,281,281,233,226,228,206,173,171,110,82
11,88,66,99,119,174,259,274,315,380,400,396,366,374,356,353,284,242,221,233,199,185,172,106,89
12,103,76,85,166,220,312,328,346,374,415,392,389,387,367,360,288,274,266,253,209,169,157,109,89
13,87,96,145,160,266,330,368,342,317,213,197,300,348,396,376,342,282,282,258,198,182,149,101,85
14,71,105,175,231,295,313,343,350,231,95,125,227,296,298,328,315,294,290,253,225,154,158,107,97
15,87,103,136,168,227,249,307,323,342,330,368,365,312,297,299,249,260,223,217,187,161,150,125,99
16,64,68,83,107,161,183,253,274,269,356,304,316,313,277,238,270,247,259,207,200,169,128,142,103
17,69,82,89,105,133,170,248,217,270,310,257,300,338,274,255,223,219,204,203,202,202,174,106,77
18,68,62,95,115,157,1,182,256,280,292,274,296,293,267,257,257,264,231,222,173,152,194,124,102
19,72,59,136,92,145,191,193,233,266,280,258,292,303,286,246,237,244,258,220,217,184,165,119,101
20,68,59,83,135,138,179,222,239,260,280,273,267,288,272,216,2,218,255,246,222,184,177,124,102
21,76,61,78,104,86,156,172,208,248,229,224,241,231,240,222,209,210,229,232,201,167,183,103,90
22,87,76,84,96,130,164,192,229,267,260,269,292,259,274,266,236,230,243,232,223,215,185,174,110
23,95,77,84,82,115,141,200,208,239,245,251,302,274,283,219,249,222,247,232,213,186,149,123,94
24,81,87,65,50,100,146,159,231,243,293,286,262,281,249,232,229,223,235,232,222,169,149,116,76
25,72,50,79,86,115,163,230,236,262,251,268,285,292,303,281,224,229,215,199,217,160,142,104,82
26,93,78,77,98,113,145,176,202,242,254,251,263,269,258,243,222,220,222,253,165,174,149,110,77
27,81,48,86,90,106,121,196,201,275,275,243,274,243,252,250,235,239,267,234,202,170,159,92,81
28,61,65,77,76,106,153,226,230,287,260,241,248,247,244,235,231,213,243,224,220,189,177,140,96
29,78,59,69,97,134,160,204,215,220,219,228,247,274,253,280,252,236,211,188,190,150,123,121,90
30,81,76,61,104,113,157,193,250,233,238,230,226,245,266,214,238,230,247,236,221,195,162,99,105
31,69,71,0,1,6,2,5,6,4,5,2,6,2,3,3,2,2,7,0,3,62,-1,-1,-1
