dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,133,134,164,195,247,246,236,248,252,225,242,217,188,189,184,161,23,18,25,26,155,152,181,147
02,156,187,238,249,238,273,244,245,250,245,211,240,226,207,162,190,156,143,125,140,147,140,157,176
03,156,167,193,224,267,260,243,288,285,261,236,191,192,201,190,178,145,114,103,135,138,141,136,132
04,114,152,190,201,263,245,232,280,265,264,259,203,203,206,192,152,116,112,112,120,131,167,179,176
05,168,144,174,233,246,213,216,268,262,243,219,201,210,170,178,127,141,100,107,106,119,146,145,119
06,156,145,176,242,232,238,253,273,246,268,232,175,168,193,158,134,110,116,98,124,133,155,145,184
07,202,184,205,260,255,256,263,276,282,247,260,239,237,216,198,160,171,110,136,139,148,164,193,214
08,236,201,256,273,297,296,304,289,292,281,232,229,191,158,187,162,133,116,140,110,126,144,176,170
09,196,215,171,269,282,274,275,258,271,273,218,205,170,174,169,129,145,116,115,118,161,167,191,216
10,239,198,253,247,302,344,324,317,337,319,248,255,214,178,161,150,114,110,114,133,161,196,194,204
11,189,174,237,291,316,358,350,361,379,327,267,235,207,215,170,143,125,123,110,164,192,238,272,295
12,293,238,248,304,376,438,400,411,412,336,263,212,182,182,161,129,116,107,148,230,255,283,347,401
13,364,223,265,298,413,456,486,467,374,326,280,250,219,222,185,154,148,116,189,255,300,356,393,468
14,435,341,284,378,440,411,439,382,373,389,350,273,202,204,169,125,121,127,209,245,296,322,342,377
15,401,334,324,356,365,335,343,355,341,281,262,241,230,189,205,141,152,113,113,130,163,179,184,173
16,179,207,230,261,273,270,301,272,257,249,235,242,231,215,154,144,136,95,106,104,145,147,143,175
17,169,166,207,267,249,241,278,301,262,256,200,199,203,194,203,150,118,99,92,121,102,119,125,116
18,146,201,217,257,242,259,235,268,268,290,264,218,241,209,190,156,117,92,91,102,113,112,113,130
19,124,115,160,193,225,241,240,255,273,289,215,210,181,198,164,134,106,105,100,103,106,134,107,113
20,115,129,141,198,194,189,193,213,190,215,176,195,180,177,170,160,112,100,108,104,105,130,116,122
21,119,175,176,251,253,222,254,291,264,263,237,231,233,217,201,125,126,113,104,97,121,121,120,109
22,151,146,203,227,234,235,259,255,275,270,253,273,275,213,229,197,157,147,128,156,177,174,170,163
23,156,171,213,214,246,217,234,246,240,277,200,266,237,199,168,126,110,100,106,92,107,121,123,125
24,140,141,163,191,215,249,213,235,230,243,246,217,206,174,185,143,118,97,84,95,79,107,120,117
25,109,113,145,199,219,230,204,230,183,217,205,202,217,209,147,146,106,81,78,87,88,107,115,116
26,136,133,161,200,203,219,243,222,228,231,200,210,231,275,182,150,119,105,80,86,91,89,136,142
27,125,145,206,182,238,244,226,223,240,202,243,258,244,230,181,131,113,123,66,72,91,129,98,101
28,122,135,183,227,239,224,239,227,249,230,208,228,199,237,161,109,107,87,91,105,90,103,109,116
29,115,147,170,225,222,244,250,249,252,257,256,256,245,210,193,160,112,103,90,89,89,96,107,134
30,166,145,170,226,248,228,215,195,221,223,177,245,257,196,182,161,142,78,92,77,92,103,146,137
31,125,142,167,203,213,238,229,249,245,219,240,238,189,211,150,153,115,101,86,37,0,0,0,0
