may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,192,181,218,266,351,369,419,352,346,295,251,179,152,118,150,111,97,47,58,70,85,129,189,169
02,193,215,226,275,376,419,391,370,386,346,282,208,158,154,144,126,82,54,45,68,115,148,160,253
03,240,227,273,332,400,378,435,407,393,385,339,175,149,165,129,107,68,59,66,62,100,151,176,246
04,215,222,300,356,357,383,438,441,409,337,257,218,165,179,127,152,73,48,63,79,96,133,202,187
05,204,222,242,342,424,446,405,442,377,346,247,188,186,117,141,95,72,49,60,59,87,125,190,172
06,159,203,250,294,311,338,148,187,173,131,126,73,62,168,178,170,118,75,58,77,90,147,220,260
07,244,308,267,305,456,427,451,497,454,383,385,238,237,215,223,203,116,90,74,83,106,206,272,238
08,321,368,354,493,473,507,478,531,467,441,396,295,189,259,224,182,133,92,63,90,111,162,233,287
09,296,369,408,473,480,526,537,423,492,410,397,292,203,199,168,100,84,98,165,130,119,183,259,336
10,352,259,277,435,439,497,528,293,450,385,310,249,168,230,214,167,122,57,67,108,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,166,318,299,303,274,241,286,164,114,83,70,56,95,137,184,228
12,238,274,326,374,441,460,522,478,427,416,337,231,221,180,192,128,106,66,79,76,123,197,215,191
13,218,240,264,321,340,375,382,414,484,367,385,255,102,196,244,197,134,93,91,112,358,159,377,307
14,317,314,419,454,481,461,517,497,488,468,371,307,241,221,220,145,121,90,79,88,123,158,220,281
15,256,319,347,377,334,416,408,374,389,342,346,283,220,200,240,172,105,85,76,96,143,222,336,298
16,346,323,357,429,364,412,462,524,581,453,424,256,261,267,225,194,152,92,52,67,110,162,200,284
17,301,268,312,411,412,362,435,435,411,326,233,162,136,115,135,110,93,59,42,71,85,131,189,244
18,164,223,281,310,341,329,413,410,332,292,259,160,142,132,186,135,113,59,64,89,124,164,265,250
19,212,210,204,290,309,313,317,334,293,256,193,150,90,114,144,121,100,60,48,58,81,100,165,155
20,234,245,254,442,462,463,417,454,409,412,311,247,236,303,226,172,117,95,80,103,147,235,297,386
21,320,323,403,433,430,450,486,492,515,452,291,239,215,242,205,155,137,109,76,93,139,225,282,336
22,343,356,352,443,455,490,443,456,448,421,329,201,128,170,189,173,153,86,87,120,160,252,375,315
23,313,354,396,444,425,474,434,458,446,458,267,187,204,83,203,157,173,122,119,145,145,170,215,269
24,243,318,319,374,392,402,410,365,89,360,396,178,198,156,191,85,136,117,164,10,35,278,284,426
25,267,315,407,426,477,497,269,323,441,506,331,241,195,232,202,239,153,94,82,85,136,142,202,208
26,260,273,292,339,331,337,318,331,463,127,6,114,309,253,258,197,154,122,91,118,161,259,338,288
27,303,336,336,432,421,431,417,122,55,124,324,101,14,188,51,88,160,44,132,17,6,8,66,263
28,247,320,301,404,406,450,426,388,393,59,9,87,107,260,252,233,192,135,124,115,163,313,353,384
29,336,378,424,456,471,528,508,40,464,447,336,301,293,333,133,211,178,114,99,126,142,245,335,366
30,354,406,380,500,489,656,612,523,525,487,125,224,284,225,67,29,141,143,93,127,142,238,312,396
31,334,398,397,429,475,509,529,503,486,469,332,184,6,16,178,242,179,125,155,179,247,209,228,-1
