may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,57,75,78,69,91,75,69,92,133,106,86,105,111,108,92,79,53,31,34,21,31,31,23,48
02,71,78,96,97,112,118,88,92,93,121,101,78,75,70,54,40,26,21,21,28,22,60,65,56
03,48,60,82,101,115,143,156,104,126,123,117,95,93,104,67,58,54,20,27,17,31,27,36,63
04,44,67,83,84,86,108,123,103,100,91,75,79,74,71,52,52,33,15,10,10,11,12,33,66
05,72,73,79,97,107,107,82,110,109,108,79,55,73,71,61,40,24,15,23,18,25,14,39,60
06,71,62,78,104,92,105,89,89,101,97,107,67,78,59,51,40,12,9,8,6,10,11,19,27
07,36,33,40,50,66,61,73,80,54,70,48,53,48,35,27,14,17,26,6,13,8,20,22,38
08,40,55,62,72,91,90,76,79,64,69,77,65,83,59,43,32,27,27,22,22,17,23,36,47
09,55,63,59,76,86,117,115,111,106,105,94,100,115,73,50,53,50,37,19,14,26,34,50,56
10,54,85,62,83,102,133,129,122,68,105,87,81,98,95,76,53,30,12,23,25,17,29,39,57
11,76,65,72,95,115,116,119,95,105,74,71,68,69,63,64,29,33,27,22,24,23,40,47,50
12,54,71,69,81,116,85,71,67,99,89,50,65,58,75,44,32,28,20,20,15,22,28,30,31
13,55,42,62,65,68,85,84,67,80,39,41,60,38,66,74,11,27,22,11,14,19,21,45,55
14,72,66,64,77,86,105,89,66,64,73,51,45,56,61,48,38,37,42,8,13,23,30,34,49
15,59,59,76,75,66,82,104,113,106,120,102,90,93,101,77,55,38,17,19,13,9,23,47,57
16,56,65,85,77,77,79,76,73,72,95,75,37,42,65,48,49,31,32,24,20,20,22,29,43
17,40,61,63,52,69,82,85,82,66,73,67,67,78,76,54,52,43,25,17,15,21,21,14,59
18,60,81,85,78,85,88,88,90,75,55,34,56,62,64,50,38,38,25,20,26,19,25,41,59
19,59,68,60,87,88,97,79,96,95,79,46,31,46,56,54,42,19,26,23,28,35,32,56,48
20,67,67,78,81,80,100,93,112,116,80,77,67,40,82,65,47,26,39,26,15,22,25,39,62
21,58,56,70,69,61,99,91,87,57,79,85,73,64,43,8,29,39,30,21,38,20,32,49,56
22,62,54,76,83,79,82,108,101,96,79,62,59,87,56,58,54,36,22,24,22,13,21,46,53
23,70,71,65,77,94,82,69,90,66,63,72,49,75,62,74,38,26,16,19,14,25,38,41,53
24,50,34,63,64,88,89,103,74,82,40,46,59,53,49,81,93,96,19,42,23,41,15,35,53
25,53,58,67,59,70,77,93,95,90,67,64,27,35,39,74,57,43,24,23,42,25,29,38,55
26,53,60,72,82,89,99,98,93,115,143,70,26,38,38,61,54,38,22,25,20,18,20,43,46
27,63,64,69,63,79,89,100,66,75,46,3,9,86,66,22,92,58,45,25,44,39,44,50,112
28,46,47,41,44,69,69,80,79,61,110,72,85,59,64,26,32,26,21,15,15,37,47,51,57
29,63,56,80,84,84,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
[E]mh`mI{hm`fdl}lf{'ye,z'jfd
