may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,75,92,101,111,145,157,164,209,187,199,215,149,164,140,122,111,50,44,36,26,51,68,58,83
02,105,106,114,121,152,157,168,195,186,196,205,145,171,138,101,74,56,34,34,27,52,41,33,78
03,84,96,96,120,159,160,170,200,225,213,228,192,179,142,134,75,55,30,49,37,41,55,70,84
04,99,106,136,137,164,154,201,199,246,167,234,239,219,177,137,109,58,35,36,41,37,45,66,89
05,124,114,145,179,179,202,206,156,200,193,239,240,220,149,140,71,53,36,44,49,60,61,79,111
06,105,108,113,158,168,196,207,239,289,323,285,265,234,213,166,107,48,40,48,40,53,70,54,68
07,82,108,102,147,150,188,170,229,262,254,243,230,195,181,159,68,39,44,24,23,33,26,73,100
08,128,150,156,146,193,237,186,272,317,325,283,269,224,191,125,102,58,42,-1,-1,-1,31,35,77
09,86,85,128,141,169,191,163,257,264,252,236,201,184,185,135,71,38,40,33,54,32,45,61,71
10,84,90,107,141,154,157,181,219,241,248,201,193,173,121,110,73,56,35,28,44,48,68,50,83
11,96,101,126,149,163,138,191,175,14,210,174,156,141,128,99,65,57,34,28,26,31,34,54,66
12,72,79,103,148,140,130,139,193,210,191,213,183,170,150,121,72,44,26,23,41,38,37,52,74
13,65,91,92,121,139,144,196,208,214,206,203,179,195,179,-1,-1,-1,33,29,35,42,48,64,68
14,75,104,109,-1,-1,-1,-1,154,188,210,214,171,187,168,124,81,50,28,27,-1,-1,-1,28,62
15,99,97,100,87,116,141,150,188,193,207,216,201,186,171,123,65,43,29,31,38,24,43,54,69
16,87,104,102,123,122,133,159,176,223,173,174,164,171,159,110,64,40,42,35,36,33,48,63,66
17,88,99,130,131,127,131,137,146,153,142,154,169,149,112,125,70,59,25,29,28,40,47,62,64
18,73,91,95,135,108,-1,-1,-1,82,141,131,150,118,115,100,73,25,37,27,26,21,35,36,56
19,63,83,69,78,116,123,131,139,152,137,164,122,151,133,97,73,50,48,21,22,31,29,42,51
20,66,89,84,105,110,113,135,121,100,128,147,124,143,131,107,75,45,40,30,27,38,33,52,41
21,80,85,90,98,111,129,118,152,126,146,176,175,134,140,-1,-1,68,32,32,46,55,21,49,48
22,76,87,91,123,132,111,146,135,165,147,154,194,142,147,107,77,58,35,32,42,36,44,69,69
23,99,95,92,120,119,140,133,144,172,163,152,136,140,151,119,83,45,22,27,24,41,42,47,62
24,71,73,83,117,125,105,146,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,-1,49,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,9,29,42,42,68
26,88,91,93,111,117,124,149,128,192,142,83,-1,-1,-1,116,63,40,44,41,40,45,45,56,62
27,67,92,91,110,116,139,81,117,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,100,102,118,125,140,161,138,152,-1,-1,-1,-1,-1,-1,-1,-1,47,51,49,50,75,-1,87,109
29,122,152,177,159,180,191,189,217,151,200,244,214,206,160,-1,127,88,68,51,54,62,75,93,113
30,136,153,176,180,216,223,242,273,255,236,284,269,205,245,179,-1,57,50,65,57,57,82,88,117
31,137,144,156,187,230,232,282,255,253,284,256,272,224,-1,36,89,80,55,67,61,74,113,109,128
