apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,81,56,109,82,92,162,213,234,265,357,347,341,352,390,333,362,349,339,322,159,151,171,133,110
02,104,96,138,184,198,241,240,306,334,374,367,350,387,355,364,337,370,332,266,261,237,181,176,115
03,99,123,104,152,146,217,268,325,361,346,372,365,355,382,357,351,362,337,356,315,183,191,179,130
04,94,93,123,162,164,243,285,314,368,365,349,357,363,400,376,394,371,367,347,336,306,273,215,188
05,126,145,139,178,207,251,301,338,350,383,342,347,337,358,395,357,377,370,359,344,313,266,227,170
06,167,127,149,190,190,264,282,334,353,371,328,366,332,325,339,334,343,345,336,292,258,202,139,-1,-1
07,93,115,91,162,186,237,283,333,399,376,375,362,343,349,334,331,330,318,312,235,-1,-1,-1,-1,-1
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,346,381,403,374,276,251,231,115,125
11,105,123,140,145,190,231,296,300,313,333,314,316,335,332,305,265,313,282,282,248,213,191,138,117
12,99,95,131,143,175,205,231,282,302,313,327,324,297,312,345,306,279,276,-1,-1,-1,-1,-1,-1,-1
13,101,116,103,111,176,221,232,285,335,322,298,340,311,304,328,332,335,296,302,279,253,229,182,150
14,118,127,139,147,174,209,263,321,337,320,342,345,305,320,306,302,277,331,317,312,263,197,142,122
15,94,91,94,133,167,214,249,311,362,364,355,353,322,300,312,331,340,190,163,-1,-1,167,132,135
16,96,99,109,140,182,228,266,300,354,348,366,357,348,350,360,330,329,350,350,319,274,226,197,128
17,80,72,118,136,156,227,276,329,361,365,393,366,328,336,310,281,295,293,304,207,119,163,182,150
18,143,129,127,127,193,219,276,332,326,332,361,343,347,359,308,341,343,348,292,297,237,192,154,96
19,83,103,121,140,160,226,263,294,330,328,352,330,335,357,324,314,313,305,214,245,204,185,153,131
20,96,96,121,159,190,260,292,303,316,351,308,240,301,345,360,367,315,243,257,278,236,160,141,106
21,93,120,117,157,182,249,278,315,364,298,266,292,278,308,339,293,298,263,242,237,193,169,161,135
22,109,97,120,152,184,247,289,316,300,325,329,317,300,284,314,293,283,266,260,219,161,152,105,87
23,84,93,122,125,126,187,254,259,283,278,298,313,291,283,315,305,251,258,235,227,173,161,130,104
24,96,73,92,148,175,219,231,279,278,293,308,272,264,313,279,292,254,201,226,200,176,136,111,123
25,127,80,120,171,176,191,291,347,369,338,367,375,338,368,306,299,287,318,304,237,374,311,259,206
26,164,145,135,175,177,257,305,354,381,373,412,402,387,340,403,373,423,400,372,399,379,312,258,215
27,171,158,183,198,225,301,343,347,387,403,404,412,390,384,386,385,389,412,380,350,332,309,261,294
28,294,266,151,157,189,-1,-1,-1,-1,-1,-1,-1,-1,393,359,339,334,270,250,147,151,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,306,301,335,331,276,246,197,144,81
30,128,151,167,113,119,170,232,266,276,324,350,361,379,358,332,370,359,331,293,304,252,216,189,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
