apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,17,17,22,13,15,19,10,15,18,33,15,11,10,5,6,4,2,0,1,4,4,7,8,11
02,14,17,9,11,20,9,20,22,21,15,21,19,10,15,10,2,3,5,2,4,2,14,4,18
03,11,12,19,13,6,11,17,17,17,25,18,10,13,5,6,5,3,4,5,4,4,6,9,20
04,11,13,11,15,12,14,14,16,19,14,8,9,11,11,8,9,3,11,6,2,13,6,16,9
05,12,11,22,17,12,12,11,23,18,23,13,14,5,9,3,9,5,2,6,5,6,14,9,6
06,17,21,21,23,24,14,17,20,29,16,9,12,9,3,5,1,1,2,4,7,7,16,11,13
07,11,18,10,11,12,18,14,16,20,14,20,8,12,10,5,3,1,3,3,0,9,4,19,9
08,19,12,21,6,12,18,24,29,26,18,20,17,6,6,6,5,6,3,10,7,5,9,15,8
09,19,16,15,13,12,9,20,19,20,31,16,16,11,6,9,4,3,2,3,5,5,9,9,9
10,10,12,13,13,11,18,8,17,26,25,16,11,13,3,4,7,2,2,3,5,9,9,10,12
11,14,22,15,22,11,13,11,12,8,25,16,20,12,5,7,2,3,4,3,3,7,8,5,12
12,7,19,16,16,15,7,14,21,21,11,14,15,17,6,6,2,2,3,4,3,0,10,10,12
13,13,10,23,9,12,13,21,14,15,24,21,8,12,6,10,3,2,2,0,7,6,11,7,21
14,17,22,17,12,15,15,14,16,27,19,19,19,9,12,11,5,4,4,5,5,4,12,11,13
15,17,17,17,16,13,17,18,23,23,13,16,19,5,7,7,3,4,2,7,3,5,8,18,7
16,10,10,12,13,11,13,11,8,-1,10,6,14,12,7,5,6,3,6,5,1,3,6,10,12
17,14,16,16,8,25,16,22,24,15,18,12,10,11,6,2,2,1,3,4,2,3,5,5,7
18,20,20,18,26,12,18,17,29,19,22,17,14,6,5,4,3,0,2,3,8,6,5,14,14
19,15,17,15,18,13,13,18,20,30,19,13,18,6,10,1,4,5,2,0,1,9,4,16,17
20,18,14,17,17,13,22,24,21,22,21,23,13,14,9,7,2,6,1,3,3,7,12,9,13
21,19,24,19,12,15,10,24,26,27,28,21,14,10,12,9,4,1,6,2,2,6,8,16,13
22,11,14,12,14,12,19,29,29,20,26,27,9,9,5,7,2,1,8,2,6,13,13,14,15
23,21,27,20,18,19,20,21,39,24,25,19,13,11,12,5,6,6,2,4,6,3,11,14,16
24,19,30,27,27,20,21,28,25,30,23,14,17,10,8,6,3,3,0,4,5,4,9,15,18
25,15,12,15,13,19,25,29,23,29,21,15,12,4,12,6,0,10,2,1,5,4,6,12,17
26,25,14,18,17,17,10,15,15,23,16,20,10,4,6,1,5,4,2,2,0,9,16,7,10
27,12,19,13,9,14,15,21,22,16,27,10,19,13,7,7,1,5,0,1,5,8,11,10,12
28,12,15,21,11,20,18,18,24,11,17,27,18,7,5,7,2,4,3,4,2,10,10,7,9
29,18,8,17,12,11,22,21,27,28,40,16,14,10,6,14,5,1,4,1,3,6,6,6,12
30,10,9,14,20,15,11,14,26,22,20,20,8,6,4,6,4,1,8,2,6,3,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
