Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,83,69,57,52,46,64,72,63,58,37,15,6,24,19,53,40,80,34,59,1,1,-1,-1,-1,-1
2,2,13,74,88,16,3,2,26,61,1,2,5,15,19,8,16,20,21,7,-1,2,2,3,5
3,8,13,9,9,35,24,31,27,101,53,43,56,48,53,86,60,101,97,92,72,76,88,95,102
4,97,88,70,89,125,75,64,86,50,1,4,24,23,56,32,62,66,33,21,11,53,11,6,14
5,15,10,18,22,28,51,58,76,70,38,25,14,8,7,10,8,8,11,9,7,7,12,12,15
6,10,56,5,3,3,4,9,7,7,4,7,18,28,32,45,48,66,89,41,25,5,5,10,5
7,12,7,51,103,106,58,24,68,86,107,27,20,22,16,28,26,23,74,24,2,3,2,1,3
8,9,4,5,11,54,25,21,46,28,7,7,13,16,27,31,31,29,18,10,3,11,39,43,22
9,25,89,92,74,7,6,21,34,54,57,31,29,11,12,20,24,35,27,16,12,145,144,45,16
10,34,63,71,9,36,34,38,34,38,52,23,8,18,52,44,41,54,51,69,35,15,25,50,30
11,43,137,68,49,95,188,162,167,93,55,37,37,49,56,80,94,104,63,10,12,63,67,135,172
12,140,37,83,47,66,116,86,95,82,104,41,24,37,38,32,45,57,87,76,45,30,14,9,9
13,16,24,31,37,27,48,62,37,12,2,17,23,38,50,62,58,53,81,77,72,49,46,41,23
14,22,24,28,29,49,69,51,65,27,13,21,41,39,51,49,77,84,80,63,97,75,93,72,64
15,74,74,56,39,67,67,31,46,34,60,42,49,53,45,49,51,55,43,69,69,62,50,74,70
16,97,87,60,73,43,43,75,101,88,44,29,44,40,58,43,36,53,50,49,65,41,60,78,43
17,72,65,103,72,48,96,190,141,143,84,50,60,54,23,39,30,45,40,50,72,67,107,57,30
18,43,27,36,38,49,25,65,53,107,85,35,19,55,27,59,95,84,99,86,80,56,93,89,46
19,19,36,27,10,30,144,151,99,93,109,146,53,35,26,39,52,36,58,51,68,50,43,42,41
20,111,47,13,7,6,13,55,75,54,72,121,38,46,39,56,40,55,86,50,32,28,53,83,78
21,42,44,165,109,80,56,114,104,124,43,40,49,47,27,53,44,51,56,27,31,43,50,53,57
22,37,139,112,58,48,32,32,45,82,55,23,44,49,39,34,61,80,66,65,46,62,87,27,62
23,37,71,75,69,90,70,57,40,49,75,33,47,65,46,85,89,39,66,58,67,70,90,68,44
24,24,30,34,20,107,149,51,112,55,23,84,47,46,35,46,42,53,63,54,43,55,80,74,81
25,63,80,37,182,170,166,168,142,95,171,170,82,48,51,41,81,72,97,94,105,108,85,75,65
26,56,65,99,126,136,108,87,135,121,152,185,57,38,25,28,24,43,65,57,78,62,90,84,88
27,108,71,79,148,134,73,85,86,116,88,48,24,53,64,69,63,64,146,160,140,158,160,163,164
28,179,138,42,125,139,105,110,170,164,142,94,21,18,15,19,105,135,132,124,117,125,131,134,119
29,154,147,140,112,81,87,65,83,103,90,114,86,18,14,10,9,4,17,15,5,14,19,29,65
30,45,98,51,94,71,119,25,116,61,51,12,58,42,34,41,18,14,27,34,35,31,29,91,38
31,22,24,18,65,39,35,41,92,96,86,75,26,32,36,39,49,41,32,28,43,22,40,76,87
