Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,17,23,19,31,43,47,57,76,66,52,55,65,61,90,94,-1,69,64,89,72,57,53,32,18
2,19,24,20,47,59,60,75,82,82,70,56,77,100,101,95,95,106,106,110,107,75,46,33,28
3,18,24,26,38,52,48,67,95,86,83,87,101,79,111,104,99,82,78,74,79,70,28,21,22
4,17,14,19,40,63,70,82,74,97,92,110,100,108,102,97,105,92,84,81,80,57,40,32,18
5,16,15,25,26,21,29,30,46,68,79,60,71,77,83,82,71,75,81,78,57,81,52,26,16
6,16,23,32,29,48,67,83,94,77,87,80,83,88,105,110,94,105,70,84,66,43,44,23,18
7,16,12,20,28,31,42,32,11,11,26,25,22,23,41,52,38,56,66,79,48,58,31,24,17
8,13,14,20,37,37,54,69,58,73,63,56,26,35,60,88,91,66,42,43,37,42,34,33,18
9,16,10,25,38,50,54,69,80,51,50,23,41,54,65,84,94,96,103,80,68,76,30,46,17
10,24,22,26,39,47,65,70,52,41,31,45,50,68,75,80,76,78,93,73,64,44,39,35,20
11,12,15,15,14,17,10,10,32,44,61,73,73,71,92,82,74,61,54,58,32,18,26,18,12
12,15,13,19,35,45,33,24,11,25,30,52,51,41,50,46,71,32,29,40,77,71,40,27,18
13,26,19,20,42,28,46,42,43,62,59,73,70,95,109,88,89,97,75,85,63,59,43,26,19
14,21,13,19,34,67,66,71,67,94,72,78,96,87,101,44,57,57,71,71,73,61,46,29,13
15,13,23,34,32,51,58,72,80,90,76,73,82,76,88,94,97,101,103,87,78,66,51,33,19
16,22,28,22,47,61,54,68,80,59,62,46,21,44,67,86,65,64,87,73,67,50,36,38,21
17,13,11,17,22,44,34,47,62,56,73,101,72,68,77,96,93,97,86,75,51,59,33,30,13
18,9,18,22,34,28,54,62,67,80,95,87,88,70,92,102,107,113,90,94,81,69,45,29,20
19,11,14,10,15,28,45,67,81,82,72,84,91,80,92,108,107,113,115,97,74,57,34,27,25
20,12,17,16,22,39,55,86,80,85,83,93,90,91,101,103,99,88,94,92,56,54,36,21,10
21,8,15,29,31,27,40,56,73,63,92,80,81,53,93,71,77,78,73,71,46,36,33,16,12
22,15,23,29,32,39,47,62,34,54,77,88,79,80,81,80,75,93,81,80,64,78,43,25,23
23,21,28,24,45,51,58,52,70,78,68,66,67,73,77,76,59,58,72,82,89,63,42,36,16
24,19,21,26,26,41,51,58,79,56,52,47,54,72,87,85,108,105,81,84,85,78,52,34,19
25,28,22,25,31,36,56,48,61,59,73,65,72,68,71,77,54,101,97,91,94,78,39,23,16
26,17,21,23,29,42,52,61,53,56,61,80,64,86,83,56,89,109,105,96,89,84,47,36,20
27,17,16,17,40,62,56,86,56,88,83,85,81,81,102,87,86,116,92,110,85,52,32,21,10
28,13,8,33,28,40,79,80,95,92,91,68,59,56,74,72,98,52,70,39,29,26,11,23,18
29,1,-1,14,31,44,67,83,89,127,90,95,83,115,111,114,119,104,95,41,44,15,22,23,19
30,9,8,5,5,15,29,55,92,97,84,88,72,59,64,86,84,81,56,47,37,11,34,30,28
31,26,10,19,11,17,18,21,10,8,18,33,10,19,17,11,29,64,72,86,51,55,46,31,10
