Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,16,21,22,23,14,26,15,13,13,11,9,11,10,5,3,8,1,3,9,11,13,24,15,22
2,12,29,22,13,24,22,-1,8,19,22,15,11,10,11,11,4,7,6,10,21,15,30,31,25
3,19,23,27,28,31,20,18,26,32,21,21,20,21,13,6,6,9,13,13,17,21,15,29,26
4,37,26,31,28,24,21,19,26,20,27,20,18,27,19,8,5,5,10,10,13,18,25,36,32
5,26,23,25,30,13,17,21,35,32,24,17,18,28,17,11,6,9,6,11,14,16,35,28,17
6,19,26,27,29,16,38,28,27,34,22,17,22,14,14,10,9,9,10,16,18,21,-1,-1,-1,-1
7,20,23,19,16,20,15,22,15,25,27,11,15,13,16,13,13,6,8,5,14,27,26,20,33
8,21,26,30,33,30,25,28,22,24,15,16,13,19,15,17,7,9,10,16,20,16,28,17,17
9,26,23,20,24,23,22,29,19,29,14,21,18,19,12,2,8,8,3,5,15,23,15,26,38
10,24,29,32,21,18,26,21,25,34,31,18,17,13,10,7,3,8,13,10,19,34,19,28,17
11,25,18,44,30,26,19,24,43,54,22,15,13,17,22,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,25,17,16,15,6,13,5,16,14,17,18,27,31,21
13,17,25,43,26,15,25,25,24,29,25,22,18,16,12,7,8,4,2,13,17,14,29,28,25
14,19,28,34,32,21,26,24,28,22,20,15,25,15,13,17,8,8,10,9,19,21,26,27,25
15,27,22,32,40,21,27,26,33,21,26,28,29,14,11,16,7,14,4,7,16,13,24,20,35
16,59,50,62,45,39,59,42,54,44,21,29,43,33,31,26,26,21,15,10,11,12,13,24,15
17,22,27,21,21,16,27,15,18,26,22,18,12,4,6,5,7,3,6,7,6,15,20,25,20
18,24,20,21,10,12,7,14,23,15,16,13,10,5,7,17,6,2,5,7,9,19,17,21,9
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,33,24
24,30,33,44,33,39,73,258,146,49,36,24,12,27,20,13,9,9,6,16,20,22,45,43,40
25,55,44,37,40,50,48,35,33,37,24,35,75,30,26,11,9,10,14,12,17,25,35,36,37
26,37,27,45,33,32,39,26,60,47,31,19,11,26,24,13,14,9,13,11,16,30,33,45,26
27,34,43,27,38,35,43,152,436,152,38,26,23,15,24,13,14,11,16,5,6,11,18,15,17
28,18,15,19,8,6,12,26,36,23,18,24,20,17,13,12,4,4,7,7,17,22,16,16,26
29,31,28,24,28,34,28,22,69,109,22,15,22,21,11,13,9,3,5,4,14,27,125,50,37
30,58,41,30,19,15,20,38,39,75,41,15,94,48,10,11,9,3,4,5,6,9,7,6,3
31,7,6,3,10,6,3,19,8,7,11,7,2,2,2,1,1,6,1,3,3,10,15,6,5
