Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,8,9,3,4,6,-1,2,2,-1,3,5,3,6,2,4,1,3,4,4,7,6,8,6,6
2,5,5,4,4,-1,-1,2,1,5,1,4,1,2,2,6,2,6,5,2,5,3,3,4,6
3,7,6,6,5,4,1,-1,2,-1,-1,1,-1,1,1,4,3,-1,3,5,5,6,8,6,5
4,7,3,2,-1,-1,-1,1,1,2,4,1,2,6,7,1,2,4,5,9,7,6,5,1,-1,-1
5,10,4,8,4,-1,-1,3,1,-1,-1,-1,1,2,3,5,2,3,4,6,5,3,3,6,10
6,5,5,5,7,5,5,2,1,1,-1,-1,-1,-1,-1,-1,2,4,3,4,4,2,5,7,11
7,8,5,6,5,2,2,1,4,6,6,4,2,2,7,3,-1,-1,-1,8,9,9,4,7,5
8,5,4,7,3,6,2,3,1,-1,3,3,3,4,3,4,1,5,5,2,1,-1,4,6,5
9,7,4,-1,3,3,3,1,4,1,-1,5,1,3,3,6,1,7,2,2,6,7,6,3,6
10,3,9,-1,5,6,3,1,1,1,1,1,2,3,4,2,7,8,4,5,7,5,5,4,5
11,6,4,-1,8,3,2,-1,1,4,-1,1,3,2,3,3,1,4,6,4,4,2,7,8,6
12,6,3,3,6,4,2,4,2,3,2,1,2,2,5,4,2,-1,4,4,5,4,4,7,6
13,6,2,4,2,4,2,1,2,1,2,1,-1,3,5,5,2,1,7,6,1,3,4,13,4
14,5,7,2,3,-1,2,-1,-1,1,1,1,1,3,2,6,7,8,4,6,5,4,8,10,8
15,6,7,4,2,1,3,1,2,3,4,4,3,4,1,1,1,1,6,4,5,4,6,9,9
16,6,5,4,1,1,2,4,1,1,1,2,1,1,4,4,3,2,1,2,7,1,8,8,8
17,3,6,4,4,5,6,4,2,1,3,2,1,2,6,-1,2,2,2,4,7,8,6,3,6
18,7,6,6,2,2,2,1,1,1,1,1,4,1,5,6,2,4,2,3,8,6,2,3,4
19,-1,6,6,4,3,-1,3,-1,2,2,2,1,3,2,4,-1,-1,-1,-1,5,3,6,5,-1,-1
20,-1,2,6,6,2,3,-1,-1,3,-1,4,-1,2,4,3,7,2,5,2,2,4,8,5,8
21,5,10,-1,8,1,-1,1,2,5,4,-1,4,1,6,3,3,4,3,4,6,6,8,5,1
22,10,8,3,6,3,3,4,2,-1,3,2,-1,2,8,1,6,6,4,6,2,4,9,7,8
23,8,7,4,5,4,1,6,2,-1,3,-1,5,5,3,1,2,8,6,3,4,2,5,16,10
24,4,9,8,2,4,2,4,2,3,-1,-1,2,5,5,1,3,1,6,2,3,6,5,4,5
25,8,6,4,10,2,-1,-1,12,-1,4,-1,1,2,4,3,6,3,2,9,5,5,5,5,12
26,8,6,6,6,-1,-1,-1,-1,-1,4,-1,3,1,1,5,10,4,4,6,6,8,3,6,6
27,5,5,1,3,5,3,2,3,2,2,2,-1,3,1,1,4,2,5,2,3,4,6,8,4
28,3,9,1,-1,-1,2,3,-1,2,3,-1,-1,-1,1,3,4,4,3,4,5,2,4,7,3
29,4,5,4,1,5,2,2,3,5,-1,3,2,5,3,3,-1,5,4,5,3,6,3,9,6
30,10,4,7,4,2,2,7,2,-1,2,4,-1,2,2,4,3,4,6,6,2,8,10,3,5
31,7,5,7,1,1,5,4,2,3,4,2,3,1,2,5,4,1,3,4,1,3,7,11,5
