Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,12,11,22,10,26,46,2,5,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,7,3,8,-1,4
2,7,-1,-1,1,1,11,-1,5,-1,-1,16,-1,-1,24,9,4,22,3,7,-1,-1,-1,1,-1,-1
3,7,1,2,3,1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,4,1,-1,-1,2
4,1,-1,3,1,1,1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,8
5,1,1,-1,1,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,7,5,-1,-1,4,-1,2
6,-1,-1,-1,-1,-1,8,5,4,-1,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,3,-1,-1,4
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,3,-1,-1,4,3,-1,1,6,-1,-1,-1,-1
8,8,-1,-1,-1,-1,1,-1,-1,-1,26,40,27,14,23,1,13,39,2,1,-1,6,2,3,8
9,1,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,19,-1,23,7,1,-1,3,-1,-1,-1,-1
10,-1,-1,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,5,19,6,1,2,7,1,-1,-1,-1
11,10,-1,-1,-1,-1,1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,6,8,-1,7,1,-1,-1,-1
13,1,2,2,1,-1,-1,16,2,-1,-1,-1,-1,-1,3,-1,2,14,-1,-1,-1,-1,1,-1,-1,-1
14,-1,-1,-1,-1,-1,-1,-1,20,6,14,2,8,11,25,-1,-1,1,-1,1,-1,-1,-1,10,7
15,-1,2,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,3,46,14,3,-1,2,10,3,24
16,5,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,-1,-1,1,-1,4
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,19,13,-1,1,11,1,-1,1,-1,1,10,-1,1
19,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,-1,2,1,-1,3
20,-1,8,1,6,2,-1,-1,-1,1,-1,-1,-1,7,-1,-1,-1,9,-1,1,-1,-1,13,1,1
21,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,15,14,24,5,-1,-1,4,-1,-1,-1
22,6,-1,1,17,16,4,-1,-1,-1,-1,-1,-1,1,15,4,9,19,-1,10,2,2,5,-1,3
23,1,-1,-1,-1,-1,-1,-1,-1,10,11,20,19,39,44,43,6,12,-1,10,-1,-1,14,15,11
24,8,-1,-1,1,-1,-1,2,1,-1,1,-1,11,13,1,-1,-1,30,17,2,1,32,16,11,4
25,-1,-1,-1,-1,-1,-1,-1,-1,1,11,3,16,25,-1,27,15,30,18,19,-1,24,7,8,20
26,8,-1,-1,-1,1,-1,7,2,-1,-1,8,15,3,-1,-1,-1,1,7,1,-1,10,3,-1,-1,-1
27,8,-1,6,4,-1,-1,-1,-1,1,-1,-1,3,37,19,1,14,8,9,4,1,-1,2,7,6
28,4,-1,-1,1,-1,1,-1,-1,-1,-1,-1,8,62,41,26,7,1,-1,-1,-1,-1,4,-1,7
29,-1,1,-1,1,-1,-1,-1,-1,2,1,7,9,65,14,14,20,7,6,8,-1,2,6,10,4
30,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,6,55,54,21,12,-1,-1,-1,1,6
31,9,-1,-1,-1,-1,3,26,7,-1,-1,1,8,-1,-1,-1,-1,20,47,5,1,-1,2,-1,-1,-1
