may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,23,44,38,24,34,37,48,40,48,62,43,28,20,18,24,22,23,16,12,12,10,12,19,24,""
02,27,16,35,33,30,34,46,61,38,58,63,32,30,27,22,18,18,5,10,4,6,3,0,0,""
03,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,14,18,21,33,""
04,30,28,26,39,32,44,49,73,85,60,41,48,39,14,16,24,30,23,23,15,12,10,27,31,""
05,28,28,34,40,32,43,52,75,64,73,57,33,15,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,28,10,25,7,12,9,26,""
07,27,28,22,19,20,27,47,83,104,83,70,61,57,30,27,31,34,22,18,26,21,15,8,8,""
08,25,31,27,25,31,22,54,63,67,84,72,51,41,19,29,5,9,10,13,7,15,7,14,20,""
09,35,34,34,38,25,49,52,66,69,56,63,41,29,25,32,45,33,30,22,9,24,20,19,38,""
10,32,59,54,53,50,53,55,80,102,95,81,80,34,48,43,39,40,38,35,12,17,20,19,24,""
11,50,49,42,46,58,64,66,76,85,83,91,50,51,45,33,59,42,31,23,16,9,6,11,13,""
12,26,41,36,17,21,9,16,20,16,21,13,6,4,4,7,8,9,15,16,11,18,17,29,20,""
13,16,34,36,42,44,43,66,51,65,55,23,13,14,7,11,14,9,9,2,4,5,8,5,15,""
14,13,9,31,43,63,51,60,71,67,74,56,60,34,16,35,19,35,21,13,6,8,16,21,24,""
15,30,35,39,34,27,40,51,59,59,55,58,22,9,17,18,17,24,20,23,19,17,21,24,24,""
16,43,21,43,38,44,53,47,56,59,68,56,48,38,24,25,41,32,20,19,6,5,6,6,4,""
17,12,16,26,25,34,26,13,16,24,21,47,28,22,13,8,16,17,17,18,16,13,20,14,10,""
18,8,29,20,34,46,40,43,44,77,58,0,0,0,12,15,23,25,15,13,6,8,13,11,11,""
19,17,28,38,34,45,38,38,45,60,62,51,30,39,28,35,36,36,24,22,12,14,15,19,14,""
20,13,27,29,19,26,32,39,49,33,28,36,25,17,21,14,24,18,17,7,7,12,18,17,44,""
21,21,30,28,27,28,12,42,39,39,47,65,26,35,15,36,54,36,32,24,14,14,33,40,24,""
22,20,41,43,37,24,39,44,69,69,53,35,32,24,8,13,33,28,17,18,19,14,12,24,33,""
23,15,7,15,19,26,30,44,53,60,47,32,21,39,29,19,34,33,17,21,10,7,13,6,15,""
24,14,9,12,11,6,30,34,23,41,27,23,19,15,6,10,14,12,12,16,9,9,5,13,18,""
25,24,24,31,25,25,43,41,14,16,42,26,24,12,12,21,28,25,23,13,7,12,13,20,30,""
26,27,26,13,11,39,42,57,30,42,26,55,38,24,25,14,19,29,20,10,15,4,23,17,29,""
27,34,35,38,44,39,50,47,41,21,19,13,17,35,24,20,29,21,19,18,11,8,8,13,14,""
28,29,18,6,14,11,37,47,58,42,52,52,37,24,22,14,25,25,32,12,15,9,20,12,27,""
29,50,41,38,38,34,30,44,56,43,19,28,31,16,13,16,39,29,32,26,6,13,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
