may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,2,6,13,3,11,10,16,17,18,17,20,22,22,30,44,38,26,26,21,21,12,2,5,""
02,2,3,4,10,8,9,16,14,15,15,17,16,22,32,29,25,40,36,33,22,11,8,7,4,""
03,6,4,4,5,6,9,8,17,15,15,29,22,34,29,38,25,44,40,40,20,13,14,9,6,""
04,4,4,2,17,14,13,13,10,15,18,23,21,39,47,45,59,56,35,34,26,12,14,8,5,""
05,4,7,8,6,11,7,17,23,24,22,28,29,33,49,64,58,57,43,52,37,15,6,7,4,""
06,5,5,4,8,10,13,10,18,16,11,26,20,26,45,43,54,57,56,35,21,15,12,9,5,""
07,5,1,2,12,4,9,13,18,21,25,28,34,31,26,49,59,63,55,42,42,21,13,16,7,""
08,6,6,4,5,9,8,7,10,19,18,16,21,23,40,44,50,40,43,40,22,17,9,5,6,""
09,4,6,6,2,11,10,21,20,13,9,25,30,20,33,30,47,39,34,31,19,14,16,6,2,""
10,2,3,6,9,4,6,22,8,16,16,19,17,24,37,36,50,49,43,34,21,25,16,10,6,""
11,5,1,5,4,5,9,21,20,20,21,25,24,21,30,31,42,45,36,42,24,15,13,11,6,""
12,5,4,1,8,15,7,15,29,20,22,27,30,26,35,45,30,45,36,41,27,22,17,12,9,""
13,1,6,6,9,11,16,10,19,28,15,18,31,24,23,41,41,38,60,35,30,20,11,7,20,""
14,8,3,7,8,9,15,17,23,25,23,25,22,26,36,31,43,40,55,39,28,24,19,10,14,""
15,1,3,9,8,11,8,17,22,21,24,30,21,25,24,38,63,50,56,59,38,29,12,10,11,""
16,5,5,3,7,11,16,21,26,29,28,33,35,34,38,38,53,51,58,57,32,35,18,12,7,""
17,5,4,10,11,9,12,12,17,25,23,33,28,27,41,48,56,58,61,43,36,34,25,18,8,""
18,4,5,7,18,15,20,22,25,38,37,33,30,32,34,37,55,54,44,44,39,24,39,17,17,""
19,7,10,6,7,11,11,21,36,20,26,33,33,24,28,48,46,38,45,44,34,25,27,19,13,""
20,9,4,5,5,35,28,28,27,25,31,38,38,41,42,35,47,52,43,59,24,27,16,8,16,""
21,7,5,8,6,12,10,29,22,28,36,39,32,37,39,46,48,44,50,47,34,18,14,19,16,""
22,4,5,7,9,13,23,19,32,27,20,26,27,29,36,33,33,43,53,46,30,13,14,19,13,""
23,10,5,9,4,8,34,72,24,25,28,23,28,25,35,26,33,33,29,38,28,18,14,21,17,""
24,12,2,11,8,9,15,17,18,28,46,31,35,41,49,34,43,46,71,60,28,33,22,14,5,""
25,4,5,8,8,13,11,15,16,23,24,36,34,30,36,36,38,43,51,38,30,29,19,13,11,""
26,7,3,11,6,6,13,21,29,28,36,31,38,33,32,43,41,39,38,39,22,33,17,16,14,""
27,7,8,10,10,12,9,20,21,39,36,34,34,33,38,38,36,40,48,46,40,31,12,9,12,""
28,8,3,15,9,7,14,30,38,28,30,19,24,39,34,46,44,56,37,43,39,23,10,10,13,""
29,14,8,21,12,7,15,25,26,20,28,36,43,37,41,51,49,66,52,42,35,23,10,18,14,""
30,8,7,11,9,14,7,19,22,22,29,23,34,47,36,42,60,47,57,56,33,33,13,17,14,""
31,8,7,13,9,13,10,21,34,20,37,22,53,41,38,46,43,52,53,50,46,19,27,17,-1,""
