Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,47,39,45,50,50,66,70,64,68,46,48,36,35,23,46,62,33,25,29,26,61,26,34,26
2,25,30,48,40,64,60,92,70,66,74,60,38,34,54,66,45,26,28,32,28,26,25,28,37
3,44,38,40,42,61,52,64,68,50,42,100,1,57,112,31,32,44,28,18,36,25,28,23,22
4,29,37,30,38,50,64,60,43,43,49,31,50,35,27,29,32,48,44,17,29,36,47,44,33
5,41,60,36,39,55,74,65,57,69,43,28,33,12,31,33,33,37,20,22,26,21,13,32,30
6,43,40,37,37,38,66,62,75,45,57,46,22,20,32,36,31,19,34,31,24,17,30,27,32
7,65,56,37,70,70,52,66,54,44,96,35,39,39,15,43,25,38,28,27,27,15,22,21,32
8,34,26,21,70,70,34,47,42,31,46,30,23,17,18,33,76,35,7,63,127,27,24,37,57
9,41,31,48,36,51,65,74,57,56,47,33,43,40,18,14,24,77,134,28,19,16,30,38,52
10,36,42,40,58,57,65,55,52,65,58,51,43,51,38,36,49,52,39,36,59,48,43,36,59
11,64,85,68,54,77,74,88,42,33,43,42,31,33,38,42,37,22,24,32,21,33,23,31,31
12,41,56,45,35,48,51,66,42,42,51,39,26,51,32,52,33,79,68,35,19,24,27,32,40
13,40,46,49,43,55,51,46,62,28,24,29,26,36,32,28,45,23,21,12,46,23,17,69,32
14,67,56,78,71,41,-1,-1,13,30,30,26,23,26,26,26,28,33,25,31,18,37,37,48,51
15,49,40,40,51,68,65,64,36,27,34,44,35,24,22,25,24,37,22,17,21,23,24,47,53
16,29,54,50,57,49,43,62,53,30,26,25,13,14,9,14,18,11,11,20,27,44,2,-1,1
17,1,3,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,-1,-1,-1,-1,-1,-1,-1,-1,32,33,24,16,29,22,36,19,28,30,26,29,28,25,36,43
19,40,49,49,33,39,41,49,34,45,51,37,34,35,30,30,39,24,28,31,25,11,11,34,62
20,53,24,88,53,49,49,53,36,45,31,67,39,25,7,10,23,52,60,57,78,97,33,18,35
21,24,72,39,44,59,26,27,21,16,24,25,36,24,18,24,16,13,11,17,22,17,29,23,38
22,38,46,25,30,36,39,29,36,57,31,39,41,25,33,26,41,35,22,18,29,26,26,35,48
23,49,32,39,34,34,32,34,36,36,53,46,33,30,28,25,22,17,32,35,25,27,37,31,44
24,59,59,46,56,51,43,40,49,42,25,13,21,19,46,30,25,21,32,31,30,20,18,41,64
25,54,56,48,76,58,47,52,39,41,52,24,39,29,23,25,23,33,25,20,28,22,38,47,54
26,64,67,79,79,86,56,40,30,47,45,46,37,25,23,32,50,44,20,21,40,28,35,61,67
27,79,78,88,84,70,71,59,44,38,35,46,29,17,32,33,31,15,26,24,22,20,34,60,80
28,96,72,79,55,52,74,39,37,32,23,17,16,11,15,10,22,6,22,12,19,14,29,32,77
29,66,76,85,148,145,100,43,34,22,38,28,12,4,3,22,27,8,16,17,20,16,52,42,39
30,71,60,86,72,71,67,35,38,26,42,26,30,14,28,14,19,-1,30,32,37,52,60,75,107
31,113,112,115,104,92,82,63,25,30,44,41,32,23,24,57,11,18,33,23,36,23,26,46,65
