Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,81,83,91,97,109,120,144,159,190,153,156,112,95,124,123,96,98,48,85,20,29,35,71,51
2,69,95,99,108,141,136,131,141,177,134,109,95,100,105,121,115,152,241,214,127,30,174,559,301
3,124,131,132,136,185,180,160,155,169,201,300,95,260,217,239,241,300,49,55,335,412,429,307,247
4,81,101,121,122,157,175,360,141,169,332,337,136,106,247,319,72,79,49,20,32,52,135,122,87
5,106,107,139,147,141,188,186,382,339,270,204,238,363,93,98,107,74,63,197,56,193,97,64,107
6,96,126,136,173,213,195,169,168,143,142,102,250,151,113,97,119,89,59,43,51,46,57,74,82
7,98,111,111,155,190,199,222,151,130,176,108,112,175,157,94,89,78,37,35,31,42,54,60,84
8,100,139,143,167,180,217,137,185,203,114,136,160,149,141,85,71,69,39,46,61,37,49,81,96
9,209,410,357,169,190,202,151,198,201,151,193,135,72,89,197,208,283,159,39,18,47,61,46,46
10,40,68,100,117,132,156,114,143,142,118,101,77,84,60,50,60,68,34,23,62,34,28,31,35
11,52,41,56,104,99,112,93,120,319,100,84,89,71,69,67,58,71,51,32,30,32,46,28,55
12,76,79,98,76,103,75,124,106,121,119,107,220,77,82,76,103,61,42,27,29,33,46,36,70
13,79,99,89,101,119,122,101,153,93,65,115,84,60,85,54,57,43,44,38,46,32,38,43,70
14,72,68,94,97,109,113,98,97,115,65,90,64,68,78,65,73,50,29,29,28,41,33,65,53
15,37,46,65,56,79,98,229,123,82,80,190,93,122,110,64,49,52,52,26,35,35,63,52,76
16,102,121,138,157,124,150,124,146,124,94,104,62,53,58,96,73,76,46,50,27,40,70,99,113
17,135,165,185,187,212,155,143,154,168,131,-1,72,74,68,57,46,55,38,27,25,40,42,57,73
18,82,99,132,128,112,140,98,107,176,224,131,53,45,59,78,46,59,40,17,25,27,32,46,75
19,82,102,107,149,151,126,109,104,165,119,115,113,92,94,76,28,64,47,23,12,53,41,49,64
20,86,117,145,140,147,146,104,74,138,160,112,88,87,72,101,60,51,54,43,34,40,38,48,72
21,93,101,82,137,151,129,116,91,128,150,110,78,75,121,63,42,37,38,34,37,38,46,73,65
22,82,126,137,173,173,122,103,97,192,431,285,89,69,74,71,84,97,53,43,84,23,34,66,96
23,99,140,145,154,185,120,101,107,119,121,134,88,118,84,93,70,70,72,52,20,73,35,68,101
24,113,181,184,176,210,164,174,297,193,163,166,77,249,82,64,71,65,40,136,183,156,76,71,99
25,132,119,109,155,173,161,96,133,133,151,108,90,85,86,103,269,274,38,33,23,28,42,96,101
26,191,192,180,213,235,170,129,147,123,137,140,108,77,228,102,67,65,45,44,44,60,-1,75,126
27,139,144,171,190,228,195,170,114,116,130,130,118,93,90,67,70,50,91,76,68,393,47,104,149
28,181,185,204,184,225,173,134,274,223,265,271,116,231,169,77,63,67,49,120,149,33,230,342,126
29,142,174,136,186,236,161,118,110,145,130,200,189,49,65,81,73,64,43,36,44,55,53,95,162
30,150,218,204,182,212,164,121,149,138,140,113,119,117,68,71,57,59,37,29,40,39,70,86,142
31,151,207,254,226,222,183,141,126,129,133,109,68,109,239,83,123,63,50,37,132,244,296,353,233
