Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,13,3,4,16,9,19,26,28,26,44,28,42,21,30,43,56,35,39,10,7,29,13,28,26
2,10,10,13,13,27,22,27,32,30,39,20,16,34,50,33,41,29,38,21,15,24,16,15,13
3,6,10,9,12,21,22,44,20,36,29,36,35,43,41,46,28,13,13,13,10,18,18,18,9
4,8,4,5,12,14,13,24,28,30,29,30,25,41,30,26,34,16,14,14,18,13,17,10,17
5,4,5,6,18,22,30,72,37,52,58,74,54,33,38,29,35,25,15,8,9,18,11,17,17
6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,3,6,7,12,12,18,21,19,21,10,19,20,49,40,29,28,20,13,5,6,6,22,10,12
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,12,16,9,9,11,13
9,10,8,13,8,23,29,31,33,28,36,42,37,28,31,37,70,133,103,22,8,13,15,14,16
10,26,22,10,17,25,24,32,28,31,23,32,27,39,27,26,22,17,26,17,16,8,13,10,9
11,5,3,19,17,31,16,30,37,32,31,33,28,39,30,27,25,17,31,10,16,13,18,10,16
12,5,13,21,26,25,32,37,37,31,36,32,22,33,26,18,14,11,12,8,12,10,15,11,35
13,21,26,37,33,32,43,36,40,38,24,27,18,21,10,12,19,10,8,9,12,11,24,38,31
14,41,28,39,39,47,41,48,33,92,62,33,30,22,39,20,10,11,9,8,17,16,16,15,30
15,21,33,31,28,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,26,21,16,9,7,18,8,7
16,8,11,10,16,22,35,30,37,29,39,30,38,13,18,16,7,7,23,15,7,11,10,7,8
17,22,37,33,43,28,29,29,27,26,24,28,20,9,-1,-1,-1,-1,-1,9,9,13,10,12,6
18,11,13,22,21,19,29,26,24,35,23,44,20,25,27,19,10,7,7,9,8,7,8,9,9
19,15,23,32,24,28,28,27,25,18,30,36,10,16,19,42,7,11,9,15,52,29,22,28,22
20,42,32,34,47,41,55,28,34,26,22,17,18,16,5,13,8,2,5,9,11,25,32,32,36
21,28,31,30,33,32,32,21,10,9,6,12,13,9,6,8,8,26,32,40,46,47,29,29,41
22,32,31,27,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,26,11,14,9,8,11,3
23,11,16,21,21,31,44,54,48,42,47,39,28,27,34,21,15,4,-1,-1,-1,7,12,8,13
24,11,6,21,21,36,66,59,57,64,49,43,45,31,31,36,26,22,15,8,8,14,14,6,4
25,-1,-1,7,28,41,37,67,63,64,28,55,57,38,29,28,24,20,15,8,8,13,11,8,20
26,4,8,10,28,42,63,100,86,73,49,42,55,26,-1,3,27,13,15,16,9,8,6,9,5
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,20,16,13,17,4,15,8,7,8
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,6,7,21,46,71,82,71,83,86,79,52,23,31,20,18,13,9,13,3,-1,-1,-1,11,80
30,5,6,16,39,55,103,108,93,88,74,67,42,41,4,-1,35,24,14,11,8,6,5,8,-1,-1
31,4,13,10,26,55,74,74,81,73,76,77,102,102,97,31,31,17,12,21,7,3,11,10,14
