Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,9,11,13,42,35,35,18,26,32,-1,-1,32,25,29,11,12,5,-1,-1,-1,4,7,5,7
2,7,12,15,32,21,18,32,34,25,24,47,17,16,21,18,13,-1,-1,-1,4,11,5,4,5
3,11,-1,20,31,24,25,56,58,-1,-1,-1,33,34,11,6,14,-1,-1,-1,-1,-1,17,4,17
4,13,9,8,37,13,24,15,-1,-1,-1,-1,18,-1,-1,6,6,9,4,5,3,24,5,8,19
5,8,22,31,20,16,17,36,11,9,6,12,8,9,5,4,5,3,5,5,4,6,22,5,9
6,12,26,12,-1,-1,-1,30,36,54,-1,-1,-1,-1,-1,16,9,14,2,7,14,6,5,6,5
7,11,12,16,18,15,20,24,20,15,13,-1,-1,5,7,7,3,10,2,3,7,3,10,6,8
8,7,7,26,19,11,15,14,19,-1,-1,-1,9,-1,-1,7,3,1,5,3,-1,3,4,3,9
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,13,-1,8,11,3,11,15,1,1,16,3,3,13,6
10,7,6,7,14,26,13,15,8,13,14,10,9,4,-1,-1,7,-1,-1,-1,-1,2,2,2,5
11,4,8,12,19,13,21,11,14,5,7,9,6,7,4,3,18,3,-1,-1,2,3,2,3,2
12,14,10,4,13,11,11,18,10,6,18,15,9,-1,-1,-1,2,6,-1,2,2,3,4,2,5
13,7,7,16,16,23,36,-1,-1,9,8,8,11,-1,7,4,4,2,2,2,2,6,3,2,2
14,7,14,14,10,12,14,7,17,-1,16,9,7,4,5,5,4,4,7,9,5,4,5,6,11
15,4,6,4,7,9,15,9,9,6,3,-1,-1,-1,6,1,2,3,-1,2,3,1,2,4,1
16,8,12,8,7,2,5,6,4,8,-1,-1,-1,-1,-1,2,1,3,4,2,2,6,4,6,2
17,15,16,6,13,4,3,3,3,6,11,2,13,3,24,2,1,5,1,2,4,5,3,3,5
18,6,10,11,7,11,7,3,-1,-1,9,-1,-1,4,2,3,3,3,2,4,3,4,3,7,4
19,6,12,20,9,11,55,10,7,6,12,23,9,12,8,4,2,5,3,5,9,8,3,3,11
20,8,14,14,23,18,15,10,21,6,19,6,12,8,8,5,7,3,1,2,4,6,6,5,5
21,9,14,13,29,18,14,18,31,28,24,37,16,14,10,6,5,4,12,4,8,12,10,2,6
22,7,18,20,32,34,12,13,24,35,18,15,20,49,4,7,8,7,6,6,13,8,7,6,8
23,34,15,21,31,25,12,17,7,23,10,9,19,13,7,9,16,2,-1,-1,7,14,5,4,7
24,11,19,28,42,17,9,18,8,18,10,3,15,8,16,2,6,4,-1,6,10,9,8,5,7
25,20,20,18,45,36,16,29,20,19,41,23,17,8,18,6,5,6,20,7,14,19,7,3,7
26,17,30,21,32,29,16,15,11,8,8,10,9,4,9,4,6,3,2,5,3,11,10,4,7
27,14,17,32,28,33,15,16,15,7,8,15,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1
28,-1,-1,-1,-1,-1,6,4,3,6,17,13,11,18,6,7,12,7,5,16,-1,5,7,20,10
29,25,38,33,33,27,5,16,25,10,17,11,4,3,5,2,4,3,6,4,12,13,7,8,7
30,20,24,34,61,23,32,-1,16,35,25,6,8,14,6,12,7,23,12,17,17,8,19,16,14
31,29,37,46,48,59,12,17,17,13,7,9,37,22,9,12,15,10,8,-1,-1,-1,-1,10,15
