Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,6,10,13,31,44,67,50,21,33,38,64,56,51,50,70,48,21
6,24,13,20,9,5,3,2,4,5,15,23,29,38,41,28,25,31,35,32,23,29,28,18,20
7,16,14,10,7,23,1,7,5,5,12,26,32,33,37,32,34,31,47,37,34,23,48,21,19
8,11,14,9,6,8,-1,5,3,11,10,29,35,51,29,26,30,40,40,31,45,59,36,44,31
9,9,8,12,2,3,3,4,4,2,10,15,36,35,31,29,34,31,33,30,33,35,29,18,11
10,11,7,10,10,8,2,8,6,5,7,11,30,30,25,9,17,27,31,27,36,29,32,25,1
11,-1,2,-1,-1,1,1,1,2,9,17,24,43,46,50,22,35,44,58,107,92,72,58,54,31
12,17,8,16,-1,3,9,7,12,16,20,49,55,86,74,59,68,86,108,107,108,77,8,22,11
13,31,45,14,7,6,4,3,12,14,20,38,57,94,72,52,61,88,102,112,115,91,75,49,22
14,18,18,14,6,10,7,3,11,19,42,33,68,91,61,72,58,77,72,95,94,65,22,25,11
15,12,16,6,10,8,4,3,7,6,7,12,21,24,14,19,35,27,35,21,37,19,24,18,20
16,12,23,13,8,10,4,7,4,4,7,22,39,44,42,26,31,36,30,41,29,34,27,20,19
17,5,11,10,1,6,1,10,5,6,6,23,47,37,43,46,46,59,62,67,45,37,30,14,14
18,11,8,8,5,9,3,5,7,8,13,26,28,48,36,16,19,19,36,37,28,34,26,30,19
19,12,11,11,14,8,8,5,7,9,11,24,29,52,40,44,37,63,60,62,53,103,80,70,51
20,49,30,34,30,16,16,12,12,16,31,44,67,98,71,82,85,112,92,111,66,94,83,42,23
21,26,17,17,8,7,5,2,10,5,9,27,35,56,40,25,22,29,43,51,41,41,35,24,19
22,16,-1,15,14,16,1,9,7,6,17,22,42,69,72,42,57,90,59,68,92,88,63,52,46
23,37,12,9,9,8,3,1,8,14,25,29,41,64,66,63,35,59,82,85,68,95,80,57,49
24,18,19,7,5,4,2,2,5,10,17,16,62,73,65,30,17,24,36,38,48,31,20,12,16
25,9,15,4,9,4,5,4,6,6,15,30,45,83,82,34,23,43,60,73,63,46,38,30,12
26,-1,9,11,8,6,1,5,4,8,20,40,38,74,101,41,19,27,50,80,41,44,23,21,-1,-1
27,-1,14,11,7,5,5,7,7,7,12,32,63,96,106,39,26,28,55,81,62,49,27,20,16
28,17,13,13,14,4,3,4,6,8,17,53,65,95,108,40,27,32,59,83,78,92,36,24,18
29,18,11,14,9,3,9,6,6,11,21,47,86,137,103,56,21,34,80,80,77,62,53,43,47
30,16,13,20,13,6,2,7,15,14,24,53,72,121,116,41,28,23,50,92,80,-1,74,25,21
31,19,14,7,16,11,6,6,7,12,29,46,78,96,92,49,32,34,76,72,81,57,47,23,20
