Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,15,9,15,19,22,17,10,8,5,7,5,7,7,9,11,14,20,15,18,19,15,20,24,20
2,6,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,7,11,8,17,22,12,24,27,22,30,21
3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,10,13,19,15,23,15,18,20,21,11
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,12,14,21,18,18,31,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,9,7,5,3,7,10,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,18,14,17,21,25,25,21,10,3,3,4,-1,-1,-1,-1,16,22,17,16,33,33,34,23,16
8,-1,-1,19,24,24,28,22,9,4,1,1,6,3,11,11,14,26,15,29,23,33,20,27,12
9,14,10,-1,22,-1,24,20,11,4,4,10,6,10,12,24,20,20,22,20,23,26,27,16,15
10,21,16,21,23,18,24,19,9,8,3,2,5,9,14,12,20,17,21,21,26,27,27,36,26
11,14,13,27,24,20,24,20,12,7,4,4,4,12,8,27,18,19,27,19,28,22,34,23,21
12,18,9,-1,-1,20,23,20,8,2,6,2,5,10,12,13,18,29,30,27,33,35,28,27,25
13,11,-1,18,14,14,-1,-1,-1,-1,-1,-1,5,9,8,15,22,16,26,30,35,33,25,28,11
14,12,18,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,7,12,13,12,17,21,23,24,33,24,28,22
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,14,14,18,18,16,25,22,32,22,31,17
16,11,7,9,14,-1,-1,-1,3,7,-1,2,-1,-1,-1,11,18,15,17,22,29,28,26,18,13
17,16,8,-1,15,13,23,16,12,5,8,5,3,11,20,11,10,12,16,24,27,28,29,19,19
18,-1,-1,-1,-1,25,10,12,8,7,4,-1,4,10,10,15,15,17,25,25,24,25,19,21,-1,-1
19,10,14,12,19,18,13,10,7,1,5,3,6,18,7,10,11,12,12,31,29,23,13,16,18
20,14,15,12,18,13,11,13,-1,6,6,2,4,5,7,15,19,19,20,17,17,16,18,8,16
21,13,10,16,26,19,19,12,11,6,2,1,2,8,4,8,13,13,23,15,19,20,18,22,13
22,3,6,9,6,13,9,6,6,1,1,7,7,17,10,13,10,11,8,13,12,11,9,7,9
23,16,16,17,18,22,23,-1,4,14,2,9,5,10,16,18,17,19,17,16,29,24,16,23,10
24,12,12,11,19,19,10,18,11,6,2,3,3,7,12,13,23,26,26,20,23,14,20,22,16
25,17,12,21,17,20,21,17,14,12,8,7,6,8,17,17,20,29,20,26,20,28,29,28,13
26,17,23,8,23,18,12,12,8,3,5,5,6,8,12,18,20,23,23,35,24,29,23,27,9
27,10,11,11,16,10,8,14,6,4,6,12,6,12,7,14,13,7,11,14,17,17,15,16,11
28,18,7,9,16,13,14,16,10,13,3,7,4,11,12,15,21,17,38,27,25,21,23,16,15
29,11,9,11,13,7,7,8,14,5,8,4,8,10,22,20,23,19,22,25,22,23,22,17,8
30,16,16,13,20,12,17,13,9,3,4,4,8,6,8,13,17,14,20,16,20,17,25,22,15
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
