Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,31,48,67,76,85,95,113,124,121,90,77,75,64,130,126,69,41,48,82,116,12,43,39,28
2,46,36,46,64,74,98,145,112,119,119,46,48,137,111,86,110,37,24,13,11,31,27,27,25
3,29,22,33,40,80,131,171,168,100,110,82,51,83,145,54,68,102,81,51,41,57,53,61,28
4,27,28,29,63,80,103,120,137,174,138,135,102,115,96,51,51,41,56,13,21,28,25,35,28
5,65,7,-1,-1,-1,-1,-1,-1,13,107,120,95,76,231,154,80,34,27,53,33,44,100,30,32
6,22,43,58,51,94,87,115,117,134,70,90,40,97,75,56,47,57,21,31,24,40,19,11,39
7,22,29,45,53,57,141,133,197,99,94,102,46,67,72,71,57,53,31,14,17,28,36,17,23
8,43,22,29,49,111,96,153,174,59,81,56,36,109,94,51,53,78,39,14,12,25,34,21,12
9,17,20,17,-1,-1,-1,120,129,164,129,46,45,74,55,49,35,31,21,7,17,27,23,19,30
10,13,39,52,85,91,81,132,148,162,201,143,58,91,102,68,53,26,61,36,27,23,25,31,17
11,25,28,53,79,101,113,107,121,101,84,56,40,124,95,83,41,41,29,74,77,45,58,36,36
12,21,46,41,75,114,153,152,167,113,77,96,41,135,118,118,42,53,49,36,20,37,43,117,20
13,45,37,35,77,71,152,157,150,124,115,85,45,46,53,73,196,70,34,28,17,23,51,69,40
14,64,34,36,55,93,98,117,130,102,56,60,23,22,17,33,34,25,78,144,99,49,52,21,66
15,34,64,42,86,94,132,89,137,192,87,68,35,84,66,91,35,49,58,26,-1,116,69,30,38
16,38,44,61,53,98,124,197,219,160,71,62,40,88,79,53,61,130,23,25,25,38,32,37,21
17,41,34,53,106,109,131,173,153,148,100,75,50,97,80,84,100,67,26,74,78,39,41,41,45
18,38,91,75,82,126,121,214,164,111,96,65,61,71,89,72,76,110,39,82,61,40,71,80,66
19,81,66,107,116,96,109,59,109,141,148,76,96,110,92,89,92,92,117,68,62,56,50,68,64
20,91,77,86,103,150,137,150,175,169,141,60,86,114,111,42,72,18,11,8,37,67,46,43,36
21,47,40,63,58,54,96,138,133,114,85,61,85,64,68,106,70,103,55,41,53,59,58,45,30
22,35,62,49,90,94,110,139,190,151,66,5,53,83,82,99,83,68,28,25,125,-1,-1,-1,-1,-1
23,-1,-1,-1,41,79,132,135,210,129,112,112,178,126,111,88,193,191,47,26,44,34,31,38,35
24,39,33,54,108,83,104,136,149,26,99,104,60,14,-1,105,142,49,55,87,11,145,228,140,236
25,100,109,139,105,78,91,90,122,109,62,82,100,79,92,143,130,104,46,32,186,198,182,99,75
26,164,75,71,58,91,103,134,113,168,156,107,162,49,123,62,63,71,98,16,-1,34,44,68,44
27,44,76,73,109,67,118,126,129,143,128,134,55,114,92,-1,4,53,54,84,142,90,131,22,38
28,62,45,79,50,83,67,126,113,103,78,58,103,122,105,120,94,37,52,48,66,24,127,-1,-1,-1
29,-1,-1,-1,-1,-1,39,79,9,89,88,68,47,120,58,84,51,35,25,87,125,121,45,46,30
30,31,48,51,65,67,97,134,120,129,81,49,55,72,96,63,63,68,131,38,86,62,48,36,42
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
