Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,90,79,77,76,67,50,40,24,14,14,16,33,42,51,44,71,50,47,47,57,76,87,87,89
2,44,66,48,67,83,62,56,31,25,17,18,29,51,49,62,47,95,104,82,70,77,107,90,77
3,87,72,70,-1,-1,-1,44,35,8,12,24,23,35,45,58,71,77,100,102,100,72,101,80,72
4,64,49,58,79,-1,69,51,37,14,14,14,32,25,57,45,63,89,74,88,82,117,86,74,75
5,50,67,70,95,56,45,38,21,12,10,8,20,14,39,39,69,67,77,88,117,108,107,97,78
6,53,77,94,87,58,64,45,29,15,13,8,19,-1,-1,-1,56,62,57,69,107,107,91,70,80
7,35,60,80,80,68,57,55,26,16,14,19,-1,35,40,48,48,48,61,62,79,89,68,46,44
8,-1,60,88,109,106,74,56,36,13,11,12,19,23,43,55,54,56,61,87,92,107,60,86,51
9,51,-1,-1,-1,-1,72,56,46,15,9,17,30,32,44,62,66,69,88,78,115,113,108,91,76
10,50,44,78,84,97,82,58,48,21,12,11,20,37,37,48,75,77,81,119,129,119,137,121,76
11,27,49,61,76,59,56,39,22,24,11,11,22,34,42,61,53,59,61,54,79,76,77,59,47
12,55,52,69,114,88,89,55,24,21,14,17,20,33,30,47,56,60,96,124,129,136,104,92,100
13,46,36,53,62,60,80,44,41,18,15,14,18,24,42,52,59,64,62,66,73,102,81,79,51
14,31,51,100,94,98,93,63,26,26,27,24,24,27,56,44,63,75,82,107,116,132,129,110,68
15,42,87,99,107,109,96,51,46,24,15,16,23,25,47,56,49,77,101,128,139,118,135,124,74
16,35,55,68,68,71,67,60,30,18,14,12,22,47,-1,-1,57,70,85,100,124,109,121,92,88
17,70,42,50,58,68,52,47,24,8,9,10,25,28,37,38,50,92,97,130,151,116,123,116,120
18,-1,-1,-1,77,79,58,42,30,16,14,17,20,24,51,52,57,55,70,94,104,99,78,70,32
19,59,65,67,71,67,55,47,31,18,13,12,18,38,59,54,55,68,66,121,100,63,44,54,45
20,56,75,74,61,55,63,43,25,15,7,15,21,26,42,79,63,78,92,81,93,86,88,77,69
21,60,47,55,66,65,52,41,32,24,8,19,24,44,52,58,55,87,89,64,91,90,79,94,82
22,46,33,32,42,54,46,41,36,32,9,11,9,31,42,37,61,88,94,89,86,95,105,69,65
23,52,-1,58,69,70,71,67,32,63,22,21,30,40,48,61,60,66,79,65,75,68,69,74,52
24,39,52,52,67,67,54,49,23,15,20,15,11,24,54,56,66,59,74,70,78,74,83,78,69
25,54,45,66,65,52,42,41,34,22,17,18,31,26,58,57,65,73,93,79,114,90,109,81,53
26,74,32,40,51,71,45,50,20,10,20,12,19,25,41,50,77,71,71,110,77,108,77,89,82
27,44,36,35,56,42,-1,27,33,28,23,21,31,35,54,-1,65,63,61,75,77,72,61,60,62
28,70,52,55,56,51,46,35,31,28,12,16,25,38,44,57,67,56,86,78,96,65,56,50,54
29,45,58,46,60,34,42,23,29,18,21,12,24,51,58,64,45,59,76,93,80,72,72,61,57
30,66,36,66,63,29,51,42,26,22,21,16,31,47,49,52,-1,76,70,67,70,64,70,57,46
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
