Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,10,4,8,19,22,34,46,43,60,34,13,12,15,8,10,8,7,6,9,4,4,4,4,3
2,4,3,7,15,9,5,11,22,13,8,7,6,7,2,4,7,5,-1,4,3,1,2,4,8
3,20,10,21,43,56,79,78,103,126,90,7,7,5,6,4,3,7,8,-1,1,6,5,10,2
4,8,15,12,34,26,31,46,67,105,77,59,33,17,5,4,1,7,8,8,3,-1,3,9,13
5,11,7,12,11,14,16,13,21,28,6,3,3,71,7,-1,4,9,5,-1,4,2,3,4,3
6,6,7,3,22,80,66,40,28,67,27,12,7,2,3,1,1,5,3,2,2,-1,3,3,2
7,4,2,8,17,13,49,63,110,99,82,14,19,31,9,12,12,24,16,15,28,84,130,126,91
8,120,70,67,21,13,23,76,33,32,21,27,11,7,22,104,72,7,8,19,9,10,5,14,12
9,16,6,65,85,42,29,26,28,48,11,32,47,23,7,15,13,28,54,39,25,26,18,12,19
10,17,28,25,34,38,87,128,143,135,25,15,15,32,50,54,47,24,26,28,31,19,54,48,29
11,16,12,23,49,43,122,111,97,49,48,16,28,14,11,14,10,12,3,22,12,29,10,35,55
12,43,70,31,9,2,25,45,35,15,18,24,39,17,14,13,20,27,5,8,8,9,11,6,16
13,29,38,44,31,46,59,43,88,135,19,14,14,18,27,7,7,4,3,1,2,2,3,5,5
14,5,11,7,7,6,19,34,51,28,13,11,6,1,3,3,4,5,7,6,9,19,69,11,34
15,27,89,56,76,160,158,160,130,145,70,41,7,4,2,3,1,6,3,11,20,34,23,4,7
16,31,29,10,43,26,10,56,36,55,23,12,14,7,8,4,7,3,7,3,2,3,7,5,6
17,2,7,19,17,25,21,65,96,36,52,31,6,8,2,2,7,8,15,4,7,2,7,29,18
18,19,12,13,13,7,15,25,29,35,18,32,3,8,2,10,3,2,13,9,20,1,5,10,47
19,10,25,32,26,37,31,35,31,21,13,6,9,9,5,5,3,1,4,1,2,-1,1,10,15
20,3,7,5,7,9,6,5,11,19,18,7,7,4,2,2,6,2,-1,2,4,1,1,1,2
21,4,8,4,9,9,35,63,67,83,60,25,7,13,21,3,12,15,21,11,27,24,32,36,15
22,38,12,18,13,24,17,36,26,34,38,32,24,38,27,4,9,8,8,36,14,50,17,37,11
23,9,5,10,5,5,14,10,16,9,27,30,62,16,59,130,90,29,96,8,5,12,7,13,12
24,10,14,16,13,24,21,40,47,19,12,26,109,126,111,147,50,6,35,72,29,1,5,1,5
25,4,8,4,23,28,13,14,23,48,21,55,88,83,57,15,3,5,36,3,3,3,8,7,47
26,41,14,28,48,31,60,39,49,70,79,81,89,51,69,35,39,34,56,11,2,9,55,31,47
27,96,24,4,21,29,7,16,15,24,21,13,14,8,11,12,78,86,69,7,5,3,2,6,9
28,-1,3,9,-1,9,23,48,98,49,5,1,14,2,2,-1,3,2,2,2,1,5,5,8,14
29,17,21,42,42,34,20,57,74,33,36,17,7,18,-1,4,3,4,3,1,2,1,-1,-1,3
30,3,-1,8,2,8,6,12,27,29,19,9,16,12,3,1,2,2,1,5,4,33,21,11,3
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
