feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,31,52,36,50,59,76,88,115,109,73,85,101,107,69,95,98,82,77,58,61,62,47,40,39,""
02,35,29,42,44,67,77,101,94,93,129,71,114,81,85,69,80,79,76,66,59,60,62,37,30,""
03,24,46,40,37,47,60,98,95,96,77,81,72,69,56,69,76,58,69,61,63,41,43,31,36,""
04,23,20,34,46,54,81,87,100,103,92,82,76,72,62,60,55,56,51,52,66,43,34,33,24,""
05,12,29,25,44,46,52,94,106,70,62,83,63,53,43,55,69,52,46,45,33,54,35,31,24,""
06,23,13,32,42,44,44,67,62,80,62,48,48,37,43,55,50,61,58,50,55,47,31,25,33,""
07,18,33,36,42,51,58,54,53,64,61,51,61,58,44,21,28,30,41,23,27,20,13,19,17,""
08,10,23,27,18,17,25,36,28,24,29,22,17,18,19,11,16,19,26,27,14,18,18,8,12,""
09,9,15,10,10,18,21,31,31,18,29,10,24,27,25,23,27,29,29,24,22,16,21,20,17,""
10,13,16,13,22,25,30,33,36,37,38,31,29,26,25,31,26,21,28,33,21,22,17,12,14,""
11,12,13,16,15,22,25,29,38,35,34,35,23,26,23,20,36,26,13,68,36,35,18,8,16,""
12,11,8,14,15,22,23,27,37,0,0,31,35,26,20,28,24,39,23,29,23,20,17,12,13,""
13,1,8,21,14,14,27,33,40,34,32,40,30,27,27,24,25,25,27,37,17,18,11,19,9,""
14,9,16,11,25,14,26,26,37,35,30,24,28,22,18,29,31,45,39,23,36,20,27,15,24,""
15,3,33,34,34,41,40,66,63,78,66,62,61,56,71,53,57,49,67,63,59,46,50,36,38,""
16,21,34,24,26,40,50,64,62,51,53,47,47,55,64,68,67,60,71,59,55,44,34,15,19,""
17,22,33,26,34,43,49,89,76,90,66,69,48,41,52,54,70,75,80,36,39,51,43,47,19,""
18,20,21,42,50,53,41,48,56,49,44,44,54,48,54,54,77,68,57,57,59,48,46,43,36,""
19,22,46,28,40,43,40,57,71,63,70,38,62,59,35,55,52,61,67,47,47,32,28,14,14,""
20,27,52,102,56,43,47,52,52,51,32,34,53,41,41,48,47,57,45,56,54,52,30,36,30,""
21,23,41,37,38,42,42,58,71,39,55,41,53,64,53,28,29,21,30,23,14,37,35,36,29,""
22,26,23,26,41,42,57,49,82,70,58,60,3,21,59,59,76,67,68,69,63,46,42,39,25,""
23,21,36,40,49,57,62,91,89,76,79,78,82,62,78,67,75,78,73,57,55,56,42,23,35,""
24,33,20,39,46,65,54,82,90,73,70,58,68,53,70,43,70,58,59,61,62,54,47,30,25,""
25,21,28,31,65,64,84,96,92,92,89,72,69,59,64,57,52,51,57,62,55,56,39,26,19,""
26,19,39,21,33,46,61,71,117,85,63,69,47,48,60,57,71,61,63,50,73,45,36,27,29,""
27,20,18,16,38,40,50,87,130,92,63,84,70,59,39,46,51,61,64,50,54,52,31,16,29,""
28,40,16,35,39,37,59,56,60,78,44,55,69,66,61,52,75,60,54,51,45,52,31,18,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
