feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,16,12,49,27,31,17,31,29,30,19,19,27,14,15,20,13,8,8,3,10,4,8,14,""
02,16,19,16,25,13,34,21,20,26,31,10,5,4,2,8,1,3,3,1,2,3,4,3,7,""
03,3,2,7,7,13,3,9,5,5,7,8,6,2,1,20,1,6,1,9,2,15,2,2,9,""
04,6,6,1,6,5,4,5,7,7,5,6,5,2,4,2,0,0,4,2,0,5,3,2,4,""
05,3,4,3,5,5,3,1,16,0,1,0,0,0,0,0,0,0,2,18,26,11,7,23,8,""
06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,63,4,1,14,23,16,""
07,56,0,0,0,0,0,0,2,3,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,""
08,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,9,7,10,9,16,14,12,""
09,10,13,21,13,-1,0,1,-1,10,10,14,19,15,107,12,13,9,9,2,2,13,11,9,13,""
10,17,12,15,21,20,16,12,24,19,14,17,17,2,12,15,3,6,47,-1,10,11,-1,-1,-1,""
11,-1,-1,-1,-1,26,98,40,13,19,21,15,7,11,10,12,8,10,3,6,7,9,4,18,60,""
12,12,9,9,21,23,9,17,17,8,-1,-1,-1,-1,-1,112,17,19,14,10,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,28,28,28,22,30,24,41,27,17,36,17,""
18,25,21,32,56,68,46,52,34,36,53,40,35,52,32,24,24,33,21,24,17,25,18,20,23,""
19,26,27,22,59,77,45,36,44,55,31,36,35,29,24,23,24,31,20,19,27,12,13,29,17,""
20,14,23,16,34,36,45,47,26,43,46,40,50,40,26,19,22,24,25,16,26,18,15,26,26,""
21,21,23,21,38,89,43,46,39,48,45,42,56,53,37,20,24,27,19,15,18,35,34,31,30,""
22,16,17,39,82,56,49,51,36,56,61,81,62,33,49,31,33,27,32,15,16,39,27,28,23,""
23,27,17,29,79,54,59,45,75,62,53,76,68,73,30,34,33,20,24,21,12,23,28,46,26,""
24,26,28,36,41,71,57,55,45,56,83,67,61,45,22,28,16,29,20,14,22,30,24,32,24,""
25,19,20,21,35,50,47,35,25,33,36,35,40,35,18,28,11,33,12,13,11,21,20,35,15,""
26,29,21,18,49,48,40,36,32,45,45,33,35,43,19,20,15,23,12,11,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,43,70,77,48,57,25,""
28,11,37,38,104,126,89,115,92,67,74,26,24,31,22,10,22,21,11,5,11,25,32,31,19,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
