feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,24,22,29,28,26,25,47,38,51,73,70,65,67,77,58,60,65,49,44,28,19,32,27,29,""
02,20,27,21,22,9,11,22,27,22,34,49,67,72,60,65,81,69,60,58,45,34,27,19,28,""
03,15,25,35,47,48,34,48,59,58,58,91,68,65,58,60,67,57,60,44,47,42,39,42,34,""
04,29,20,31,37,36,47,43,34,46,63,82,64,75,73,63,68,80,45,30,16,18,20,37,34,""
05,32,28,39,43,36,44,35,46,46,66,71,63,45,60,74,79,64,52,27,39,33,27,25,21,""
06,23,20,32,25,22,35,42,39,54,49,61,51,43,40,32,58,47,37,29,27,17,19,25,22,""
07,16,22,20,32,30,26,30,38,48,55,55,46,43,39,51,69,48,39,24,25,25,29,31,19,""
08,29,28,27,22,28,31,41,34,38,44,48,37,34,67,57,65,52,29,39,31,27,23,22,17,""
09,12,22,42,33,41,42,38,48,50,49,60,58,44,50,56,50,43,34,48,35,51,38,22,17,""
10,16,17,21,29,28,33,31,53,48,58,44,48,62,51,45,48,52,39,34,28,33,29,16,25,""
11,15,15,12,10,11,12,8,11,11,17,26,28,31,42,41,29,29,16,14,24,11,8,9,10,""
12,12,12,8,8,15,4,10,15,-1,-1,25,15,21,39,30,28,28,16,4,9,6,2,3,0,""
13,3,8,9,9,11,6,13,27,18,38,35,44,47,57,59,77,57,49,69,55,41,30,19,28,""
14,13,9,23,28,34,26,23,38,45,64,65,76,54,66,77,80,49,38,35,27,35,30,12,20,""
15,12,24,24,19,15,25,26,30,44,50,63,46,46,43,40,55,48,46,45,59,40,31,13,15,""
16,11,20,19,8,11,14,20,-1,-1,-1,-1,-1,-1,-1,-1,35,38,40,28,35,42,22,29,18,""
17,25,26,18,30,8,21,13,17,30,38,47,57,28,41,30,29,38,30,20,16,7,16,12,10,""
18,7,13,8,10,12,15,17,18,27,50,36,46,50,51,36,49,47,41,36,39,29,27,32,26,""
19,14,12,18,16,20,20,26,17,32,37,50,57,43,54,47,60,54,36,38,36,34,30,27,18,""
20,17,28,29,22,23,20,17,36,41,42,46,44,48,43,23,62,61,73,54,62,38,33,31,12,""
21,16,25,32,31,34,29,35,27,39,50,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
22,35,32,31,34,51,24,31,38,43,48,58,71,62,59,82,64,52,62,65,41,44,37,24,25,""
23,18,19,17,18,21,30,26,28,50,53,57,74,55,52,52,58,59,55,36,36,20,22,33,7,""
24,17,20,12,24,24,24,24,31,40,43,67,76,53,53,49,40,44,33,44,33,20,16,29,20,""
25,26,28,21,18,21,15,15,19,21,37,31,34,40,26,15,22,17,16,19,23,18,7,11,10,""
26,11,17,20,21,21,17,12,22,33,24,31,43,48,47,54,53,44,44,18,27,13,4,11,8,""
27,6,10,10,16,18,22,16,16,26,35,42,37,43,37,28,35,23,23,21,33,29,12,10,11,""
28,31,24,26,37,38,27,19,7,14,21,30,31,23,24,19,12,12,15,8,4,6,2,5,5,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
