feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,6,14,7,3,2,2,1,1,1,5,8,4,3,17,14,15,17,20,21,23,13,11,15,""
02,7,11,10,7,4,4,3,6,3,2,-1,4,9,6,9,15,19,20,22,15,16,12,6,10,""
03,10,16,8,4,4,4,1,3,2,-1,3,4,10,7,13,4,14,12,19,12,16,21,8,13,""
04,7,8,11,5,3,5,-1,1,-1,2,2,1,7,12,16,16,11,17,27,16,13,19,12,19,""
05,13,12,8,6,5,1,-1,2,3,4,1,5,8,17,17,11,9,22,19,21,15,12,10,21,""
06,9,2,6,3,12,3,3,2,-1,5,8,5,16,12,9,29,23,19,23,21,18,15,17,18,""
07,6,8,4,5,1,3,-1,-1,3,2,2,11,7,16,21,10,10,14,13,24,29,9,12,19,""
08,20,21,11,13,6,3,3,1,16,5,-1,-1,-1,-1,16,9,8,13,18,11,17,9,11,4,""
09,14,9,6,7,6,3,1,1,1,2,4,2,4,9,13,5,7,12,8,10,11,12,5,4,""
10,16,10,2,6,6,4,1,1,1,17,2,2,9,9,13,10,10,8,24,13,9,8,11,7,""
11,8,7,5,11,1,2,2,-1,4,15,1,2,8,9,9,7,7,7,13,8,17,8,9,9,""
12,8,9,3,5,1,2,8,4,1,4,-1,6,6,20,11,15,8,12,10,22,13,8,10,19,""
13,10,7,4,5,1,3,3,1,8,4,2,5,7,9,13,16,16,14,19,26,28,14,17,15,""
14,11,10,12,9,3,12,4,2,2,6,6,6,12,4,10,17,15,13,19,14,4,5,11,9,""
15,10,16,15,7,6,6,6,3,-1,8,5,4,2,6,7,5,8,10,15,9,19,11,8,8,""
16,8,3,2,2,2,3,-1,-1,-1,-1,-1,12,4,17,6,9,4,12,16,5,14,9,13,6,""
17,3,3,3,1,-1,2,1,3,2,3,3,10,7,7,6,9,14,7,20,14,9,10,11,8,""
18,7,6,1,4,-1,3,1,3,2,2,-1,8,2,5,4,6,6,17,21,14,18,12,8,13,""
19,7,8,4,1,1,-1,1,3,4,2,5,4,7,15,10,12,8,7,19,14,21,16,4,10,""
20,8,5,3,4,1,2,2,1,2,4,2,7,12,5,12,9,18,15,14,14,14,10,7,4,""
21,6,-1,3,1,1,-1,-1,1,-1,2,4,9,8,7,11,11,11,14,19,24,20,11,14,11,""
22,8,2,6,9,3,3,3,2,-1,2,3,4,4,10,12,7,12,10,22,23,15,10,12,21,""
23,13,4,2,4,4,1,2,4,2,1,4,5,6,10,7,14,12,14,24,19,21,9,11,11,""
24,4,8,5,2,1,4,7,1,1,2,5,6,5,12,5,12,13,13,26,12,17,7,6,7,""
25,4,4,3,2,2,3,2,-1,-1,1,1,-1,5,6,8,18,8,14,17,22,19,9,10,11,""
26,8,2,2,6,2,3,1,1,2,5,14,4,9,3,11,10,7,6,7,8,13,11,5,14,""
27,11,10,7,6,5,4,2,-1,-1,1,1,5,4,6,9,12,15,10,25,20,10,7,4,5,""
28,5,2,4,6,2,4,2,1,43,376,49,21,7,60,752,445,5,29,14,16,636,5,9,5,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]g$zh`}fIb,"a'k`nefkl'gl'cy"
